PRISM Time Series Data
Location:  Lat: 31.8500   Lon: -109.1667   Elev: 2032m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1997-01 - 2020-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-May-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1997-01,62.63,-4.0,2.3,8.7
1997-02,51.22,-3.4,4.0,11.4
1997-03,24.60,2.0,9.5,17.0
1997-04,17.23,0.9,9.3,17.6
1997-05,95.19,6.5,15.5,24.6
1997-06,8.62,9.4,18.3,27.2
1997-07,94.39,13.4,20.9,28.4
1997-08,135.20,13.1,19.7,26.3
1997-09,110.90,12.7,19.9,27.0
1997-10,65.71,5.5,13.1,20.7
1997-11,27.43,1.1,8.1,15.2
1997-12,120.00,-5.1,1.0,7.1
1998-01,1.53,-4.5,3.3,11.1
1998-02,71.49,-4.2,2.5,9.2
1998-03,65.70,-2.3,5.8,13.8
1998-04,2.58,-0.4,8.3,16.9
1998-05,0.00,5.2,14.4,23.7
1998-06,5.92,9.3,18.7,28.1
1998-07,152.59,13.7,20.4,27.1
1998-08,51.73,12.7,19.8,26.8
1998-09,65.30,11.0,18.6,26.2
1998-10,57.92,5.4,13.1,20.7
1998-11,74.29,-0.5,8.0,16.5
1998-12,29.64,-3.3,3.5,10.3
1999-01,0.00,-3.8,4.6,12.9
1999-02,0.00,-2.9,6.0,15.0
1999-03,3.70,-1.4,7.8,17.1
1999-04,13.64,1.0,9.7,18.4
1999-05,0.00,5.5,14.7,24.0
1999-06,17.83,9.2,18.1,27.0
1999-07,186.16,12.6,19.0,25.5
1999-08,130.02,12.4,19.0,25.6
1999-09,48.43,9.7,17.2,24.8
1999-10,2.83,3.4,12.8,22.1
1999-11,0.00,2.9,10.7,18.4
1999-12,10.73,-4.5,2.3,9.1
2000-01,0.00,-3.1,5.0,13.1
2000-02,2.40,-1.7,6.6,15.0
2000-03,13.71,-1.8,7.1,15.9
2000-04,0.00,2.5,12.4,22.3
2000-05,0.00,7.4,17.4,27.5
2000-06,110.10,11.5,19.5,27.5
2000-07,59.27,14.8,21.7,28.6
2000-08,72.56,12.3,19.7,27.1
2000-09,19.00,12.7,20.2,27.6
2000-10,236.45,4.9,11.3,17.7
2000-11,43.28,-3.0,4.0,11.0
2000-12,14.71,-1.4,5.1,11.5
2001-01,54.47,-5.6,1.4,8.5
2001-02,15.17,-2.7,4.5,11.6
2001-03,14.86,-1.5,6.6,14.7
2001-04,30.76,3.1,11.5,19.8
2001-05,11.20,6.9,16.1,25.3
2001-06,17.51,12.8,21.1,29.4
2001-07,91.74,14.2,20.7,27.2
2001-08,116.43,12.4,19.4,26.4
2001-09,76.90,12.2,18.9,25.6
2001-10,15.46,6.8,14.7,22.6
2001-11,19.93,0.5,8.0,15.4
2001-12,12.85,-5.3,1.9,9.1
2002-01,31.90,-4.0,3.4,10.8
2002-02,43.83,-3.7,4.2,12.1
2002-03,0.00,-1.8,7.2,16.2
2002-04,0.00,3.7,13.0,22.2
2002-05,0.00,4.7,14.9,25.1
2002-06,2.22,11.6,21.1,30.5
2002-07,44.17,13.8,20.9,28.1
2002-08,171.35,12.8,20.0,27.2
2002-09,31.09,10.1,17.5,24.9
2002-10,16.28,3.2,11.2,19.2
