PRISM Time Series Data
Location:  Lat: 35.9890   Lon: -112.1221   Elev: 2057m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1997-01 - 2020-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-May-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1997-01,65.52,-7.6,-1.0,5.5
1997-02,28.61,-7.5,0.1,7.7
1997-03,1.19,-4.9,4.7,14.3
1997-04,49.29,-3.2,5.1,13.3
1997-05,11.65,4.5,13.7,23.0
1997-06,24.39,6.6,16.2,25.9
1997-07,36.66,9.7,19.6,29.4
1997-08,59.81,10.7,18.9,27.1
1997-09,116.98,7.8,15.9,23.9
1997-10,27.51,-0.1,8.1,16.4
1997-11,17.94,-4.0,3.8,11.5
1997-12,26.62,-9.3,-2.2,4.9
1998-01,20.49,-5.2,1.0,7.2
1998-02,63.52,-7.8,-1.9,4.0
1998-03,65.49,-5.8,2.0,9.8
1998-04,33.08,-3.8,4.0,11.7
1998-05,27.63,1.4,10.0,18.7
1998-06,0.00,4.4,14.5,24.7
1998-07,60.35,12.3,21.2,30.1
1998-08,32.93,11.4,20.3,29.2
1998-09,86.30,7.8,15.7,23.6
1998-10,62.10,-0.6,8.0,16.6
1998-11,25.27,-4.7,3.3,11.3
1998-12,10.87,-8.2,-0.3,7.6
1999-01,7.94,-5.8,1.9,9.5
1999-02,15.98,-5.9,2.0,9.9
1999-03,3.09,-4.8,5.0,14.7
1999-04,58.73,-4.3,3.9,12.1
1999-05,26.27,2.1,11.2,20.2
1999-06,16.26,6.4,16.2,26.1
1999-07,121.93,11.9,19.3,26.7
1999-08,93.78,9.7,17.7,25.7
1999-09,49.45,5.9,14.4,22.9
1999-10,0.00,0.2,10.7,21.1
1999-11,0.00,-3.5,6.4,16.2
1999-12,3.93,-9.5,-0.9,7.6
2000-01,31.78,-6.0,1.1,8.1
2000-02,27.29,-4.8,1.9,8.6
2000-03,50.91,-5.0,2.8,10.6
2000-04,9.09,-0.9,9.0,19.0
2000-05,1.35,4.7,14.6,24.5
2000-06,8.71,8.3,18.4,28.4
2000-07,8.23,11.8,21.0,30.2
2000-08,70.44,10.3,19.1,28.0
2000-09,8.01,6.2,15.9,25.5
2000-10,102.18,0.5,8.6,16.7
2000-11,13.92,-8.0,-0.4,7.2
2000-12,7.93,-6.7,1.4,9.5
2001-01,50.28,-8.0,-1.2,5.5
2001-02,25.07,-7.4,-0.2,7.0
2001-03,49.95,-4.8,3.5,11.9
2001-04,26.00,-2.3,6.3,14.8
2001-05,6.08,4.8,14.5,24.3
2001-06,4.61,6.8,17.8,28.8
2001-07,55.81,10.3,19.4,28.4
2001-08,61.96,9.7,18.7,27.8
2001-09,7.04,6.5,16.9,27.2
2001-10,10.33,1.3,11.1,20.8
2001-11,16.66,-4.2,4.0,12.3
2001-12,20.05,-10.0,-2.2,5.6
2002-01,9.71,-8.1,-0.4,7.4
2002-02,2.28,-7.5,1.4,10.3
2002-03,21.82,-7.6,1.8,11.1
2002-04,4.93,-2.1,8.5,19.1
2002-05,0.00,-0.2,11.1,22.5
2002-06,0.00,5.4,17.8,30.3
2002-07,47.67,11.0,21.1,31.3
2002-08,10.17,9.5,19.7,30.0
2002-09,55.48,5.6,14.8,24.0
2002-10,24.64,-0.3,8.2,16.6
2002-11,14.73,-4.5,3.5,11.5
2002-12,29.18,-9.6,-1.7,6.1
2003-01,15.26,-5.6,3.0,11.5
2003-02,50.48,-6.1,0.6,7.4
2003-03,53.39,-5.5,2.7,10.9
2003-04,15.40,-3.9,4.9,13.8
2003-05,5.61,1.5,11.9,22.4
2003-06,0.00,6.6,17.6,28.6
2003-07,18.06,11.9,22.2,32.4
2003-08,65.96,10.7,19.3,28.0
2003-09,15.43,6.9,16.7,26.4
2003-10,16.89,2.1,12.1,22.2
2003-11,39.24,-4.5,2.3,9.2
2003-12,14.03,-6.5,0.3,7.2
2004-01,16.80,-6.8,-0.2,6.4
2004-02,43.32,-10.3,-2.7,4.8
2004-03,4.03,-2.2,6.9,15.9
2004-04,45.76,-1.6,6.9,15.3
2004-05,0.00,0.6,11.7,22.7
2004-06,4.92,5.2,16.8,28.3
2004-07,48.88,8.6,19.1,29.6
2004-08,60.08,8.3,17.8,27.3
2004-09,93.53,4.3,14.2,24.1
2004-10,116.04,0.6,7.8,15.1
2004-11,65.19,-4.1,2.2,8.5
2004-12,40.32,-6.7,0.4,7.4
2005-01,104.51,-3.9,1.4,6.6
2005-02,67.11,-2.8,1.7,6.3
2005-03,37.89,-4.5,2.9,10.4
2005-04,33.29,-2.9,6.0,15.0
2005-05,9.28,1.9,11.8,21.7
2005-06,12.67,4.3,14.9,25.4
2005-07,37.05,9.6,20.8,31.9
2005-08,59.98,9.6,17.9,26.3
2005-09,7.82,4.2,14.6,25.0
2005-10,26.40,0.7,9.6,18.5
2005-11,1.83,-4.3,4.6,13.5
2005-12,2.34,-9.1,-0.0,9.1
2006-01,7.27,-7.4,0.4,8.2
2006-02,1.14,-9.3,0.7,10.7
