PRISM Time Series Data
Location:  Lat: 35.9890   Lon: -112.1221   Elev: 2057m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1997-01 - 2020-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-May-25
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2006-03,72.57,-6.1,0.9,7.8
2006-04,16.75,-2.2,7.3,16.9
2006-05,1.66,2.1,13.1,24.2
2006-06,14.24,6.2,17.9,29.7
2006-07,37.42,11.5,20.7,29.9
2006-08,59.26,8.7,17.8,27.0
2006-09,29.77,4.1,13.4,22.6
2006-10,58.04,0.0,8.3,16.5
2006-11,1.54,-5.0,4.2,13.5
2006-12,10.58,-9.0,-1.1,6.9
2007-01,14.63,-8.7,-1.6,5.4
2007-02,15.15,-6.5,1.2,9.0
2007-03,23.49,-4.7,4.6,13.8
2007-04,9.21,-2.5,7.3,17.1
2007-05,32.66,3.3,13.2,23.0
2007-06,0.00,6.6,17.9,29.2
2007-07,62.43,12.1,21.8,31.5
2007-08,69.13,10.5,19.5,28.5
2007-09,34.74,6.3,15.7,25.1
2007-10,9.49,-0.1,9.3,18.7
2007-11,2.77,-3.0,6.6,16.1
2007-12,63.64,-9.3,-2.1,5.1
2008-01,52.59,-9.9,-3.0,3.9
2008-02,46.40,-8.8,-0.6,7.7
2008-03,2.09,-5.3,4.1,13.5
2008-04,0.00,-3.0,6.8,16.6
2008-05,28.11,-0.2,9.7,19.7
2008-06,8.58,4.9,16.8,28.7
2008-07,49.59,11.0,20.3,29.7
2008-08,78.57,10.4,19.6,28.8
2008-09,15.83,5.5,15.4,25.3
2008-10,6.23,0.8,10.1,19.4
2008-11,10.81,-2.6,5.4,13.5
2008-12,67.04,-9.3,-1.6,6.2
2009-01,19.04,-7.6,0.6,8.9
2009-02,30.91,-8.1,0.4,8.9
2009-03,1.35,-5.5,3.9,13.3
2009-04,9.07,-3.0,6.0,15.1
2009-05,31.51,4.0,14.0,24.1
2009-06,17.57,4.9,14.6,24.2
2009-07,27.76,10.4,20.7,31.0
2009-08,30.88,7.4,18.4,29.4
2009-09,12.39,6.2,16.0,25.7
2009-10,3.51,-1.8,7.5,16.8
2009-11,1.90,-3.6,5.2,14.1
2009-12,53.90,-11.9,-3.6,4.7
2010-01,74.36,-8.3,-1.3,5.6
2010-02,38.34,-8.7,-0.8,7.2
2010-03,30.62,-6.5,2.4,11.2
2010-04,12.58,-3.5,5.5,14.6
2010-05,2.45,-1.2,8.9,19.0
2010-06,3.71,4.7,16.2,27.8
2010-07,55.17,11.7,20.8,29.9
2010-08,39.92,10.7,18.7,26.6
2010-09,7.92,5.3,16.4,27.4
2010-10,60.78,2.7,10.2,17.6
2010-11,15.71,-6.1,1.8,9.7
2010-12,35.61,-4.2,2.1,8.4
2011-01,0.00,-9.1,-1.0,7.1
2011-02,53.08,-9.4,-1.7,6.0
2011-03,27.45,-5.5,3.5,12.5
2011-04,26.73,-2.9,6.5,15.9
2011-05,14.33,-0.3,9.0,18.4
2011-06,0.00,3.8,15.8,27.8
2011-07,38.23,10.2,19.6,29.0
2011-08,24.81,10.5,20.3,30.1
2011-09,67.60,7.2,16.2,25.2
2011-10,28.19,-0.1,9.4,18.9
2011-11,25.36,-4.7,2.9,10.4
2011-12,26.29,-9.6,-1.8,5.9
2012-01,13.06,-5.6,2.2,10.0
2012-02,15.20,-6.9,0.4,7.7
2012-03,34.56,-5.4,3.8,13.1
2012-04,11.93,-0.7,8.3,17.4
2012-05,0.00,3.2,13.5,23.8
2012-06,0.00,11.7,20.9,30.1
2012-07,80.86,11.8,20.1,28.5
2012-08,87.63,11.3,19.7,28.1
2012-09,29.74,7.1,15.9,24.8
2012-10,12.37,1.0,10.6,20.2
2012-11,2.07,-4.1,5.5,15.0
2012-12,29.36,-8.9,-1.2,6.4
2013-01,40.11,-10.6,-2.8,5.0
2013-02,15.14,-9.9,-1.6,6.8
2013-03,10.02,-4.3,5.0,14.4
2013-04,7.00,-1.6,7.7,17.0
2013-05,6.48,2.8,12.4,22.0
2013-06,0.00,12.3,21.2,30.1
2013-07,75.47,12.4,20.9,29.3
2013-08,82.42,10.6,18.6,26.6
2013-09,67.53,7.0,15.0,23.1
2013-10,8.89,-1.7,7.4,16.5
2013-11,27.16,-3.6,4.0,11.5
2013-12,11.29,-8.9,-1.2,6.6
2014-01,0.00,-2.3,4.3,11.0
2014-02,9.74,-5.9,2.4,10.8
2014-03,15.70,-4.2,4.5,13.3
2014-04,16.04,-1.6,7.4,16.5
2014-05,3.17,4.0,12.7,21.3
2014-06,0.00,7.1,18.0,28.8
2014-07,46.46,12.3,21.0,29.8
2014-08,69.33,9.2,17.6,26.0
2014-09,72.64,7.4,16.3,25.3
2014-10,2.43,1.9,11.1,20.3
2014-11,3.86,-4.0,4.7,13.3
2014-12,29.71,-5.1,0.9,6.9
2015-01,41.26,-5.0,1.4,7.8
2015-02,27.66,-4.3,4.4,13.1
2015-03,55.77,-3.3,5.8,14.8
2015-04,16.47,-2.9,6.7,16.2
2015-05,47.70,1.4,9.4,17.5
2015-06,37.25,8.6,18.5,28.4
2015-07,36.63,10.3,19.1,27.9
2015-08,90.19,11.0,19.4,27.9
2015-09,34.09,8.0,16.8,25.7
2015-10,96.86,3.7,11.2,18.7
2015-11,22.90,-5.2,2.2,9.5
2015-12,18.77,-10.7,-2.2,6.3
2016-01,30.59,-8.9,-1.2,6.5
2016-02,13.08,-6.0,3.6,13.2
2016-03,7.32,-4.0,5.2,14.4
2016-04,29.35,-1.8,7.0,15.7
2016-05,30.34,1.3,10.1,19.0
2016-06,16.41,7.5,18.9,30.4
2016-07,27.57,11.9,21.3,30.6
2016-08,91.41,10.1,18.2,26.3
2016-09,67.41,5.8,14.5,23.2
2016-10,14.00,3.0,11.6,20.1
2016-11,35.72,-2.7,5.0,12.7
2016-12,62.49,-6.7,0.4,7.5
2017-01,101.65,-6.1,-1.1,3.8
2017-02,34.35,-3.2,2.9,9.1
2017-03,18.61,-3.7,5.9,15.5
2017-04,8.76,-1.9,7.4,16.6
2017-05,21.57,1.0,10.7,20.5
2017-06,2.23,9.0,19.5,30.1
2017-07,59.07,12.4,21.2,30.0
2017-08,25.94,10.2,19.1,28.0
2017-09,21.56,5.8,14.9,24.1
2017-10,0.00,0.7,10.8,20.8
2017-11,1.43,-1.1,7.6,16.4
2017-12,0.58,-6.3,2.5,11.3
2018-01,21.44,-5.4,2.6,10.6
2018-02,25.11,-7.6,0.9,9.4
2018-03,22.77,-4.6,3.4,11.4
2018-04,2.65,-0.7,9.3,19.2
2018-05,9.43,3.3,13.0,22.6
2018-06,5.74,8.4,19.1,29.8
2018-07,56.56,12.5,21.3,30.2
2018-08,60.56,11.1,20.1,29.2
2018-09,29.15,7.2,17.0,26.8
2018-10,96.53,2.7,8.8,14.8
2018-11,13.76,-5.2,3.1,11.5
2018-12,6.13,-7.1,0.2,7.5
2019-01,40.54,-7.5,-0.3,7.0
2019-02,95.96,-10.1,-2.6,4.9
2019-03,45.45,-3.0,3.9,10.8
2019-04,15.07,-1.0,8.1,17.2
2019-05,93.11,0.0,7.8,15.6
2019-06,0.00,6.1,16.3,26.5
2019-07,13.92,9.5,20.0,30.6
2019-08,12.80,11.0,20.6,30.3
2019-09,21.79,7.0,16.4,25.7
2019-10,0.00,-1.9,8.0,17.9
2019-11,83.88,-5.0,4.4,13.8
2019-12,34.45,-7.5,-0.7,6.1
2020-01,9.87,-6.9,0.3,7.5
2020-02,9.55,-6.9,1.3,9.5
2020-03,81.39,-3.6,3.6,10.8
2020-04,18.30,-2.0,7.6,17.2
2020-05,11.66,2.4,13.5,24.6
2020-06,0.00,5.5,16.9,28.3
2020-07,24.14,9.6,20.2,30.7
2020-08,7.14,12.1,22.1,32.1
2020-09,1.47,7.6,17.6,27.6
2020-10,0.64,2.7,12.9,23.1
2020-11,10.46,-2.5,5.7,14.0
2020-12,4.16,-8.0,-0.0,7.9
