Site,year,Wseason_precip,Wseason_tmean,Wseason_tmax,Wseason_tmin
SabinoCanyonAZ,2010,400.36,11.353630678077682,32.2,-3.4
SabinoCanyonAZ,2011,220.63,12.371765415843758,34.1,-12.6
SabinoCanyonAZ,2012,257.88,12.081953493299434,33.8,-6.2
SabinoCanyonAZ,2013,198.73,12.396251920122888,31.8,-9.7
SabinoCanyonAZ,2014,137.51,12.918891814790433,29.7,-4
SabinoCanyonAZ,2015,421.28999999999996,13.253603247750712,30.8,-5.5
SabinoCanyonAZ,2016,362.11,12.31660416335611,33.6,-7.9
SabinoCanyonAZ,2017,265.07,13.623598858898397,31.4,-4.2
SabinoCanyonAZ,2018,161,14.440797673908273,32.5,-4.1
SabinoCanyonAZ,2019,451.93,11.334410796576694,31.5,-5.4
SabinoCanyonAZ,2020,272.38,12.072971555696805,33.6,-6.5
SabinoCanyonAZ,2021,88.09,12.877880184331797,35,-4.8
SabinoCanyonAZ,2022,103.95,14.07537634408602,28.4,-0.3
SantaRitaMountains,1981,246.93,10.352534562211982,27.8,-5.4
SantaRitaMountains,1982,295.48,11.113760149220978,26.7,-5.4
SantaRitaMountains,1983,751.5799999999999,9.587427035330261,27.4,-7.8
SantaRitaMountains,1984,443.63,10.731228878648233,27.6,-5.4
SantaRitaMountains,1985,633.96,9.662177967961378,27.3,-11.3
SantaRitaMountains,1986,440.39,11.62043230195304,27.5,-5.1
SantaRitaMountains,1987,386,10.076940969936361,28.1,-10.8
SantaRitaMountains,1988,445.11,10.906472270777055,29.2,-10.2
SantaRitaMountains,1989,473.71999999999997,12.02861531709458,31.7,-7.7
SantaRitaMountains,1990,436.26,10.796385780118499,29.4,-9.7
SantaRitaMountains,1991,436.76,10.246679833223611,25.7,-11.1
SantaRitaMountains,1992,503.15999999999997,10.588976640711902,29.6,-7.8
SantaRitaMountains,1993,556.6899999999999,10.614668641650209,28.4,-5.5
SantaRitaMountains,1994,339.49,11.009989027869212,28.3,-3.9
SantaRitaMountains,1995,553.31,10.617843976300197,26.9,-5
SantaRitaMountains,1996,165.37,12.369681127178346,30.5,-4.6
SantaRitaMountains,1997,278.33,10.999599517226246,30.4,-7.5
SantaRitaMountains,1998,517.16,9.689457976739083,30.7,-7.3
SantaRitaMountains,1999,224.06,11.495445468509985,30.7,-5.5
SantaRitaMountains,2000,86.26,12.551678584670798,31.6,-5.1
SantaRitaMountains,2001,588.12,10.135698924731184,30.8,-6.2
SantaRitaMountains,2002,229.89,12.122778143515472,29.7,-9
SantaRitaMountains,2003,360.73,11.707633311389072,29.8,-4.9
SantaRitaMountains,2004,377.54999999999995,11.981460352772922,33.5,-6.6
SantaRitaMountains,2005,389.65,10.783439763001976,31,-6.2
SantaRitaMountains,2006,62.879999999999995,12.627184551239852,30.5,-5.2
SantaRitaMountains,2007,258.19,11.476491112574061,30.4,-9.1
SantaRitaMountains,2008,212.29000000000002,11.863664918692727,29.2,-6.5
SantaRitaMountains,2009,153.53,12.766964011411016,29.9,-8
SantaRitaMountains,2010,504.33000000000004,11.00994733377222,31.2,-4.8
SantaRitaMountains,2011,195.03000000000003,12.080333552775949,31.1,-15.7
SantaRitaMountains,2012,226.21,11.864096615286826,32.3,-6.9
SantaRitaMountains,2013,177.58999999999997,12.106195962255871,29.9,-10.5
SantaRitaMountains,2014,120.56,12.566086240947993,28.2,-4
SantaRitaMountains,2015,226.53,12.819689488698705,27.9,-7.7
SantaRitaMountains,2016,244.65,12.190113353461518,31.2,-9.2
SantaRitaMountains,2017,168.74,13.495624314241825,30.3,-4.7
SantaRitaMountains,2018,137.21,14.605859117840684,31.2,-4.7
SantaRitaMountains,2019,550.01,10.956926706166337,29.8,-7.4
SantaRitaMountains,2020,404.53,11.85201599660999,31.9,-6.1
SantaRitaMountains,2021,76.5,12.649283519859557,33.9,-5.9
SantaRitaMountains,2022,48.16,13.9384229390681,27.4,-1.2
SpringervilleAZ,1981,88.25,3.2593951612903225,23.1,-14.6
SpringervilleAZ,1982,119.99000000000001,3.5667292078121573,22.9,-16.6
SpringervilleAZ,1983,200.75,2.176182795698925,23.2,-17.5
SpringervilleAZ,1984,161.55,3.063411197626993,22.6,-15.8
SpringervilleAZ,1985,232.37,2.682378757954795,22.9,-20.1
SpringervilleAZ,1986,130.13,4.082891156462585,22.9,-17.4
SpringervilleAZ,1987,249.98000000000002,2.4974797015580426,22.9,-19.6
SpringervilleAZ,1988,185.02,2.9826092483712063,26.2,-19.8
SpringervilleAZ,1989,98.30000000000001,3.380230414746544,24.6,-20.8
SpringervilleAZ,1990,96.85,2.1715536537195526,23.9,-20.6
SpringervilleAZ,1991,167.21,2.3065240289664253,23.3,-26.6
SpringervilleAZ,1992,178.79,3.067978706499285,25.4,-18.6
SpringervilleAZ,1993,243.69,2.730080096554751,24,-19.4
SpringervilleAZ,1994,120.88,3.38027869212201,25.3,-23.8
SpringervilleAZ,1995,217.45999999999998,3.813414527101163,22,-16.4
SpringervilleAZ,1996,67.98,4.820253191376662,25.9,-16.3
SpringervilleAZ,1997,145.86,3.6908997147245994,27.3,-19.8
SpringervilleAZ,1998,181.83999999999997,2.5287744129910026,26.1,-23
SpringervilleAZ,1999,125.24,4.4124840904103575,25.7,-16.8
SpringervilleAZ,2000,41.120000000000005,4.8008517400286035,27.4,-18.6
SpringervilleAZ,2001,257.65999999999997,2.992873601053325,26.2,-17.6
SpringervilleAZ,2002,77.78999999999999,3.9795029624753124,23.5,-20.1
SpringervilleAZ,2003,138.97,3.7015492648672375,22.1,-21.1
SpringervilleAZ,2004,165.97,3.956031039779649,27.4,-20.6
SpringervilleAZ,2005,245.35000000000002,3.450281983761246,23.2,-19.1
SpringervilleAZ,2006,75.11,4.414498573622997,24.9,-17.3
SpringervilleAZ,2007,123.03999999999999,3.758060127276717,25.4,-20.9
SpringervilleAZ,2008,151.32,3.5784458922612425,24.4,-21
SpringervilleAZ,2009,116.64,4.385434496379197,22.9,-22.4
SpringervilleAZ,2010,153.16,2.6690037305244676,23.6,-19
SpringervilleAZ,2011,63.14,3.939331797235023,26.9,-25.5
SpringervilleAZ,2012,131.72,4.069638752052545,25.8,-21
SpringervilleAZ,2013,105.71,3.7545918367346935,25,-23.1
SpringervilleAZ,2014,80.47999999999999,4.475565064735572,23.1,-14.4
SpringervilleAZ,2015,108.84,5.197271231073074,22.8,-16.2
SpringervilleAZ,2016,123.31,4.3171285555378995,26.5,-17.8
SpringervilleAZ,2017,193.51,5.7638314680711,24,-17
SpringervilleAZ,2018,41.88999999999999,6.278223612025455,25.9,-15.7
SpringervilleAZ,2019,199.49,3.7823754663155587,24.4,-18.8
SpringervilleAZ,2020,187.35000000000002,4.3169442237406646,25.8,-19.9
SpringervilleAZ,2021,97.21000000000001,4.547870309414089,26.6,-17.1
SpringervilleAZ,2022,61.730000000000004,6.2061648745519715,21.7,-11.5
SycamoreCreekAZ,1981,149.15,13.531226958525346,34.7,-1.5
SycamoreCreekAZ,1982,326.67,13.136009436032477,31,-2.4
SycamoreCreekAZ,1983,607.4,11.981687513715164,31.5,-3
SycamoreCreekAZ,1984,215.3,13.33228772710419,32,-2.5
SycamoreCreekAZ,1985,501.23,12.242913100724161,33.7,-7.2
SycamoreCreekAZ,1986,375.63,14.146424182576256,32.5,-3.2
SycamoreCreekAZ,1987,367.72,13.132008997147246,33.4,-6.5
SycamoreCreekAZ,1988,406.05,13.44670745272525,35.6,-5.4
SycamoreCreekAZ,1989,249.64,14.850834979152951,35.6,-5.4
SycamoreCreekAZ,1990,250.18,13.825005486065393,33.9,-6.6
SycamoreCreekAZ,1991,439.33000000000004,13.322111037963573,32.5,-7.7
SycamoreCreekAZ,1992,599.83,13.943649028020552,35.2,-2.9
SycamoreCreekAZ,1993,834.0999999999999,13.409980250164582,34,-1.8
SycamoreCreekAZ,1994,331.09000000000003,13.442093482554313,35.4,-2.3
SycamoreCreekAZ,1995,526,13.121269475532149,31.1,-3
SycamoreCreekAZ,1996,115.35,15.092113989088405,34.9,-3.2
SycamoreCreekAZ,1997,234.25,13.869147465437788,36,-3.4
SycamoreCreekAZ,1998,479.76,12.191342988808426,36.1,-2.1
SycamoreCreekAZ,1999,261.98,13.793762343647137,33.8,-2.7
SycamoreCreekAZ,2000,114.48,15.180558821971502,35.7,-2.5
SycamoreCreekAZ,2001,477.76,12.568584595128375,36.6,-1.7
SycamoreCreekAZ,2002,81.22999999999999,14.730706605222734,34.7,-3.9
SycamoreCreekAZ,2003,294.4,13.943382707921879,31.9,-1.3
SycamoreCreekAZ,2004,276.6,14.717552836484984,37.5,-4
SycamoreCreekAZ,2005,553.4,13.216479043230196,32.1,-2.6
SycamoreCreekAZ,2006,63.510000000000005,14.253221417599297,33.4,-1.5
SycamoreCreekAZ,2007,130.93,13.75961378099627,34.5,-5.4
SycamoreCreekAZ,2008,369.84000000000003,14.164055829228243,32.3,-3.1
SycamoreCreekAZ,2009,202.11,14.629919903445249,33.7,-1.7
SycamoreCreekAZ,2010,347.38,13.550429010313803,33.9,-0.7
SycamoreCreekAZ,2011,196.56,14.124030063638358,37,-8.3
SycamoreCreekAZ,2012,225.05,14.206121616611048,35.8,-1.4
SycamoreCreekAZ,2013,217.93,14.123695413649331,35,-5.9
SycamoreCreekAZ,2014,194.81,15.1062771560237,31.8,-2.1
SycamoreCreekAZ,2015,181.6,15.540825104235243,32.2,-3.3
SycamoreCreekAZ,2016,218.43,14.56658721330579,35.9,-2.3
SycamoreCreekAZ,2017,390.81000000000006,15.56668202764977,31.9,-0.2
SycamoreCreekAZ,2018,54.74,16.379488698705288,33.2,-0.7
SycamoreCreekAZ,2019,434.02000000000004,13.165995172262454,33.3,-3.7
SycamoreCreekAZ,2020,387.08,13.802824302134647,35.7,-2.7
SycamoreCreekAZ,2021,75.34,14.645194206714944,36.9,-0.1
SycamoreCreekAZ,2022,93.34,15.918924731182797,31.1,1.3
