Year,Month,Day,Site,NABAEnglishName,ButterflyCount,Party_Hours,#Parties
1986,8,23,PatagoniaAZ,Elissa Roadside-Skipper,1,54,6
1986,8,23,PatagoniaAZ,Nysa Roadside-Skipper,2,54,6
1986,8,23,PatagoniaAZ,Tropical Least Skipper,5,54,6
1986,8,23,PatagoniaAZ,White Angled-Sulphur,14,54,6
1986,8,23,PatagoniaAZ,Palmer's Metalmark,38,54,6
1986,8,23,PatagoniaAZ,Creamy Stripe-streak,1,54,6
1986,8,23,PatagoniaAZ,Hackberry Emperor,2,54,6
1986,8,23,PatagoniaAZ,Tawny Emperor,2,54,6
1986,8,23,PatagoniaAZ,Empress Leilia,5,54,6
1986,8,23,PatagoniaAZ,Sheep Skipper,14,54,6
1986,8,23,PatagoniaAZ,Pipevine Swallowtail,498,54,6
1986,8,23,PatagoniaAZ,Western Pygmy-Blue,10,54,6
1986,8,23,PatagoniaAZ,Arizona Metalmark,15,54,6
1986,8,23,PatagoniaAZ,Fatal Metalmark,2,54,6
1986,8,23,PatagoniaAZ,Common Streaky-Skipper,4,54,6
1986,8,23,PatagoniaAZ,White-striped Longtail,1,54,6
1986,8,23,PatagoniaAZ,Bordered Patch,8,54,6
1986,8,23,PatagoniaAZ,Theona Checkerspot,9,54,6
1986,8,23,PatagoniaAZ,Acacia Skipper,4,54,6
1986,8,23,PatagoniaAZ,Southern Dogface,100,54,6
1986,8,23,PatagoniaAZ,Orange Sulphur,20,54,6
1986,8,23,PatagoniaAZ,Orange Skipperling,40,54,6
1986,8,23,PatagoniaAZ,Nabokov's Satyr,26,54,6
1986,8,23,PatagoniaAZ,Queen,128,54,6
1986,8,23,PatagoniaAZ,Monarch,2,54,6
1986,8,23,PatagoniaAZ,Dymasia dymas chara,53,54,6
1986,8,23,PatagoniaAZ,Ares Metalmark,12,54,6
1986,8,23,PatagoniaAZ,Zela Metalmark,14,54,6
1986,8,23,PatagoniaAZ,Variegated Fritillary,19,54,6
1986,8,23,PatagoniaAZ,Mexican Fritillary,3,54,6
1986,8,23,PatagoniaAZ,Boisduval's Yellow,17,54,6
1986,8,23,PatagoniaAZ,Mexican Yellow,123,54,6
1986,8,23,PatagoniaAZ,Sleepy Orange,75,54,6
1986,8,23,PatagoniaAZ,Tailed Orange,153,54,6
1986,8,23,PatagoniaAZ,Zebra Heliconian,1,54,6
1986,8,23,PatagoniaAZ,Ceraunus Blue,32,54,6
1986,8,23,PatagoniaAZ,Reakirt's Blue,101,54,6
1986,8,23,PatagoniaAZ,Pahaska Skipper,16,54,6
1986,8,23,PatagoniaAZ,Fiery Skipper,11,54,6
1986,8,23,PatagoniaAZ,Common Buckeye,8,54,6
1986,8,23,PatagoniaAZ,Tropical Buckeye (form nigrosuffusa),43,54,6
1986,8,23,PatagoniaAZ,Lyside Sulphur,2,54,6
1986,8,23,PatagoniaAZ,Marine Blue,150,54,6
1986,8,23,PatagoniaAZ,Eufala Skipper,1,54,6
1986,8,23,PatagoniaAZ,American Snout,1709,54,6
1986,8,23,PatagoniaAZ,Viceroy,4,54,6
1986,8,23,PatagoniaAZ,Red-spotted Purple,7,54,6
1986,8,23,PatagoniaAZ,Red Satyr,50,54,6
1986,8,23,PatagoniaAZ,Common Mestra,1,54,6
1986,8,23,PatagoniaAZ,Leda Ministreak,91,54,6
1986,8,23,PatagoniaAZ,Dainty Sulphur,57,54,6
1986,8,23,PatagoniaAZ,Mourning Cloak,3,54,6
1986,8,23,PatagoniaAZ,Giant Swallowtail,5,54,6
1986,8,23,PatagoniaAZ,Black Swallowtail,9,54,6
1986,8,23,PatagoniaAZ,Large Orange Sulphur,21,54,6
1986,8,23,PatagoniaAZ,Cloudless Sulphur,248,54,6
1986,8,23,PatagoniaAZ,Common Sootywing,3,54,6
1986,8,23,PatagoniaAZ,Painted Crescent,8,54,6
1986,8,23,PatagoniaAZ,Texan Crescent,20,54,6
1986,8,23,PatagoniaAZ,Pearl Crescent,34,54,6
1986,8,23,PatagoniaAZ,Cabbage White,11,54,6
1986,8,23,PatagoniaAZ,Arachne Checkerspot,10,54,6
1986,8,23,PatagoniaAZ,Carus Skipper,1,54,6
1986,8,23,PatagoniaAZ,Checkered White,4,54,6
1986,8,23,PatagoniaAZ,White Checkered-Skipper,7,54,6
1986,8,23,PatagoniaAZ,Desert Checkered-Skipper,15,54,6
1986,8,23,PatagoniaAZ,Dull Firetip,142,54,6
1986,8,23,PatagoniaAZ,Golden-headed Scallopwing,36,54,6
1986,8,23,PatagoniaAZ,Gray Hairstreak,11,54,6
1986,8,23,PatagoniaAZ,Arizona Powdered-Skipper,9,54,6
1986,8,23,PatagoniaAZ,Elada Checkerspot,68,54,6
1986,8,23,PatagoniaAZ,Drusius Cloudywing,3,54,6
1986,8,23,PatagoniaAZ,Northern Cloudywing,1,54,6
1986,8,23,PatagoniaAZ,Dorantes Longtail,3,54,6
1986,8,23,PatagoniaAZ,West Coast Lady,1,54,6
1986,8,23,PatagoniaAZ,Painted Lady,23,54,6
1986,8,23,PatagoniaAZ,American Lady,27,54,6
1987,8,15,PatagoniaAZ,California Sister,8,54,5
1987,8,15,PatagoniaAZ,Gulf Fritillary,5,54,5
1987,8,15,PatagoniaAZ,Bronze Roadside-Skipper,5,54,5
1987,8,15,PatagoniaAZ,Cassus Roadside-Skipper,1,54,5
1987,8,15,PatagoniaAZ,Elissa Roadside-Skipper,1,54,5
1987,8,15,PatagoniaAZ,Dotted Roadside-Skipper,8,54,5
1987,8,15,PatagoniaAZ,Large Roadside-Skipper,2,54,5
1987,8,15,PatagoniaAZ,Nysa Roadside-Skipper,14,54,5
1987,8,15,PatagoniaAZ,Tropical Least Skipper,14,54,5
1987,8,15,PatagoniaAZ,Hackberry Emperor,7,54,5
1987,8,15,PatagoniaAZ,Tawny Emperor,3,54,5
1987,8,15,PatagoniaAZ,Empress Leilia,16,54,5
1987,8,15,PatagoniaAZ,Sachem,2,54,5
1987,8,15,PatagoniaAZ,Great Purple Hairstreak,1,54,5
1987,8,15,PatagoniaAZ,Moon-marked Skipper,2,54,5
1987,8,15,PatagoniaAZ,Pipevine Swallowtail,138,54,5
1987,8,15,PatagoniaAZ,Western Pygmy-Blue,10,54,5
1987,8,15,PatagoniaAZ,Arizona Metalmark,13,54,5
1987,8,15,PatagoniaAZ,'Siva' Juniper Hairstreak,2,54,5
1987,8,15,PatagoniaAZ,Spring Azure,2,54,5
1987,8,15,PatagoniaAZ,Common Streaky-Skipper,21,54,5
1987,8,15,PatagoniaAZ,Bordered Patch,13,54,5
1987,8,15,PatagoniaAZ,Theona Checkerspot,31,54,5
1987,8,15,PatagoniaAZ,Arizona Skipper,16,54,5
1987,8,15,PatagoniaAZ,Gold-costa Skipper,2,54,5
1987,8,15,PatagoniaAZ,Acacia Skipper,28,54,5
1987,8,15,PatagoniaAZ,Southern Dogface,6,54,5
1987,8,15,PatagoniaAZ,Orange Sulphur,4,54,5
1987,8,15,PatagoniaAZ,Orange Skipperling,18,54,5
1987,8,15,PatagoniaAZ,Queen,15,54,5
1987,8,15,PatagoniaAZ,Tiny Checkerspot,356,54,5
1987,8,15,PatagoniaAZ,Ares Metalmark,1,54,5
1987,8,15,PatagoniaAZ,Zela Metalmark,1,54,5
1987,8,15,PatagoniaAZ,Juvenal's Duskywing,1,54,5
1987,8,15,PatagoniaAZ,Mournful Duskywing,30,54,5
1987,8,15,PatagoniaAZ,Variegated Fritillary,3,54,5
1987,8,15,PatagoniaAZ,Mexican Yellow,2,54,5
1987,8,15,PatagoniaAZ,Sleepy Orange,52,54,5
1987,8,15,PatagoniaAZ,Ceraunus Blue,1,54,5
1987,8,15,PatagoniaAZ,Reakirt's Blue,3,54,5
1987,8,15,PatagoniaAZ,Pahaska Skipper,14,54,5
1987,8,15,PatagoniaAZ,Fiery Skipper,22,54,5
1987,8,15,PatagoniaAZ,Common Buckeye,12,54,5
1987,8,15,PatagoniaAZ,Tropical Buckeye (form nigrosuffusa),1,54,5
1987,8,15,PatagoniaAZ,Marine Blue,8,54,5
1987,8,15,PatagoniaAZ,American Snout,3,54,5
1987,8,15,PatagoniaAZ,Viceroy,8,54,5
1987,8,15,PatagoniaAZ,Red-spotted Purple,11,54,5
1987,8,15,PatagoniaAZ,Red Satyr,2,54,5
1987,8,15,PatagoniaAZ,Leda Ministreak,7,54,5
1987,8,15,PatagoniaAZ,Mourning Cloak,12,54,5
1987,8,15,PatagoniaAZ,Two-tailed Swallowtail,8,54,5
1987,8,15,PatagoniaAZ,Black Swallowtail,9,54,5
1987,8,15,PatagoniaAZ,Large Orange Sulphur,2,54,5
1987,8,15,PatagoniaAZ,Cloudless Sulphur,102,54,5
1987,8,15,PatagoniaAZ,Painted Crescent,10,54,5
1987,8,15,PatagoniaAZ,Texan Crescent,36,54,5
1987,8,15,PatagoniaAZ,Pearl Crescent,15,54,5
1987,8,15,PatagoniaAZ,Acmon Blue,4,54,5
1987,8,15,PatagoniaAZ,Carus Skipper,6,54,5
1987,8,15,PatagoniaAZ,Checkered White,5,54,5
1987,8,15,PatagoniaAZ,White Checkered-Skipper,6,54,5
1987,8,15,PatagoniaAZ,Desert Checkered-Skipper,1,54,5
1987,8,15,PatagoniaAZ,Dull Firetip,66,54,5
1987,8,15,PatagoniaAZ,Golden-headed Scallopwing,57,54,5
1987,8,15,PatagoniaAZ,Arizona Powdered-Skipper,6,54,5
1987,8,15,PatagoniaAZ,Elada Checkerspot,104,54,5
1987,8,15,PatagoniaAZ,Drusius Cloudywing,11,54,5
1987,8,15,PatagoniaAZ,Northern Cloudywing,14,54,5
1987,8,15,PatagoniaAZ,Red Admiral,1,54,5
1987,8,15,PatagoniaAZ,Painted Lady,9,54,5
1988,8,6,PatagoniaAZ,California Sister,20,52,6
1988,8,6,PatagoniaAZ,Bronze Roadside-Skipper,7,52,6
1988,8,6,PatagoniaAZ,Elissa Roadside-Skipper,1,52,6
1988,8,6,PatagoniaAZ,Dotted Roadside-Skipper,11,52,6
1988,8,6,PatagoniaAZ,Large Roadside-Skipper,3,52,6
1988,8,6,PatagoniaAZ,Slaty Roadside-Skipper,5,52,6
1988,8,6,PatagoniaAZ,Nysa Roadside-Skipper,15,52,6
1988,8,6,PatagoniaAZ,Tropical Least Skipper,1,52,6
1988,8,6,PatagoniaAZ,Mormon Metalmark,1,52,6
1988,8,6,PatagoniaAZ,Palmer's Metalmark,1,52,6
1988,8,6,PatagoniaAZ,Hackberry Emperor,1,52,6
1988,8,6,PatagoniaAZ,Tawny Emperor,1,52,6
1988,8,6,PatagoniaAZ,Empress Leilia,7,52,6
1988,8,6,PatagoniaAZ,Sachem,1,52,6
1988,8,6,PatagoniaAZ,Great Purple Hairstreak,1,52,6
1988,8,6,PatagoniaAZ,Moon-marked Skipper,1,52,6
1988,8,6,PatagoniaAZ,Pipevine Swallowtail,143,52,6
1988,8,6,PatagoniaAZ,Arizona Metalmark,10,52,6
1988,8,6,PatagoniaAZ,Fatal Metalmark,4,52,6
1988,8,6,PatagoniaAZ,Common Streaky-Skipper,21,52,6
1988,8,6,PatagoniaAZ,Bordered Patch,12,52,6
1988,8,6,PatagoniaAZ,Theona Checkerspot,17,52,6
1988,8,6,PatagoniaAZ,Arizona Skipper,16,52,6
1988,8,6,PatagoniaAZ,Valeriana Skipper,1,52,6
1988,8,6,PatagoniaAZ,Gold-costa Skipper,17,52,6
1988,8,6,PatagoniaAZ,Acacia Skipper,58,52,6
1988,8,6,PatagoniaAZ,Orange Sulphur,9,52,6
1988,8,6,PatagoniaAZ,Orange Skipperling,40,52,6
1988,8,6,PatagoniaAZ,Queen,83,52,6
1988,8,6,PatagoniaAZ,Tiny Checkerspot,551,52,6
1988,8,6,PatagoniaAZ,Ares Metalmark,2,52,6
1988,8,6,PatagoniaAZ,Zela Metalmark,2,52,6
1988,8,6,PatagoniaAZ,Arizona Hairstreak,2,52,6
1988,8,6,PatagoniaAZ,Funereal Duskywing,3,52,6
1988,8,6,PatagoniaAZ,Juvenal's Duskywing,18,52,6
1988,8,6,PatagoniaAZ,Mournful Duskywing,3,52,6
1988,8,6,PatagoniaAZ,Variegated Fritillary,9,52,6
1988,8,6,PatagoniaAZ,Mexican Yellow,33,52,6
1988,8,6,PatagoniaAZ,Sleepy Orange,22,52,6
1988,8,6,PatagoniaAZ,Erichson's White-Skipper,1,52,6
1988,8,6,PatagoniaAZ,Reakirt's Blue,1,52,6
1988,8,6,PatagoniaAZ,Pahaska Skipper,10,52,6
1988,8,6,PatagoniaAZ,Fiery Skipper,10,52,6
1988,8,6,PatagoniaAZ,Common Buckeye,10,52,6
1988,8,6,PatagoniaAZ,Marine Blue,49,52,6
1988,8,6,PatagoniaAZ,American Snout,7,52,6
1988,8,6,PatagoniaAZ,Viceroy,2,52,6
1988,8,6,PatagoniaAZ,Red-spotted Purple,6,52,6
1988,8,6,PatagoniaAZ,Red Satyr,2,52,6
1988,8,6,PatagoniaAZ,Dainty Sulphur,4,52,6
1988,8,6,PatagoniaAZ,Mourning Cloak,10,52,6
1988,8,6,PatagoniaAZ,Edwards' Skipperling,1,52,6
1988,8,6,PatagoniaAZ,Two-tailed Swallowtail,18,52,6
1988,8,6,PatagoniaAZ,Black Swallowtail,3,52,6
1988,8,6,PatagoniaAZ,Cloudless Sulphur,162,52,6
1988,8,6,PatagoniaAZ,Common Sootywing,2,52,6
1988,8,6,PatagoniaAZ,Painted Crescent,2,52,6
1988,8,6,PatagoniaAZ,Texan Crescent,13,52,6
1988,8,6,PatagoniaAZ,Pearl Crescent,14,52,6
1988,8,6,PatagoniaAZ,Cabbage White,5,52,6
1988,8,6,PatagoniaAZ,Acmon Blue,1,52,6
1988,8,6,PatagoniaAZ,Checkered White,2,52,6
1988,8,6,PatagoniaAZ,White Checkered-Skipper,3,52,6
1988,8,6,PatagoniaAZ,Desert Checkered-Skipper,14,52,6
1988,8,6,PatagoniaAZ,Dull Firetip,23,52,6
1988,8,6,PatagoniaAZ,Golden-headed Scallopwing,63,52,6
1988,8,6,PatagoniaAZ,Gray Hairstreak,4,52,6
1988,8,6,PatagoniaAZ,Arizona Powdered-Skipper,5,52,6
1988,8,6,PatagoniaAZ,Elada Checkerspot,196,52,6
1988,8,6,PatagoniaAZ,Drusius Cloudywing,8,52,6
1988,8,6,PatagoniaAZ,Northern Cloudywing,13,52,6
1988,8,6,PatagoniaAZ,West Coast Lady,4,52,6
1988,8,6,PatagoniaAZ,Red Admiral,1,52,6
1988,8,6,PatagoniaAZ,Painted Lady,13,52,6
1988,8,6,PatagoniaAZ,American Lady,1,52,6
1989,8,13,PatagoniaAZ,Desert Cloudywing,3,65,8
1989,8,13,PatagoniaAZ,California Sister,9,65,8
1989,8,13,PatagoniaAZ,Sunrise Skipper,1,65,8
1989,8,13,PatagoniaAZ,Gulf Fritillary,3,65,8
1989,8,13,PatagoniaAZ,Bronze Roadside-Skipper,21,65,8
1989,8,13,PatagoniaAZ,Cassus Roadside-Skipper,3,65,8
1989,8,13,PatagoniaAZ,Elissa Roadside-Skipper,1,65,8
1989,8,13,PatagoniaAZ,Dotted Roadside-Skipper,7,65,8
1989,8,13,PatagoniaAZ,Large Roadside-Skipper,12,65,8
1989,8,13,PatagoniaAZ,Slaty Roadside-Skipper,3,65,8
1989,8,13,PatagoniaAZ,Nysa Roadside-Skipper,17,65,8
1989,8,13,PatagoniaAZ,Tropical Least Skipper,6,65,8
1989,8,13,PatagoniaAZ,Mormon Metalmark,2,65,8
1989,8,13,PatagoniaAZ,Palmer's Metalmark,1,65,8
1989,8,13,PatagoniaAZ,Hackberry Emperor,1,65,8
1989,8,13,PatagoniaAZ,Tawny Emperor,1,65,8
1989,8,13,PatagoniaAZ,Empress Leilia,14,65,8
1989,8,13,PatagoniaAZ,Sachem,2,65,8
1989,8,13,PatagoniaAZ,Great Purple Hairstreak,1,65,8
1989,8,13,PatagoniaAZ,Moon-marked Skipper,5,65,8
1989,8,13,PatagoniaAZ,Golden Banded-Skipper,1,65,8
1989,8,13,PatagoniaAZ,Pipevine Swallowtail,59,65,8
1989,8,13,PatagoniaAZ,Western Pygmy-Blue,5,65,8
1989,8,13,PatagoniaAZ,Arizona Metalmark,11,65,8
1989,8,13,PatagoniaAZ,Fatal Metalmark,34,65,8
1989,8,13,PatagoniaAZ,'Siva' Juniper Hairstreak,4,65,8
1989,8,13,PatagoniaAZ,Common Streaky-Skipper,8,65,8
1989,8,13,PatagoniaAZ,Bordered Patch,113,65,8
1989,8,13,PatagoniaAZ,Theona Checkerspot,43,65,8
1989,8,13,PatagoniaAZ,Arizona Skipper,46,65,8
1989,8,13,PatagoniaAZ,Valeriana Skipper,3,65,8
1989,8,13,PatagoniaAZ,Gold-costa Skipper,23,65,8
1989,8,13,PatagoniaAZ,Acacia Skipper,178,65,8
1989,8,13,PatagoniaAZ,Southern Dogface,3,65,8
1989,8,13,PatagoniaAZ,Orange Sulphur,15,65,8
1989,8,13,PatagoniaAZ,Orange Skipperling,10,65,8
1989,8,13,PatagoniaAZ,Queen,20,65,8
1989,8,13,PatagoniaAZ,Monarch,34,65,8
1989,8,13,PatagoniaAZ,Tiny Checkerspot,168,65,8
1989,8,13,PatagoniaAZ,Ares Metalmark,3,65,8
1989,8,13,PatagoniaAZ,Zela Metalmark,32,65,8
1989,8,13,PatagoniaAZ,Funereal Duskywing,3,65,8
1989,8,13,PatagoniaAZ,Juvenal's Duskywing,1,65,8
1989,8,13,PatagoniaAZ,Mournful Duskywing,7,65,8
1989,8,13,PatagoniaAZ,Variegated Fritillary,9,65,8
1989,8,13,PatagoniaAZ,Mexican Yellow,2,65,8
1989,8,13,PatagoniaAZ,Sleepy Orange,15,65,8
1989,8,13,PatagoniaAZ,Tailed Orange,5,65,8
1989,8,13,PatagoniaAZ,Ceraunus Blue,7,65,8
1989,8,13,PatagoniaAZ,Reakirt's Blue,17,65,8
1989,8,13,PatagoniaAZ,Pahaska Skipper,3,65,8
1989,8,13,PatagoniaAZ,Uncas Skipper,1,65,8
1989,8,13,PatagoniaAZ,Fiery Skipper,16,65,8
1989,8,13,PatagoniaAZ,Common Buckeye,2,65,8
1989,8,13,PatagoniaAZ,Lyside Sulphur,9,65,8
1989,8,13,PatagoniaAZ,Marine Blue,6,65,8
1989,8,13,PatagoniaAZ,Eufala Skipper,1,65,8
1989,8,13,PatagoniaAZ,Viceroy,10,65,8
1989,8,13,PatagoniaAZ,Red-spotted Purple,5,65,8
1989,8,13,PatagoniaAZ,Red Satyr,33,65,8
1989,8,13,PatagoniaAZ,Leda Ministreak,3,65,8
1989,8,13,PatagoniaAZ,Dainty Sulphur,4,65,8
1989,8,13,PatagoniaAZ,Mourning Cloak,7,65,8
1989,8,13,PatagoniaAZ,Two-tailed Swallowtail,8,65,8
1989,8,13,PatagoniaAZ,Black Swallowtail,3,65,8
1989,8,13,PatagoniaAZ,Large Orange Sulphur,2,65,8
1989,8,13,PatagoniaAZ,Cloudless Sulphur,324,65,8
1989,8,13,PatagoniaAZ,Common Sootywing,6,65,8
1989,8,13,PatagoniaAZ,Painted Crescent,4,65,8
1989,8,13,PatagoniaAZ,Texan Crescent,2,65,8
1989,8,13,PatagoniaAZ,Pearl Crescent,7,65,8
1989,8,13,PatagoniaAZ,Cabbage White,10,65,8
1989,8,13,PatagoniaAZ,Many-spotted Skipperling,8,65,8
1989,8,13,PatagoniaAZ,Arachne Checkerspot,2,65,8
1989,8,13,PatagoniaAZ,Carus Skipper,3,65,8
1989,8,13,PatagoniaAZ,White Checkered-Skipper,3,65,8
1989,8,13,PatagoniaAZ,Desert Checkered-Skipper,27,65,8
1989,8,13,PatagoniaAZ,Dull Firetip,9,65,8
1989,8,13,PatagoniaAZ,Golden-headed Scallopwing,40,65,8
1989,8,13,PatagoniaAZ,Gray Hairstreak,1,65,8
1989,8,13,PatagoniaAZ,Arizona Powdered-Skipper,3,65,8
1989,8,13,PatagoniaAZ,Elada Checkerspot,16,65,8
1989,8,13,PatagoniaAZ,Drusius Cloudywing,55,65,8
1989,8,13,PatagoniaAZ,Northern Cloudywing,73,65,8
1989,8,13,PatagoniaAZ,Dorantes Longtail,1,65,8
1989,8,13,PatagoniaAZ,Red Admiral,3,65,8
1989,8,13,PatagoniaAZ,Painted Lady,25,65,8
1989,8,13,PatagoniaAZ,Short-tailed Skipper,1,65,8
1990,8,11,PatagoniaAZ,California Sister,6,37,6
1990,8,11,PatagoniaAZ,Gulf Fritillary,1,37,6
1990,8,11,PatagoniaAZ,Bronze Roadside-Skipper,14,37,6
1990,8,11,PatagoniaAZ,Elissa Roadside-Skipper,6,37,6
1990,8,11,PatagoniaAZ,Large Roadside-Skipper,1,37,6
1990,8,11,PatagoniaAZ,Nysa Roadside-Skipper,9,37,6
1990,8,11,PatagoniaAZ,Tropical Least Skipper,2,37,6
1990,8,11,PatagoniaAZ,Palmer's Metalmark,4,37,6
1990,8,11,PatagoniaAZ,Hackberry Emperor,7,37,6
1990,8,11,PatagoniaAZ,Tawny Emperor,3,37,6
1990,8,11,PatagoniaAZ,Empress Leilia,21,37,6
1990,8,11,PatagoniaAZ,Sheep Skipper,5,37,6
1990,8,11,PatagoniaAZ,Moon-marked Skipper,6,37,6
1990,8,11,PatagoniaAZ,Golden Banded-Skipper,3,37,6
1990,8,11,PatagoniaAZ,Pipevine Swallowtail,321,37,6
1990,8,11,PatagoniaAZ,Western Pygmy-Blue,6,37,6
1990,8,11,PatagoniaAZ,Arizona Metalmark,19,37,6
1990,8,11,PatagoniaAZ,'Siva' Juniper Hairstreak,2,37,6
1990,8,11,PatagoniaAZ,Common Streaky-Skipper,10,37,6
1990,8,11,PatagoniaAZ,Bordered Patch,17,37,6
1990,8,11,PatagoniaAZ,Theona Checkerspot,14,37,6
1990,8,11,PatagoniaAZ,Arizona Skipper,8,37,6
1990,8,11,PatagoniaAZ,Gold-costa Skipper,4,37,6
1990,8,11,PatagoniaAZ,Acacia Skipper,22,37,6
1990,8,11,PatagoniaAZ,Southern Dogface,93,37,6
1990,8,11,PatagoniaAZ,Orange Sulphur,37,37,6
1990,8,11,PatagoniaAZ,Orange Skipperling,32,37,6
1990,8,11,PatagoniaAZ,Queen,193,37,6
1990,8,11,PatagoniaAZ,Monarch,12,37,6
1990,8,11,PatagoniaAZ,Tiny Checkerspot,155,37,6
1990,8,11,PatagoniaAZ,Ares Metalmark,3,37,6
1990,8,11,PatagoniaAZ,Zela Metalmark,4,37,6
1990,8,11,PatagoniaAZ,Funereal Duskywing,6,37,6
1990,8,11,PatagoniaAZ,Mournful Duskywing,19,37,6
1990,8,11,PatagoniaAZ,Variegated Fritillary,195,37,6
1990,8,11,PatagoniaAZ,Mexican Yellow,135,37,6
1990,8,11,PatagoniaAZ,Sleepy Orange,80,37,6
1990,8,11,PatagoniaAZ,Tailed Orange,8,37,6
1990,8,11,PatagoniaAZ,Ceraunus Blue,27,37,6
1990,8,11,PatagoniaAZ,Reakirt's Blue,42,37,6
1990,8,11,PatagoniaAZ,Pahaska Skipper,7,37,6
1990,8,11,PatagoniaAZ,Uncas Skipper,2,37,6
1990,8,11,PatagoniaAZ,Fiery Skipper,5,37,6
1990,8,11,PatagoniaAZ,Common Buckeye,2,37,6
1990,8,11,PatagoniaAZ,Marine Blue,357,37,6
1990,8,11,PatagoniaAZ,American Snout,42,37,6
1990,8,11,PatagoniaAZ,Viceroy,15,37,6
1990,8,11,PatagoniaAZ,Red-spotted Purple,5,37,6
1990,8,11,PatagoniaAZ,Ursine Giant-Skipper,1,37,6
1990,8,11,PatagoniaAZ,Leda Ministreak,8,37,6
1990,8,11,PatagoniaAZ,Dainty Sulphur,108,37,6
1990,8,11,PatagoniaAZ,Simius Skipper,1,37,6
1990,8,11,PatagoniaAZ,Mourning Cloak,1,37,6
1990,8,11,PatagoniaAZ,Giant Swallowtail,5,37,6
1990,8,11,PatagoniaAZ,Two-tailed Swallowtail,12,37,6
1990,8,11,PatagoniaAZ,Black Swallowtail,1,37,6
1990,8,11,PatagoniaAZ,Large Orange Sulphur,4,37,6
1990,8,11,PatagoniaAZ,Orange-barred Sulphur,1,37,6
1990,8,11,PatagoniaAZ,Cloudless Sulphur,433,37,6
1990,8,11,PatagoniaAZ,Common Sootywing,9,37,6
1990,8,11,PatagoniaAZ,Painted Crescent,7,37,6
1990,8,11,PatagoniaAZ,Texan Crescent,26,37,6
1990,8,11,PatagoniaAZ,Cabbage White,6,37,6
1990,8,11,PatagoniaAZ,Many-spotted Skipperling,1,37,6
1990,8,11,PatagoniaAZ,Acmon Blue,4,37,6
1990,8,11,PatagoniaAZ,Checkered White,19,37,6
1990,8,11,PatagoniaAZ,White Checkered-Skipper,26,37,6
1990,8,11,PatagoniaAZ,Desert Checkered-Skipper,45,37,6
1990,8,11,PatagoniaAZ,Dull Firetip,5,37,6
1990,8,11,PatagoniaAZ,Golden-headed Scallopwing,69,37,6
1990,8,11,PatagoniaAZ,Gray Hairstreak,6,37,6
1990,8,11,PatagoniaAZ,Texas Powdered-Skipper,2,37,6
1990,8,11,PatagoniaAZ,Arizona Powdered-Skipper,7,37,6
1990,8,11,PatagoniaAZ,Elada Checkerspot,163,37,6
1990,8,11,PatagoniaAZ,Drusius Cloudywing,8,37,6
1990,8,11,PatagoniaAZ,Northern Cloudywing,19,37,6
1990,8,11,PatagoniaAZ,Dorantes Longtail,35,37,6
1990,8,11,PatagoniaAZ,Red Admiral,3,37,6
1990,8,11,PatagoniaAZ,Painted Lady,38,37,6
1990,8,11,PatagoniaAZ,American Lady,6,37,6
1991,8,6,PatagoniaAZ,Desert Cloudywing,8,61,7
1991,8,6,PatagoniaAZ,California Sister,28,61,7
1991,8,6,PatagoniaAZ,Gulf Fritillary,2,61,7
1991,8,6,PatagoniaAZ,Bronze Roadside-Skipper,38,61,7
1991,8,6,PatagoniaAZ,Cassus Roadside-Skipper,28,61,7
1991,8,6,PatagoniaAZ,Elissa Roadside-Skipper,11,61,7
1991,8,6,PatagoniaAZ,Dotted Roadside-Skipper,4,61,7
1991,8,6,PatagoniaAZ,Large Roadside-Skipper,19,61,7
1991,8,6,PatagoniaAZ,Slaty Roadside-Skipper,3,61,7
1991,8,6,PatagoniaAZ,Nysa Roadside-Skipper,47,61,7
1991,8,6,PatagoniaAZ,Tropical Least Skipper,4,61,7
1991,8,6,PatagoniaAZ,Mormon Metalmark,1,61,7
1991,8,6,PatagoniaAZ,Palmer's Metalmark,14,61,7
1991,8,6,PatagoniaAZ,Hackberry Emperor,6,61,7
1991,8,6,PatagoniaAZ,Tawny Emperor,3,61,7
1991,8,6,PatagoniaAZ,Empress Leilia,6,61,7
1991,8,6,PatagoniaAZ,Sachem,8,61,7
1991,8,6,PatagoniaAZ,Moon-marked Skipper,8,61,7
1991,8,6,PatagoniaAZ,Golden Banded-Skipper,47,61,7
1991,8,6,PatagoniaAZ,Pipevine Swallowtail,520,61,7
1991,8,6,PatagoniaAZ,Western Pygmy-Blue,2,61,7
1991,8,6,PatagoniaAZ,Arizona Metalmark,24,61,7
1991,8,6,PatagoniaAZ,Fatal Metalmark,29,61,7
1991,8,6,PatagoniaAZ,'Siva' Juniper Hairstreak,1,61,7
1991,8,6,PatagoniaAZ,White-patched Skipper,1,61,7
1991,8,6,PatagoniaAZ,Bordered Patch,10,61,7
1991,8,6,PatagoniaAZ,Theona Checkerspot,6,61,7
1991,8,6,PatagoniaAZ,Arizona Skipper,27,61,7
1991,8,6,PatagoniaAZ,Valeriana Skipper,6,61,7
1991,8,6,PatagoniaAZ,Gold-costa Skipper,16,61,7
1991,8,6,PatagoniaAZ,Acacia Skipper,243,61,7
1991,8,6,PatagoniaAZ,Southern Dogface,36,61,7
1991,8,6,PatagoniaAZ,Orange Sulphur,20,61,7
1991,8,6,PatagoniaAZ,Orange Skipperling,17,61,7
