Site,year,Mseason_tmean,Mseason_tmin,Mseason_tmax,Mseason_precip,previous_Mseason_precip
PatagoniaAZ,2000,23.84853046594982,10.5,36.9,210.86,308.66
PatagoniaAZ,2001,23.53996415770609,10.8,37.5,252.14999999999998,210.86
PatagoniaAZ,2002,24.206774193548387,10.7,37.2,209.78,252.14999999999998
PatagoniaAZ,2003,24.65964157706093,12.1,38.5,267.34999999999997,209.78
PatagoniaAZ,2004,23.138494623655912,5.6,35.7,255.41,267.34999999999997
PatagoniaAZ,2005,23.977706093189965,8.4,38.5,220.69,255.41
PatagoniaAZ,2006,22.998602150537636,9.8,37,358.65,220.69
PatagoniaAZ,2007,23.93641577060932,11.4,38.7,385.02,358.65
PatagoniaAZ,2008,22.952867383512544,11.5,34.9,350.19,385.02
PatagoniaAZ,2009,24.800609318996415,12.3,36.4,150.56,350.19
PatagoniaAZ,2010,24.48258064516129,11.8,36.2,309.84000000000003,150.56
PatagoniaAZ,2011,24.79125448028674,12.1,38.1,196.18,309.84000000000003
PatagoniaAZ,2012,23.747634408602153,10.7,36.3,281.92,196.18
PatagoniaAZ,2013,23.84594982078853,8.8,36.7,238.12,281.92
PatagoniaAZ,2014,23.401039426523297,10.2,36.1,362.06,238.12
PatagoniaAZ,2015,23.931182795698923,13.3,36.7,327.15999999999997,362.06
PatagoniaAZ,2016,23.472186379928317,9.4,35.8,321.49,327.15999999999997
PatagoniaAZ,2017,23.588387096774195,7,37.9,239.02,321.49
PatagoniaAZ,2018,24.45146953405018,14.1,37.9,238.6,239.02
PatagoniaAZ,2019,24.08888888888889,9.9,37.2,244.05,238.6
PatagoniaAZ,2020,25.42910394265233,10.4,39.6,149.2,244.05
PatagoniaAZ,2021,23.255913978494625,9.5,36.4,408.68,149.2
PortalAZ,1981,19.893727598566308,8.3,32.5,309.36,NA
PortalAZ,1982,20.334551971326164,6.4,32.8,231.57999999999998,309.36
PortalAZ,1983,20.58878136200717,8.2,33.2,268.37,231.57999999999998
PortalAZ,1984,19.093225806451613,7.4,31.2,312.27,268.37
PortalAZ,1985,19.88494623655914,3.5,33.7,326.45,312.27
PortalAZ,1986,19.06232974910394,1.8,32.6,335.28,326.45
PortalAZ,1987,19.13143369175627,7.1,31.9,342.47,335.28
PortalAZ,1988,18.959856630824373,3.9,31,489.56,342.47
PortalAZ,1989,19.920752688172044,7.3,35,306.12,489.56
PortalAZ,1990,18.412616487455196,8.2,32.3,399.32,306.12
PortalAZ,1991,18.975663082437276,6.5,31.7,392.85,399.32
PortalAZ,1992,19.70064516129032,8.3,33.6,273.36,392.85
PortalAZ,1993,19.767562724014336,6.6,32.3,361.41999999999996,273.36
PortalAZ,1994,20.677813620071685,8,33.1,227.05,361.41999999999996
PortalAZ,1995,21.065017921146953,7.5,35.9,310.67,227.05
PortalAZ,1996,19.7615770609319,5.6,32,248.41,310.67
PortalAZ,1997,20.865913978494625,8.4,34,335.3,248.41
PortalAZ,1998,21.03594982078853,10.1,34.5,264,335.3
PortalAZ,1999,19.481720430107526,8.6,33.1,360.65,264
PortalAZ,2000,21.004229390681004,7.8,32.9,145.05,360.65
PortalAZ,2001,20.43,9,32.9,280.55,145.05
PortalAZ,2002,20.783870967741937,8.1,33.7,242.84,280.55
PortalAZ,2003,21.674336917562723,8.5,36.2,155.47,242.84
PortalAZ,2004,19.615448028673836,5.7,31.7,249.63,155.47
PortalAZ,2005,21.268136200716846,8.9,34.7,401.58000000000004,249.63
PortalAZ,2006,19.55598566308244,7.8,35.2,579.28,401.58000000000004
PortalAZ,2007,20.558494623655914,8.3,34.8,257.17,579.28
PortalAZ,2008,19.093333333333334,7.2,31.1,491.34000000000003,257.17
PortalAZ,2009,20.746881720430107,4.8,32.4,169.1,491.34000000000003
PortalAZ,2010,20.30548387096774,7.5,31.7,385.09999999999997,169.1
PortalAZ,2011,20.913154121863798,8.6,32.8,257.46,385.09999999999997
PortalAZ,2012,20.42430107526882,5.5,33.9,255.49,257.46
PortalAZ,2013,19.782652329749105,5.6,32.5,395.17,255.49
PortalAZ,2014,19.42311827956989,8.5,32.2,664.51,395.17
PortalAZ,2015,20.428064516129034,9,32.2,395.09,664.51
PortalAZ,2016,20.086487455197133,6.3,33.4,466.59000000000003,395.09
PortalAZ,2017,20.08448028673835,5,33.5,295.53000000000003,466.59000000000003
PortalAZ,2018,20.781541218637994,8.5,34.1,297.72,295.53000000000003
PortalAZ,2019,21.364301075268816,7.8,33.1,255.55,297.72
PortalAZ,2020,22.147240143369174,7.5,35.8,131.73000000000002,255.55
PortalAZ,2021,20.100394265232975,8.5,34.2,453.86,131.73000000000002
RamseyCanyonAZ,1979,NA,NA,NA,NA,NA
RamseyCanyonAZ,1980,NA,NA,NA,NA,NA
RamseyCanyonAZ,1981,24.127777777777776,12.6,35.9,217.13,NA
RamseyCanyonAZ,1982,24.38931899641577,9.3,37.2,260.49,217.13
RamseyCanyonAZ,1983,24.562974910394267,12.9,38.8,339.23,260.49
RamseyCanyonAZ,1984,23.018172043010754,11.1,35,309.78999999999996,339.23
RamseyCanyonAZ,1985,23.73168458781362,7.3,38.3,242.20000000000002,309.78999999999996
RamseyCanyonAZ,1986,23.36673835125448,7.8,38,271.21999999999997,242.20000000000002
RamseyCanyonAZ,1987,23.551397849462365,11.5,37.3,308.65,271.21999999999997
RamseyCanyonAZ,1988,23.820286738351253,9.5,36.5,325.08,308.65
RamseyCanyonAZ,1989,24.362293906810034,9.6,41.4,160.33,325.08
RamseyCanyonAZ,1990,23.05394265232975,11.8,37.5,326.36,160.33
RamseyCanyonAZ,1991,23.532258064516128,11.6,36.4,185.75,326.36
RamseyCanyonAZ,1992,23.837383512544804,11.4,38,268.91,185.75
RamseyCanyonAZ,1993,23.778602150537633,9.1,36.5,236.20999999999998,268.91
RamseyCanyonAZ,1994,24.635555555555555,12.3,37.2,196.24,236.20999999999998
RamseyCanyonAZ,1995,24.93516129032258,11.4,40,222.32,196.24
RamseyCanyonAZ,1996,24.01279569892473,11.2,36.4,242.96,222.32
RamseyCanyonAZ,1997,25.289032258064516,13.8,38.3,173.46,242.96
RamseyCanyonAZ,1998,24.82620071684588,12,38.9,263.93,173.46
RamseyCanyonAZ,1999,23.4378853046595,11.8,37.5,319.98,263.93
RamseyCanyonAZ,2000,24.617921146953407,11.9,37.3,232.12,319.98
RamseyCanyonAZ,2001,23.837777777777777,11.7,37.6,242.97,232.12
RamseyCanyonAZ,2002,24.40637992831541,11.8,37.3,232.28,242.97
RamseyCanyonAZ,2003,25.131505376344087,12.7,39,213.81,232.28
RamseyCanyonAZ,2004,23.46720430107527,6.1,35.5,221.07,213.81
RamseyCanyonAZ,2005,24.572437275985664,9.2,38.8,288.46999999999997,221.07
RamseyCanyonAZ,2006,23.540143369175627,10.5,37.3,340.48,288.46999999999997
RamseyCanyonAZ,2007,24.685591397849464,13.2,38.4,266.11,340.48
RamseyCanyonAZ,2008,23.560143369175627,13,35,373.52000000000004,266.11
RamseyCanyonAZ,2009,25.235985663082438,12.5,36.7,153.84,373.52000000000004
RamseyCanyonAZ,2010,24.719820788530466,13.4,36.4,314.11,153.84
RamseyCanyonAZ,2011,25.492544802867382,12.8,39.3,207.22,314.11
RamseyCanyonAZ,2012,24.545161290322582,10.9,38,271.68,207.22
RamseyCanyonAZ,2013,24.13326164874552,10.6,37.3,323.22,271.68
RamseyCanyonAZ,2014,23.828243727598565,12.1,36.3,489.28,323.22
RamseyCanyonAZ,2015,24.211720430107526,14.7,37.1,310.18,489.28
RamseyCanyonAZ,2016,23.790967741935482,11.1,35.9,369.77,310.18
RamseyCanyonAZ,2017,23.87598566308244,8,37.7,225.29000000000002,369.77
RamseyCanyonAZ,2018,24.59272401433692,13.1,37.9,245.88,225.29000000000002
RamseyCanyonAZ,2019,24.816021505376344,11,38.1,240.26999999999998,245.88
RamseyCanyonAZ,2020,26.20935483870968,12.3,39.5,118.38,240.26999999999998
RamseyCanyonAZ,2021,24.02347670250896,11.6,38.1,285.46999999999997,118.38
SabinoCanyonAZ,1981,24.663082437275985,12.5,36.5,207.2,NA
SabinoCanyonAZ,1982,24.022401433691755,8.9,36.6,294.40999999999997,207.2
SabinoCanyonAZ,1983,24.82756272401434,12.1,38.6,390.83,294.40999999999997
SabinoCanyonAZ,1984,23.51426523297491,13,34.8,373.64,390.83
SabinoCanyonAZ,1985,24.026666666666667,9.2,37.5,305.18,373.64
SabinoCanyonAZ,1986,23.333333333333332,5.7,36.7,227.63,305.18
SabinoCanyonAZ,1987,23.947419354838708,12.1,36.2,258.26,227.63
SabinoCanyonAZ,1988,24.325770609318997,10.4,35.7,246.88,258.26
SabinoCanyonAZ,1989,25.219103942652332,12.7,39.2,191.2,246.88
SabinoCanyonAZ,1990,23.19336917562724,13.1,37.4,421.19,191.2
SabinoCanyonAZ,1991,24.22021505376344,13.3,36.3,187.58,421.19
SabinoCanyonAZ,1992,24.573225806451614,13.8,37.8,266.84,187.58
SabinoCanyonAZ,1993,24.25727598566308,11.1,36.8,364.68,266.84
SabinoCanyonAZ,1994,25.72021505376344,13.7,37.9,203.85,364.68
SabinoCanyonAZ,1995,25.809856630824374,12.5,40.7,197.97,203.85
SabinoCanyonAZ,1996,24.441254480286737,10.9,36.2,241.35,197.97
SabinoCanyonAZ,1997,25.57,14.9,37.9,191.51,241.35
SabinoCanyonAZ,1998,25.390394265232977,13.2,39.5,269.98,191.51
SabinoCanyonAZ,1999,24.107060931899642,14.4,37.3,317.7,269.98
SabinoCanyonAZ,2000,25.63236559139785,12.8,37.9,211.38,317.7
SabinoCanyonAZ,2001,25.114910394265234,16.2,38.4,210.23000000000002,211.38
SabinoCanyonAZ,2002,25.560107526881723,13.9,37.7,178.14999999999998,210.23000000000002
SabinoCanyonAZ,2003,26.010716845878136,14.7,38.9,242.16,178.14999999999998
SabinoCanyonAZ,2004,24.69200716845878,8.9,35.7,183.2,242.16
SabinoCanyonAZ,2005,25.92290322580645,12.4,39.5,191.9,183.2
SabinoCanyonAZ,2006,24.23931899641577,12.3,38.5,360.06,191.9
SabinoCanyonAZ,2007,25.29121863799283,11.2,39.2,162.82,360.06
SabinoCanyonAZ,2008,24.401397849462366,14.1,36.3,238.77,162.82
SabinoCanyonAZ,2009,26.111541218637992,14.9,37.8,149.27,238.77
SabinoCanyonAZ,2010,25.7178853046595,12.4,37.7,227.4,149.27
SabinoCanyonAZ,2011,25.908566308243728,14.1,38.1,224.5,227.4
SabinoCanyonAZ,2012,25.137240143369176,13.5,38.2,244.17000000000002,224.5
SabinoCanyonAZ,2013,25.120179211469534,9.7,38.2,258.15,244.17000000000002
SabinoCanyonAZ,2014,24.794444444444444,12.4,37.1,333.51,258.15
SabinoCanyonAZ,2015,25.01458781362007,15.4,37.4,550.62,333.51
SabinoCanyonAZ,2016,24.635734767025088,10.6,36.6,219.55,550.62
SabinoCanyonAZ,2017,25.098387096774193,9.5,38.2,314.03000000000003,219.55
SabinoCanyonAZ,2018,25.790716845878137,15.2,38.8,213.57,314.03000000000003
SabinoCanyonAZ,2019,26.006236559139786,12.5,37.7,178.01,213.57
SabinoCanyonAZ,2020,27.32978494623656,10.9,39.5,69.09,178.01
SabinoCanyonAZ,2021,24.508028673835128,12.1,36.6,408.88,69.09
SantaRitaMountains,1981,22.81551971326165,12.1,33.7,292.74,NA
SantaRitaMountains,1982,22.524802867383514,8.4,34,393.49,292.74
SantaRitaMountains,1983,23.06806451612903,11.1,35.7,591.71,393.49
SantaRitaMountains,1984,21.655483870967743,12.4,32.2,649.07,591.71
SantaRitaMountains,1985,22.26258064516129,7.5,34.5,432.24,649.07
SantaRitaMountains,1986,21.593799283154123,5.3,34.5,339.94,432.24
SantaRitaMountains,1987,21.919068100358423,11,33.1,398.86,339.94
SantaRitaMountains,1988,22.232724014336917,10,32.7,528.69,398.86
SantaRitaMountains,1989,23.39756272401434,11.9,36.4,192.75,528.69
SantaRitaMountains,1990,20.92594982078853,11.7,34.8,542.1500000000001,192.75
SantaRitaMountains,1991,22.009534050179212,12,33.4,229.60000000000002,542.1500000000001
SantaRitaMountains,1992,22.800645161290323,12.9,35.4,420.01,229.60000000000002
SantaRitaMountains,1993,22.22978494623656,10.6,34.2,320.51,420.01
SantaRitaMountains,1994,23.863691756272402,12.8,34.8,360.95,320.51
SantaRitaMountains,1995,23.897275985663082,11.4,37.4,182.7,360.95
SantaRitaMountains,1996,22.621290322580645,9.9,33.8,228.73999999999998,182.7
SantaRitaMountains,1997,23.747060931899643,13.8,35.5,323.75,228.73999999999998
SantaRitaMountains,1998,23.51885304659498,12.4,36.4,315.08000000000004,323.75
SantaRitaMountains,1999,22.269068100358425,13.4,34.8,522.98,315.08000000000004
SantaRitaMountains,2000,23.503405017921146,11.6,34.8,285.59,522.98
SantaRitaMountains,2001,23.058888888888887,14.4,35.5,341.73,285.59
SantaRitaMountains,2002,24.341433691756272,12.5,38.3,269.06,341.73
SantaRitaMountains,2003,24.422401433691757,13.2,37,421.67,269.06
SantaRitaMountains,2004,23.245985663082436,8.7,35.2,209.47,421.67
SantaRitaMountains,2005,23.694659498207887,12.5,38,295.62,209.47
SantaRitaMountains,2006,21.99706093189964,11.3,34.3,340.05,295.62
SantaRitaMountains,2007,22.93989247311828,10.8,36,462.71,340.05
SantaRitaMountains,2008,22.241541218637995,12.8,33.5,415.13,462.71
SantaRitaMountains,2009,24.183189964157705,13,35.6,220.14,415.13
SantaRitaMountains,2010,23.549175627240142,12.3,34,359.18,220.14
SantaRitaMountains,2011,23.95605734767025,12.8,36.6,266.08,359.18
SantaRitaMountains,2012,22.7863082437276,12.5,35.3,383.3,266.08
SantaRitaMountains,2013,22.96505376344086,9.3,36.4,305,383.3
SantaRitaMountains,2014,22.595089605734767,10.6,33.8,441.19,305
SantaRitaMountains,2015,22.95845878136201,14.1,34,447.4,441.19
SantaRitaMountains,2016,23.012544802867385,10.3,35.1,446.73,447.4
SantaRitaMountains,2017,22.920501792114695,10,35.3,320.54,446.73
SantaRitaMountains,2018,23.798458781362008,14.2,36.7,301.51,320.54
SantaRitaMountains,2019,23.90089605734767,11.2,36.8,279.52,301.51
SantaRitaMountains,2020,25.752114695340502,11.9,38.2,187.04,279.52
SantaRitaMountains,2021,22.639032258064518,11.3,34.5,427.29999999999995,187.04
SpringervilleAZ,1980,NA,NA,NA,NA,NA
SpringervilleAZ,1981,16.816057347670252,1.4,31.1,232.45,NA
SpringervilleAZ,1982,16.57247311827957,0.9,30.9,223.74,232.45
SpringervilleAZ,1983,16.97964157706093,2.2,32,312.03,223.74
SpringervilleAZ,1984,16.856236559139784,1.7,30.5,287.01,312.03
SpringervilleAZ,1985,16.420215053763442,-1.1,33.2,191.68,287.01
SpringervilleAZ,1986,15.854767025089604,-1.1,30,262.99,191.68
SpringervilleAZ,1987,15.649820788530466,1.3,30.3,210.76000000000002,262.99
SpringervilleAZ,1988,15.85594982078853,-0.9,28.7,256.84000000000003,210.76000000000002
SpringervilleAZ,1989,16.045663082437276,-1,33.8,156.55,256.84000000000003
SpringervilleAZ,1990,15.858924731182796,3.1,32.1,276.53999999999996,156.55
SpringervilleAZ,1991,16.25856630824373,2.4,31.1,193.69,276.53999999999996
SpringervilleAZ,1992,16.036881720430106,2.1,31,225.33999999999997,193.69
SpringervilleAZ,1993,16.601146953405017,0.9,31,174.17000000000002,225.33999999999997
SpringervilleAZ,1994,17.6931541218638,0.6,33.7,224.69,174.17000000000002
SpringervilleAZ,1995,18.189569892473116,0.8,33,164.60999999999999,224.69
SpringervilleAZ,1996,17.46494623655914,-0.4,31.9,231.21,164.60999999999999
SpringervilleAZ,1997,17.688960573476702,3.9,32.1,188.5,231.21
SpringervilleAZ,1998,18.426702508960574,3.8,33,181.49,188.5
SpringervilleAZ,1999,16.782652329749105,2.3,32.1,357.82,181.49
SpringervilleAZ,2000,17.914336917562725,-2.2,31.7,133.96,357.82
SpringervilleAZ,2001,17.26451612903226,2.7,30.4,189.23000000000002,133.96
SpringervilleAZ,2002,17.586594982078854,0.6,32.5,251.51999999999998,189.23000000000002
SpringervilleAZ,2003,18.191648745519714,2.6,34.6,157.78,251.51999999999998
SpringervilleAZ,2004,16.507598566308243,-1,29.8,144.22,157.78
SpringervilleAZ,2005,17.724444444444444,1.3,33.1,151.13,144.22
SpringervilleAZ,2006,16.434121863799284,-1.9,32.7,302.34999999999997,151.13
SpringervilleAZ,2007,17.837168458781363,1.6,33.1,257.38,302.34999999999997
SpringervilleAZ,2008,17.012867383512546,2.8,30.3,216,257.38
SpringervilleAZ,2009,17.58831541218638,-0.7,31.4,164.92000000000002,216
SpringervilleAZ,2010,17.981899641577062,4,31.1,208.14,164.92000000000002
SpringervilleAZ,2011,18.257383512544802,5.9,30.6,254.54,208.14
SpringervilleAZ,2012,17.92179211469534,1,31,190.06,254.54
SpringervilleAZ,2013,17.307025089605737,-1.8,32.1,360.15,190.06
SpringervilleAZ,2014,17.724516129032256,1.3,31.2,242.83999999999997,360.15
SpringervilleAZ,2015,17.677025089605735,6.3,29.4,277.06,242.83999999999997
SpringervilleAZ,2016,17.26562724014337,-1,31.5,188.76,277.06
SpringervilleAZ,2017,17.911182795698924,-1.1,32.3,157.56,188.76
SpringervilleAZ,2018,18.36258064516129,5.2,31.1,199.18,157.56
SpringervilleAZ,2019,18.440573476702507,2.6,30.4,192.94,199.18
SpringervilleAZ,2020,19.198673835125447,0.4,32.7,99.27,192.94
SpringervilleAZ,2021,18.224301075268816,5.3,34,270.72,99.27
SycamoreCreekAZ,1981,28.452652329749103,15.4,41.1,111.22,NA
SycamoreCreekAZ,1982,27.46627240143369,9.1,40.7,135.18,111.22
SycamoreCreekAZ,1983,28.277240143369173,14.7,42.9,226.02999999999997,135.18
SycamoreCreekAZ,1984,27.41845878136201,14.1,40.6,286.58,226.02999999999997
SycamoreCreekAZ,1985,27.390430107526882,11,42.9,171.21,286.58
SycamoreCreekAZ,1986,26.703691756272402,9.2,41.6,179.26,171.21
SycamoreCreekAZ,1987,27.533440860215055,13.8,40.9,91.62,179.26
SycamoreCreekAZ,1988,27.972759856630823,12.1,40.8,190.04,91.62
SycamoreCreekAZ,1989,28.67146953405018,12.5,43,92.86,190.04
SycamoreCreekAZ,1990,27.502258064516127,14.5,42.2,211.73000000000002,92.86
SycamoreCreekAZ,1991,28.1668458781362,15.2,40.6,96.85000000000001,211.73000000000002
SycamoreCreekAZ,1992,27.3884229390681,15.6,39.9,260.96000000000004,96.85000000000001
SycamoreCreekAZ,1993,27.384982078853046,11.8,42.6,145.01,260.96000000000004
SycamoreCreekAZ,1994,29.30956989247312,15.5,42,86.84,145.01
SycamoreCreekAZ,1995,29.441684587813622,14.7,45.5,142.51999999999998,86.84
SycamoreCreekAZ,1996,28.0068458781362,12.4,41.8,171.93,142.51999999999998
SycamoreCreekAZ,1997,28.654014336917562,17.7,41.7,105.10000000000001,171.93
SycamoreCreekAZ,1998,28.386810035842295,13.7,43.8,98.11,105.10000000000001
SycamoreCreekAZ,1999,27.843333333333334,16.7,40.5,227.87,98.11
SycamoreCreekAZ,2000,29.18168458781362,14.1,42.2,72.30000000000001,227.87
SycamoreCreekAZ,2001,28.95100358422939,17.9,42.9,93.78999999999999,72.30000000000001
SycamoreCreekAZ,2002,29.32853046594982,15.1,41.2,81.19,93.78999999999999
SycamoreCreekAZ,2003,29.768028673835126,18,43,101.35,81.19
SycamoreCreekAZ,2004,28.1184229390681,11.6,41.2,112.7,101.35
SycamoreCreekAZ,2005,28.85996415770609,15,42.9,72.12,112.7
SycamoreCreekAZ,2006,27.936451612903227,12,43.1,120.99000000000001,72.12
SycamoreCreekAZ,2007,29.348709677419354,13.2,43.2,91.68,120.99000000000001
SycamoreCreekAZ,2008,28.43709677419355,17.3,41.2,143.91,91.68
SycamoreCreekAZ,2009,29.753118279569893,16.3,41.8,45.51,143.91
SycamoreCreekAZ,2010,28.976774193548387,15,40.8,121.7,45.51
SycamoreCreekAZ,2011,29.97720430107527,17.8,42.3,62.440000000000005,121.7
SycamoreCreekAZ,2012,28.799605734767024,16.8,41.8,131.41,62.440000000000005
SycamoreCreekAZ,2013,28.615878136200717,14.6,42.2,119.77000000000001,131.41
SycamoreCreekAZ,2014,28.401935483870968,14.6,40,228.5,119.77000000000001
SycamoreCreekAZ,2015,29.26268817204301,17.6,41.6,84.75999999999999,228.5
SycamoreCreekAZ,2016,28.42551971326165,12.1,40.9,90.72,84.75999999999999
SycamoreCreekAZ,2017,28.70430107526882,12.5,42.1,83.55,90.72
SycamoreCreekAZ,2018,29.36505376344086,18.6,42,154.62,83.55
SycamoreCreekAZ,2019,29.656129032258065,16.6,41.2,151.4,154.62
SycamoreCreekAZ,2020,30.713476702508963,15.4,43.3,36.93,151.4
SycamoreCreekAZ,2021,28.00189964157706,16.2,41,265.93,36.93
