year,month,site,latitude,longitude,precip,tmean,tmin,tmax
1997,1,AtascosaHighlandsAZ,31.48,-111.16,39.78,7.7,1.1,14.3
1997,2,AtascosaHighlandsAZ,31.48,-111.16,36.43,9.3,0.8,17.8
1997,3,AtascosaHighlandsAZ,31.48,-111.16,14.55,14.3,5.5,23
1997,4,AtascosaHighlandsAZ,31.48,-111.16,19.57,14.5,6.7,22.4
1997,5,AtascosaHighlandsAZ,31.48,-111.16,11.4,21.9,13.4,30.4
1997,6,AtascosaHighlandsAZ,31.48,-111.16,0,24.1,15.1,33
1997,7,AtascosaHighlandsAZ,31.48,-111.16,44.86,26.5,18.5,34.4
1997,8,AtascosaHighlandsAZ,31.48,-111.16,145.93,25.1,18.6,31.6
1997,9,AtascosaHighlandsAZ,31.48,-111.16,76.65,24.1,17.4,30.9
1997,10,AtascosaHighlandsAZ,31.48,-111.16,7.81,17,8.7,25.4
1997,11,AtascosaHighlandsAZ,31.48,-111.16,13.48,12.9,4.5,21.4
1997,12,AtascosaHighlandsAZ,31.48,-111.16,136.07,6,-0.1,12.1
1998,1,AtascosaHighlandsAZ,31.48,-111.16,4.15,8.6,0.4,16.7
1998,2,AtascosaHighlandsAZ,31.48,-111.16,117.96,7.2,0.6,13.8
1998,3,AtascosaHighlandsAZ,31.48,-111.16,69.32,10.8,3.5,18.2
1998,4,AtascosaHighlandsAZ,31.48,-111.16,7.21,12.4,4.1,20.7
1998,5,AtascosaHighlandsAZ,31.48,-111.16,0,18.7,9.8,27.7
1998,6,AtascosaHighlandsAZ,31.48,-111.16,0,23.4,14.4,32.4
1998,7,AtascosaHighlandsAZ,31.48,-111.16,219.65,25.9,19.3,32.5
1998,8,AtascosaHighlandsAZ,31.48,-111.16,141.38,25.1,18.7,31.5
1998,9,AtascosaHighlandsAZ,31.48,-111.16,55.06,23.9,16.5,31.3
1998,10,AtascosaHighlandsAZ,31.48,-111.16,11.75,18.5,10.1,26.9
1998,11,AtascosaHighlandsAZ,31.48,-111.16,32.2,13,4.2,21.8
1998,12,AtascosaHighlandsAZ,31.48,-111.16,28.44,8.4,0.6,16.2
1999,1,AtascosaHighlandsAZ,31.48,-111.16,0,9.9,1.3,18.5
1999,2,AtascosaHighlandsAZ,31.48,-111.16,0,11.7,2.5,20.9
1999,3,AtascosaHighlandsAZ,31.48,-111.16,6.14,13.2,3.6,22.7
1999,4,AtascosaHighlandsAZ,31.48,-111.16,61.5,13.6,5.2,22
1999,5,AtascosaHighlandsAZ,31.48,-111.16,0,19.5,10.5,28.5
1999,6,AtascosaHighlandsAZ,31.48,-111.16,7.5,23.7,15.1,32.4
1999,7,AtascosaHighlandsAZ,31.48,-111.16,149.44,24.3,17.9,30.6
1999,8,AtascosaHighlandsAZ,31.48,-111.16,150.4,24.3,17.4,31.2
1999,9,AtascosaHighlandsAZ,31.48,-111.16,47.29,23.1,15.5,30.6
1999,10,AtascosaHighlandsAZ,31.48,-111.16,0,19.5,10.4,28.7
1999,11,AtascosaHighlandsAZ,31.48,-111.16,0,15.1,5.4,24.7
1999,12,AtascosaHighlandsAZ,31.48,-111.16,0,8,-0.2,16.3
2000,1,AtascosaHighlandsAZ,31.48,-111.16,2.82,10.7,2.1,19.2
2000,2,AtascosaHighlandsAZ,31.48,-111.16,6.85,11.8,3.3,20.3
2000,3,AtascosaHighlandsAZ,31.48,-111.16,33.52,11.7,2.9,20.5
2000,4,AtascosaHighlandsAZ,31.48,-111.16,0,17.5,8.6,26.5
2000,5,AtascosaHighlandsAZ,31.48,-111.16,0,22.6,13.3,31.9
2000,6,AtascosaHighlandsAZ,31.48,-111.16,77.65,25.2,17.4,33
2000,7,AtascosaHighlandsAZ,31.48,-111.16,39.6,25.8,18.4,33.1
2000,8,AtascosaHighlandsAZ,31.48,-111.16,164.07,24.3,17.3,31.2
2000,9,AtascosaHighlandsAZ,31.48,-111.16,13.31,24.1,16.2,32
2000,10,AtascosaHighlandsAZ,31.48,-111.16,257.21,16.7,10,23.5
2000,11,AtascosaHighlandsAZ,31.48,-111.16,37.33,8.3,1.1,15.5
2000,12,AtascosaHighlandsAZ,31.48,-111.16,3.51,9.9,1.3,18.5
2001,1,AtascosaHighlandsAZ,31.48,-111.16,43.7,6.4,-0.4,13.3
2001,2,AtascosaHighlandsAZ,31.48,-111.16,26.51,8.3,0.6,16
2001,3,AtascosaHighlandsAZ,31.48,-111.16,37.37,11.6,3.3,19.9
2001,4,AtascosaHighlandsAZ,31.48,-111.16,68.03,15.1,6.4,23.9
2001,5,AtascosaHighlandsAZ,31.48,-111.16,7.56,21.3,11.8,30.8
2001,6,AtascosaHighlandsAZ,31.48,-111.16,23.46,25,16.2,33.8
2001,7,AtascosaHighlandsAZ,31.48,-111.16,128.42,24.7,18.1,31.4
2001,8,AtascosaHighlandsAZ,31.48,-111.16,85.07,24.8,17.7,31.9
2001,9,AtascosaHighlandsAZ,31.48,-111.16,37.63,24,16.1,31.9
2001,10,AtascosaHighlandsAZ,31.48,-111.16,20.79,18.9,10.4,27.3
2001,11,AtascosaHighlandsAZ,31.48,-111.16,4.57,13.7,5.8,21.7
2001,12,AtascosaHighlandsAZ,31.48,-111.16,37.9,7.5,-0.4,15.4
2002,1,AtascosaHighlandsAZ,31.48,-111.16,10.27,8.5,0.2,16.8
2002,2,AtascosaHighlandsAZ,31.48,-111.16,5.62,10.1,1.6,18.6
2002,3,AtascosaHighlandsAZ,31.48,-111.16,5.24,11.6,2.2,21
2002,4,AtascosaHighlandsAZ,31.48,-111.16,0,17.9,8.5,27.2
2002,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.2,10.6,29.7
2002,6,AtascosaHighlandsAZ,31.48,-111.16,0,26.7,17.3,36
2002,7,AtascosaHighlandsAZ,31.48,-111.16,97.25,26,18.8,33.2
2002,8,AtascosaHighlandsAZ,31.48,-111.16,95.11,25,17.9,32.1
2002,9,AtascosaHighlandsAZ,31.48,-111.16,46.84,23.6,16.1,31.2
2002,10,AtascosaHighlandsAZ,31.48,-111.16,7.44,17,9.2,24.7
2002,11,AtascosaHighlandsAZ,31.48,-111.16,18.36,13.6,5.5,21.7
2002,12,AtascosaHighlandsAZ,31.48,-111.16,32.81,7.3,0.2,14.3
2003,1,AtascosaHighlandsAZ,31.48,-111.16,5.74,11.4,2.8,20
2003,2,AtascosaHighlandsAZ,31.48,-111.16,71.97,9.6,2.5,16.8
2003,3,AtascosaHighlandsAZ,31.48,-111.16,24.99,11.1,3,19.3
2003,4,AtascosaHighlandsAZ,31.48,-111.16,2.8,14.9,5.7,24.1
2003,5,AtascosaHighlandsAZ,31.48,-111.16,5.62,20.8,11.3,30.3
2003,6,AtascosaHighlandsAZ,31.48,-111.16,0.14,24.9,15.8,34.1
2003,7,AtascosaHighlandsAZ,31.48,-111.16,144.1,27.5,20,35.1
2003,8,AtascosaHighlandsAZ,31.48,-111.16,125.18,25,18.3,31.8
2003,9,AtascosaHighlandsAZ,31.48,-111.16,56.03,23.6,16.2,31
2003,10,AtascosaHighlandsAZ,31.48,-111.16,47.39,20.5,12.9,28
2003,11,AtascosaHighlandsAZ,31.48,-111.16,28.76,12.3,4.9,19.7
2003,12,AtascosaHighlandsAZ,31.48,-111.16,19.18,9.4,1,17.8
2004,1,AtascosaHighlandsAZ,31.48,-111.16,49.66,8.4,1.6,15.2
2004,2,AtascosaHighlandsAZ,31.48,-111.16,19.81,7.6,0.1,15.1
2004,3,AtascosaHighlandsAZ,31.48,-111.16,34.17,15,7.2,22.7
2004,4,AtascosaHighlandsAZ,31.48,-111.16,53.11,15.1,7.2,23
2004,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.7,12,29.4
2004,6,AtascosaHighlandsAZ,31.48,-111.16,2.05,24.6,15.6,33.6
2004,7,AtascosaHighlandsAZ,31.48,-111.16,82.65,25.2,17.7,32.6
2004,8,AtascosaHighlandsAZ,31.48,-111.16,95.21,24.4,17.2,31.5
2004,9,AtascosaHighlandsAZ,31.48,-111.16,38.09,22.8,15,30.6
2004,10,AtascosaHighlandsAZ,31.48,-111.16,14.28,17.3,9.4,25.2
2004,11,AtascosaHighlandsAZ,31.48,-111.16,14.58,9.9,2.6,17.1
2004,12,AtascosaHighlandsAZ,31.48,-111.16,59.48,8.2,0.7,15.7
2005,1,AtascosaHighlandsAZ,31.48,-111.16,73.46,9.4,2.5,16.3
2005,2,AtascosaHighlandsAZ,31.48,-111.16,63.14,9.4,4,14.9
2005,3,AtascosaHighlandsAZ,31.48,-111.16,11.83,11.1,3.7,18.6
2005,4,AtascosaHighlandsAZ,31.48,-111.16,6.11,15.7,7.2,24.3
2005,5,AtascosaHighlandsAZ,31.48,-111.16,13.31,20.5,11.6,29.5
2005,6,AtascosaHighlandsAZ,31.48,-111.16,12.7,24.6,15.8,33.4
2005,7,AtascosaHighlandsAZ,31.48,-111.16,123.86,27.1,19,35.2
2005,8,AtascosaHighlandsAZ,31.48,-111.16,115.38,23.4,16.9,29.9
2005,9,AtascosaHighlandsAZ,31.48,-111.16,9.57,23.9,16.4,31.3
2005,10,AtascosaHighlandsAZ,31.48,-111.16,12.73,18.4,10.2,26.5
2005,11,AtascosaHighlandsAZ,31.48,-111.16,0,14.1,5.4,22.7
2005,12,AtascosaHighlandsAZ,31.48,-111.16,2,10.1,1.4,18.7
2006,1,AtascosaHighlandsAZ,31.48,-111.16,0,9.8,1,18.7
2006,2,AtascosaHighlandsAZ,31.48,-111.16,5.01,11.2,2.5,20
2006,3,AtascosaHighlandsAZ,31.48,-111.16,46.62,11.1,3.8,18.5
2006,4,AtascosaHighlandsAZ,31.48,-111.16,0.12,16.4,7.6,25.2
2006,5,AtascosaHighlandsAZ,31.48,-111.16,0,21.6,12.4,30.7
2006,6,AtascosaHighlandsAZ,31.48,-111.16,21.74,26.4,18.1,34.7
2006,7,AtascosaHighlandsAZ,31.48,-111.16,197.62,26.1,19.1,33.2
2006,8,AtascosaHighlandsAZ,31.48,-111.16,80.16,23.6,17.7,29.5
2006,9,AtascosaHighlandsAZ,31.48,-111.16,86.24,20.8,14,27.6
2006,10,AtascosaHighlandsAZ,31.48,-111.16,5.05,17.7,9.8,25.5
2006,11,AtascosaHighlandsAZ,31.48,-111.16,0,14.2,4.7,23.7
2006,12,AtascosaHighlandsAZ,31.48,-111.16,6.08,7.7,-0.2,15.7
2007,1,AtascosaHighlandsAZ,31.48,-111.16,53.6,5.8,-1.5,13.1
2007,2,AtascosaHighlandsAZ,31.48,-111.16,12.09,9.6,1.4,17.7
2007,3,AtascosaHighlandsAZ,31.48,-111.16,25.36,13.7,5.3,22
2007,4,AtascosaHighlandsAZ,31.48,-111.16,6.32,16,7.6,24.3
2007,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.7,11.9,29.4
2007,6,AtascosaHighlandsAZ,31.48,-111.16,2.49,25.3,16.6,34.1
2007,7,AtascosaHighlandsAZ,31.48,-111.16,146.02,25.9,19.4,32.5
2007,8,AtascosaHighlandsAZ,31.48,-111.16,127.67,24.4,18.3,30.6
2007,9,AtascosaHighlandsAZ,31.48,-111.16,48.32,22.9,15.7,30.1
2007,10,AtascosaHighlandsAZ,31.48,-111.16,15.14,18.7,10.4,27
2007,11,AtascosaHighlandsAZ,31.48,-111.16,7.37,15.5,7.8,23.1
2007,12,AtascosaHighlandsAZ,31.48,-111.16,111.01,7.5,0,14.9
2008,1,AtascosaHighlandsAZ,31.48,-111.16,18.25,7.9,0.9,14.9
2008,2,AtascosaHighlandsAZ,31.48,-111.16,29.99,9.5,1.3,17.8
2008,3,AtascosaHighlandsAZ,31.48,-111.16,16.48,12.6,3.5,21.7
2008,4,AtascosaHighlandsAZ,31.48,-111.16,0,15.9,6.8,24.9
2008,5,AtascosaHighlandsAZ,31.48,-111.16,6.74,18.5,10.2,26.8
2008,6,AtascosaHighlandsAZ,31.48,-111.16,16.74,25.8,16.7,34.8
2008,7,AtascosaHighlandsAZ,31.48,-111.16,228.2,24.3,18.1,30.6
2008,8,AtascosaHighlandsAZ,31.48,-111.16,123.76,24,17.5,30.6
2008,9,AtascosaHighlandsAZ,31.48,-111.16,48.12,21.9,14.3,29.5
2008,10,AtascosaHighlandsAZ,31.48,-111.16,8.32,18.4,9.4,27.5
2008,11,AtascosaHighlandsAZ,31.48,-111.16,15.42,13.7,5.6,21.9
2008,12,AtascosaHighlandsAZ,31.48,-111.16,20.69,9.2,1.7,16.6
2009,1,AtascosaHighlandsAZ,31.48,-111.16,12.21,10.7,2.9,18.5
2009,2,AtascosaHighlandsAZ,31.48,-111.16,16.05,10.5,1.4,19.5
2009,3,AtascosaHighlandsAZ,31.48,-111.16,5.22,13.6,4.8,22.3
2009,4,AtascosaHighlandsAZ,31.48,-111.16,28.65,15.4,6.8,23.9
2009,5,AtascosaHighlandsAZ,31.48,-111.16,15.77,22,13.5,30.5
2009,6,AtascosaHighlandsAZ,31.48,-111.16,9.72,23.1,15.2,31.1
2009,7,AtascosaHighlandsAZ,31.48,-111.16,129.72,26.5,19.2,33.8
2009,8,AtascosaHighlandsAZ,31.48,-111.16,53.74,25.6,17.9,33.3
2009,9,AtascosaHighlandsAZ,31.48,-111.16,48.84,23.6,16.2,31
2009,10,AtascosaHighlandsAZ,31.48,-111.16,12.52,17,9.2,24.9
2009,11,AtascosaHighlandsAZ,31.48,-111.16,1.47,14,5.1,23
2009,12,AtascosaHighlandsAZ,31.48,-111.16,10.06,7.3,-0,14.6
2010,1,AtascosaHighlandsAZ,31.48,-111.16,108.4,8.8,1.6,16
2010,2,AtascosaHighlandsAZ,31.48,-111.16,64.44,8.3,1.4,15.2
2010,3,AtascosaHighlandsAZ,31.48,-111.16,26.7,11,3.2,18.8
2010,4,AtascosaHighlandsAZ,31.48,-111.16,30,14.7,6.3,23.1
2010,5,AtascosaHighlandsAZ,31.48,-111.16,0,18.2,8.7,27.6
2010,6,AtascosaHighlandsAZ,31.48,-111.16,0.4,24.7,15.6,33.7
2010,7,AtascosaHighlandsAZ,31.48,-111.16,167.72,26.3,19.6,33.1
2010,8,AtascosaHighlandsAZ,31.48,-111.16,76.45,24.8,17.9,31.6
2010,9,AtascosaHighlandsAZ,31.48,-111.16,30.11,23.9,16.2,31.5
2010,10,AtascosaHighlandsAZ,31.48,-111.16,44.33,18.1,10.2,25.9
2010,11,AtascosaHighlandsAZ,31.48,-111.16,0,11.4,2.8,20
2010,12,AtascosaHighlandsAZ,31.48,-111.16,52.88,11.2,2.9,19.5
2011,1,AtascosaHighlandsAZ,31.48,-111.16,0,7.7,-1,16.4
2011,2,AtascosaHighlandsAZ,31.48,-111.16,4.93,7.8,-0.7,16.3
2011,3,AtascosaHighlandsAZ,31.48,-111.16,0.69,13.7,4.1,23.3
2011,4,AtascosaHighlandsAZ,31.48,-111.16,12.32,17.1,8.2,26
2011,5,AtascosaHighlandsAZ,31.48,-111.16,0,18.8,10,27.6
2011,6,AtascosaHighlandsAZ,31.48,-111.16,0,25.4,15.7,35.1
2011,7,AtascosaHighlandsAZ,31.48,-111.16,79.27,25.6,18.4,32.8
2011,8,AtascosaHighlandsAZ,31.48,-111.16,89.05,26.1,19.3,32.9
2011,9,AtascosaHighlandsAZ,31.48,-111.16,58.91,23.8,16.1,31.5
2011,10,AtascosaHighlandsAZ,31.48,-111.16,3.65,19.1,10.3,27.9
2011,11,AtascosaHighlandsAZ,31.48,-111.16,28.39,11.5,4,19
2011,12,AtascosaHighlandsAZ,31.48,-111.16,73.04,6.5,-0.5,13.4
2012,1,AtascosaHighlandsAZ,31.48,-111.16,1.96,10,1.3,18.8
2012,2,AtascosaHighlandsAZ,31.48,-111.16,11.14,9.8,1.5,18
2012,3,AtascosaHighlandsAZ,31.48,-111.16,20.25,11.9,2.5,21.2
2012,4,AtascosaHighlandsAZ,31.48,-111.16,8,16.9,7.7,26.1
2012,5,AtascosaHighlandsAZ,31.48,-111.16,20.46,20.9,11.4,30.4
2012,6,AtascosaHighlandsAZ,31.48,-111.16,15.96,26.1,17.1,35.1
2012,7,AtascosaHighlandsAZ,31.48,-111.16,100.81,25,18.6,31.3
2012,8,AtascosaHighlandsAZ,31.48,-111.16,112.84,25.4,18.4,32.4
2012,9,AtascosaHighlandsAZ,31.48,-111.16,85.49,22.6,15.8,29.4
2012,10,AtascosaHighlandsAZ,31.48,-111.16,0,19,10,28.1
2012,11,AtascosaHighlandsAZ,31.48,-111.16,8,14.6,6.2,23
2012,12,AtascosaHighlandsAZ,31.48,-111.16,41.53,8.9,1.1,16.7
2013,1,AtascosaHighlandsAZ,31.48,-111.16,27.76,6.4,-0.8,13.6
2013,2,AtascosaHighlandsAZ,31.48,-111.16,19.07,7.1,-0.6,14.9
2013,3,AtascosaHighlandsAZ,31.48,-111.16,3.68,14.3,5.9,22.6
2013,4,AtascosaHighlandsAZ,31.48,-111.16,0,16.6,7.9,25.2
2013,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.1,11.5,28.7
2013,6,AtascosaHighlandsAZ,31.48,-111.16,0,26.6,17.9,35.4
2013,7,AtascosaHighlandsAZ,31.48,-111.16,90.84,25.4,19.2,31.6
2013,8,AtascosaHighlandsAZ,31.48,-111.16,109.54,25.1,18.4,31.7
2013,9,AtascosaHighlandsAZ,31.48,-111.16,50.31,22.8,15.3,30.3
2013,10,AtascosaHighlandsAZ,31.48,-111.16,0,17.4,8.4,26.3
2013,11,AtascosaHighlandsAZ,31.48,-111.16,52.06,13.2,5.6,20.8
2013,12,AtascosaHighlandsAZ,31.48,-111.16,22.12,8.4,1.1,15.7
2014,1,AtascosaHighlandsAZ,31.48,-111.16,1.35,10.8,1.8,19.7
2014,2,AtascosaHighlandsAZ,31.48,-111.16,5.54,12.3,3.5,21.1
2014,3,AtascosaHighlandsAZ,31.48,-111.16,37.14,13.6,5.4,21.9
2014,4,AtascosaHighlandsAZ,31.48,-111.16,1.45,16.1,7,25.2
2014,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.3,11.6,29.1
2014,6,AtascosaHighlandsAZ,31.48,-111.16,0,26.5,17.7,35.3
2014,7,AtascosaHighlandsAZ,31.48,-111.16,148.68,25.6,18.7,32.5
2014,8,AtascosaHighlandsAZ,31.48,-111.16,168.16,23.5,16.8,30.2
2014,9,AtascosaHighlandsAZ,31.48,-111.16,121.21,22.7,16.4,29.1
2014,10,AtascosaHighlandsAZ,31.48,-111.16,35.85,19.2,11.4,27.1
2014,11,AtascosaHighlandsAZ,31.48,-111.16,13.35,12.7,4.5,20.9
2014,12,AtascosaHighlandsAZ,31.48,-111.16,36.76,9.2,1.7,16.6
2015,1,AtascosaHighlandsAZ,31.48,-111.16,71.86,9,1.7,16.3
2015,2,AtascosaHighlandsAZ,31.48,-111.16,8.34,12.6,4.8,20.5
2015,3,AtascosaHighlandsAZ,31.48,-111.16,10.51,14.1,6.5,21.7
2015,4,AtascosaHighlandsAZ,31.48,-111.16,17.46,15.4,6.7,24.1
2015,5,AtascosaHighlandsAZ,31.48,-111.16,2.67,17.3,8.6,26.1
2015,6,AtascosaHighlandsAZ,31.48,-111.16,40.88,26,17.5,34.4
2015,7,AtascosaHighlandsAZ,31.48,-111.16,132.52,24.3,17.9,30.8
2015,8,AtascosaHighlandsAZ,31.48,-111.16,54.25,25.5,18.3,32.7
2015,9,AtascosaHighlandsAZ,31.48,-111.16,163.75,22.9,16.5,29.2
2015,10,AtascosaHighlandsAZ,31.48,-111.16,58.73,19,12.3,25.7
2015,11,AtascosaHighlandsAZ,31.48,-111.16,12.92,11.7,3.4,19.9
2015,12,AtascosaHighlandsAZ,31.48,-111.16,16.6,7.8,-0.2,15.7
2016,1,AtascosaHighlandsAZ,31.48,-111.16,43.14,7.8,-0.1,15.6
2016,2,AtascosaHighlandsAZ,31.48,-111.16,9.35,12.6,3.4,21.8
2016,3,AtascosaHighlandsAZ,31.48,-111.16,1.9,14.2,5.1,23.4
2016,4,AtascosaHighlandsAZ,31.48,-111.16,15.47,15.3,6.5,24
2016,5,AtascosaHighlandsAZ,31.48,-111.16,0.01,18.7,9.9,27.4
2016,6,AtascosaHighlandsAZ,31.48,-111.16,25.91,26.1,17.5,34.6
2016,7,AtascosaHighlandsAZ,31.48,-111.16,77.61,26.6,19.3,34
2016,8,AtascosaHighlandsAZ,31.48,-111.16,183.43,23.4,16.5,30.4
2016,9,AtascosaHighlandsAZ,31.48,-111.16,108.17,21.9,14.5,29.3
2016,10,AtascosaHighlandsAZ,31.48,-111.16,5.1,20.5,11.3,29.6
2016,11,AtascosaHighlandsAZ,31.48,-111.16,3.09,13.9,5.9,21.9
2016,12,AtascosaHighlandsAZ,31.48,-111.16,43.78,10.2,2.8,17.7
2017,1,AtascosaHighlandsAZ,31.48,-111.16,44.68,8.3,1.5,15.2
2017,2,AtascosaHighlandsAZ,31.48,-111.16,20.81,11.3,3.2,19.4
2017,3,AtascosaHighlandsAZ,31.48,-111.16,2.62,15.6,6.4,24.8
2017,4,AtascosaHighlandsAZ,31.48,-111.16,10.48,16.9,7.3,26.5
2017,5,AtascosaHighlandsAZ,31.48,-111.16,5.36,19.6,10.7,28.5
2017,6,AtascosaHighlandsAZ,31.48,-111.16,2.13,26.5,16.8,36.2
2017,7,AtascosaHighlandsAZ,31.48,-111.16,228.85,25.2,18.5,32
2017,8,AtascosaHighlandsAZ,31.48,-111.16,77.86,24.5,17.3,31.7
2017,9,AtascosaHighlandsAZ,31.48,-111.16,11.82,22.8,14.8,30.8
2017,10,AtascosaHighlandsAZ,31.48,-111.16,6.86,20.6,11.5,29.7
2017,11,AtascosaHighlandsAZ,31.48,-111.16,3.2,16.9,8,25.8
2017,12,AtascosaHighlandsAZ,31.48,-111.16,18.03,10.4,2.6,18.2
2018,1,AtascosaHighlandsAZ,31.48,-111.16,3.97,11.2,2.9,19.5
2018,2,AtascosaHighlandsAZ,31.48,-111.16,68.65,10.9,3.4,18.5
2018,3,AtascosaHighlandsAZ,31.48,-111.16,0.94,13.1,4.5,21.6
2018,4,AtascosaHighlandsAZ,31.48,-111.16,0,18.5,9.4,27.6
2018,5,AtascosaHighlandsAZ,31.48,-111.16,0,20.8,11.3,30.4
2018,6,AtascosaHighlandsAZ,31.48,-111.16,20.11,25.7,16.6,34.9
2018,7,AtascosaHighlandsAZ,31.48,-111.16,98.85,26.1,19.1,33.1
2018,8,AtascosaHighlandsAZ,31.48,-111.16,124.79,24.9,18.2,31.7
2018,9,AtascosaHighlandsAZ,31.48,-111.16,71.65,24.1,16.3,31.8
2018,10,AtascosaHighlandsAZ,31.48,-111.16,135.67,17,10.6,23.4
2018,11,AtascosaHighlandsAZ,31.48,-111.16,5.57,11.8,3.3,20.3
2018,12,AtascosaHighlandsAZ,31.48,-111.16,34.67,8.7,2,15.4
2019,1,AtascosaHighlandsAZ,31.48,-111.16,20.19,8.4,1,15.8
2019,2,AtascosaHighlandsAZ,31.48,-111.16,87.03,7.5,0.7,14.2
2019,3,AtascosaHighlandsAZ,31.48,-111.16,38.56,12.9,4.8,21
2019,4,AtascosaHighlandsAZ,31.48,-111.16,0.45,16.2,7.2,25.1
2019,5,AtascosaHighlandsAZ,31.48,-111.16,3.69,16.6,8.1,25.1
2019,6,AtascosaHighlandsAZ,31.48,-111.16,1.77,24,14.4,33.5
2019,7,AtascosaHighlandsAZ,31.48,-111.16,63.67,26.4,18.7,34.2
2019,8,AtascosaHighlandsAZ,31.48,-111.16,83.21,25.9,18.6,33.3
2019,9,AtascosaHighlandsAZ,31.48,-111.16,81.42,22.9,15.8,30
2019,10,AtascosaHighlandsAZ,31.48,-111.16,0,17.8,8.8,26.9
2019,11,AtascosaHighlandsAZ,31.48,-111.16,86.36,14.1,7,21.2
2019,12,AtascosaHighlandsAZ,31.48,-111.16,67.81,8.7,1.5,15.9
2020,1,AtascosaHighlandsAZ,31.48,-111.16,19.08,9.3,1.3,17.2
2020,2,AtascosaHighlandsAZ,31.48,-111.16,27.05,9.4,1.3,17.4
2020,3,AtascosaHighlandsAZ,31.48,-111.16,51.1,12,4.7,19.3
2020,4,AtascosaHighlandsAZ,31.48,-111.16,7.08,15.8,6.7,24.9
2020,5,AtascosaHighlandsAZ,31.48,-111.16,5.28,21.9,12.2,31.5
2020,6,AtascosaHighlandsAZ,31.48,-111.16,5.5,25.2,15.7,34.8
2020,7,AtascosaHighlandsAZ,31.48,-111.16,117.68,27.3,19.8,34.9
2020,8,AtascosaHighlandsAZ,31.48,-111.16,57.02,27.9,19.9,35.8
2020,9,AtascosaHighlandsAZ,31.48,-111.16,11.8,24.4,16.4,32.4
2020,10,AtascosaHighlandsAZ,31.48,-111.16,0,20.9,11.1,30.7
2020,11,AtascosaHighlandsAZ,31.48,-111.16,4.71,15.1,6.6,23.6
2020,12,AtascosaHighlandsAZ,31.48,-111.16,10.42,8.6,0.4,16.8
1997,1,PatagoniaAZ,31.5072,-110.6908,36.26,7.2,0.9,13.4
1997,2,PatagoniaAZ,31.5072,-110.6908,34.05,8.3,-0.4,17
1997,3,PatagoniaAZ,31.5072,-110.6908,6.6,13.5,4.7,22.3
1997,4,PatagoniaAZ,31.5072,-110.6908,13.48,13.8,5.8,21.9
1997,5,PatagoniaAZ,31.5072,-110.6908,13.54,21.1,12.5,29.6
1997,6,PatagoniaAZ,31.5072,-110.6908,1.17,23.4,14.4,32.4
1997,7,PatagoniaAZ,31.5072,-110.6908,28.23,25.5,17.5,33.6
1997,8,PatagoniaAZ,31.5072,-110.6908,157.88,24.3,17.7,30.9
1997,9,PatagoniaAZ,31.5072,-110.6908,70.77,23.5,16.5,30.4
1997,10,PatagoniaAZ,31.5072,-110.6908,10.93,15.9,7.2,24.7
1997,11,PatagoniaAZ,31.5072,-110.6908,22.08,12.5,4.1,20.9
1997,12,PatagoniaAZ,31.5072,-110.6908,102.76,5.4,-0.5,11.3
1998,1,PatagoniaAZ,31.5072,-110.6908,2.34,8,-0.4,16.4
1998,2,PatagoniaAZ,31.5072,-110.6908,97.78,6.8,0.2,13.4
1998,3,PatagoniaAZ,31.5072,-110.6908,49.97,10.5,2.8,18.2
1998,4,PatagoniaAZ,31.5072,-110.6908,8.85,11.9,3.5,20.4
1998,5,PatagoniaAZ,31.5072,-110.6908,0,18.2,9.2,27.2
1998,6,PatagoniaAZ,31.5072,-110.6908,0,23,13.6,32.4
1998,7,PatagoniaAZ,31.5072,-110.6908,143.48,25.1,18.3,32
1998,8,PatagoniaAZ,31.5072,-110.6908,93.21,24.4,17.5,31.4
1998,9,PatagoniaAZ,31.5072,-110.6908,42.54,23.2,15.5,30.9
1998,10,PatagoniaAZ,31.5072,-110.6908,11.12,17.9,9.3,26.4
1998,11,PatagoniaAZ,31.5072,-110.6908,20.67,12.2,3.2,21.1
1998,12,PatagoniaAZ,31.5072,-110.6908,14.34,7.9,0.3,15.6
1999,1,PatagoniaAZ,31.5072,-110.6908,0,9.1,0.1,18
1999,2,PatagoniaAZ,31.5072,-110.6908,0,10.6,1,20.3
1999,3,PatagoniaAZ,31.5072,-110.6908,2.76,12.3,2.8,21.9
1999,4,PatagoniaAZ,31.5072,-110.6908,44,13,4.1,21.9
1999,5,PatagoniaAZ,31.5072,-110.6908,0,19.1,9.9,28.3
1999,6,PatagoniaAZ,31.5072,-110.6908,22.9,23.1,14.3,32
1999,7,PatagoniaAZ,31.5072,-110.6908,159.1,23.3,17.2,29.4
1999,8,PatagoniaAZ,31.5072,-110.6908,114.61,23.2,16.3,30.2
1999,9,PatagoniaAZ,31.5072,-110.6908,34.66,22,14.3,29.7
1999,10,PatagoniaAZ,31.5072,-110.6908,0,18.1,8.7,27.5
1999,11,PatagoniaAZ,31.5072,-110.6908,0,14,4.2,23.8
1999,12,PatagoniaAZ,31.5072,-110.6908,0.66,7,-1.2,15.2
