Year,Month,Day,Site,NABAEnglishName,LatinAnalysisName,ButterflyCount,#Parties,PartyHours
1997,8,9,PatagoniaAZ,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,25,5,51
1997,8,9,PatagoniaAZ,Orange Skipperling,Copaeodes_aurantiacus  ,26,5,51
1997,8,9,PatagoniaAZ,Orange Sulphur,Colias_eurytheme  ,16,5,51
1997,8,9,PatagoniaAZ,Pahaska Skipper,Hesperia_pahaska  ,2,5,51
1997,8,9,PatagoniaAZ,Painted Crescent,Phyciodes_picta  ,2,5,51
1997,8,9,PatagoniaAZ,Painted Lady,Vanessa_cardui  ,52,5,51
1997,8,9,PatagoniaAZ,Palmer's Metalmark,Apodemia_palmeri  ,1,5,51
1997,8,9,PatagoniaAZ,Pearl Crescent,Phyciodes_tharos  ,1,5,51
1997,8,9,PatagoniaAZ,Pipevine Swallowtail,Battus_philenor  ,165,5,51
1997,8,9,PatagoniaAZ,Queen,Danaus_gilippus ,151,5,51
1997,8,9,PatagoniaAZ,Reakirt's Blue,Hemiargus_isola  ,6,5,51
1997,8,9,PatagoniaAZ,Red Satyr,Megisto_rubricata  ,44,5,51
1997,8,9,PatagoniaAZ,Red-spotted Purple,Limenitis_arthemis_astyanax  ,2,5,51
1997,8,9,PatagoniaAZ,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,3,5,51
1997,8,9,PatagoniaAZ,Slaty Roadside-Skipper,Amblyscirtes_nereus  ,8,5,51
1997,8,9,PatagoniaAZ,Sleepy Orange,Eurema_nicippe  ,178,5,51
1997,8,9,PatagoniaAZ,Southern Dogface,Colias_cesonia  ,17,5,51
1997,8,9,PatagoniaAZ,Tailed Orange,Eurema_proterpia  ,83,5,51
1997,8,9,PatagoniaAZ,Tawny Emperor,Asterocampa_clyton  ,1,5,51
1997,8,9,PatagoniaAZ,Texan Crescent,Phyciodes_texana  ,1,5,51
1997,8,9,PatagoniaAZ,Tiny Checkerspot,Dymasia_dymas  ,189,5,51
1997,8,9,PatagoniaAZ,Tropical Buckeye,Junonia_genoveva  ,14,5,51
1997,8,9,PatagoniaAZ,Tropical Least Skipper,Ancyloxypha_arene  ,5,5,51
1997,8,9,PatagoniaAZ,Two-tailed Swallowtail,Papilio_multicaudata  ,20,5,51
1997,8,9,PatagoniaAZ,"Unidentified Copper, Hairstreak, or Blue",Lycaenidae_sp,1,5,51
1997,8,9,PatagoniaAZ,Variegated Fritillary,Euptoieta_claudia  ,63,5,51
1997,8,9,PatagoniaAZ,Viceroy,Limenitis_archippus  ,11,5,51
1997,8,9,PatagoniaAZ,West Coast Lady,Vanessa_annabella  ,1,5,51
1997,8,9,PatagoniaAZ,Western Pygmy-Blue,Brephidium_exile  ,2,5,51
1997,8,9,PatagoniaAZ,Zela Metalmark,Emesis_zela  ,2,5,51
1998,8,8,PatagoniaAZ,Acacia Skipper,Cogia_hippalus  ,102,6,66.5
1998,8,8,PatagoniaAZ,Acmon Blue,Plebejus_acmon_,11,6,66.5
1998,8,8,PatagoniaAZ,American Snout,Libytheana_carinenta  ,75,6,66.5
1998,8,8,PatagoniaAZ,Ares Metalmark,Emesis_ares  ,22,6,66.5
1998,8,8,PatagoniaAZ,Arizona Hairstreak,Erora_quaderna  ,1,6,66.5
1998,8,8,PatagoniaAZ,Arizona Metalmark,Calephelis_arizonensis  ,5,6,66.5
1998,8,8,PatagoniaAZ,Arizona Powdered-Skipper,Systasea_zampa  ,23,6,66.5
1998,8,8,PatagoniaAZ,Arizona Skipper,Codatractus_arizonensis  ,48,6,66.5
1998,8,8,PatagoniaAZ,Black Swallowtail,Papilio_polyxenes  ,11,6,66.5
1998,8,8,PatagoniaAZ,Boisduval's Yellow,Eurema_boisduvaliana  ,6,6,66.5
1998,8,8,PatagoniaAZ,Bordered Patch,Chlosyne_lacinia  ,104,6,66.5
1998,8,8,PatagoniaAZ,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,86,6,66.5
1998,8,8,PatagoniaAZ,Cabbage White,Pieris_rapae  ,18,6,66.5
1998,8,8,PatagoniaAZ,California Sister,Adelpha_bredowii  ,98,6,66.5
1998,8,8,PatagoniaAZ,Carus Skipper,Polites_carus  ,2,6,66.5
1998,8,8,PatagoniaAZ,Cassus Roadside-Skipper,Amblyscirtes_cassus  ,14,6,66.5
1998,8,8,PatagoniaAZ,Ceraunus Blue,Hemiargus_ceraunus  ,30,6,66.5
1998,8,8,PatagoniaAZ,Checkered White,Pontia_protodice  ,62,6,66.5
1998,8,8,PatagoniaAZ,Clouded Skipper,Lerema_accius  ,2,6,66.5
1998,8,8,PatagoniaAZ,Cloudless Sulphur,Phoebis_sennae  ,551,6,66.5
1998,8,8,PatagoniaAZ,Common Buckeye,Junonia_coenia  ,22,6,66.5
1998,8,8,PatagoniaAZ,Common Sootywing,Pholisora_catullus  ,23,6,66.5
1998,8,8,PatagoniaAZ,Common Streaky-Skipper,Celotes_nessus  ,40,6,66.5
1998,8,8,PatagoniaAZ,Common/White Checkered-Skipper,Pyrgus_sp.  ,27,6,66.5
1998,8,8,PatagoniaAZ,Dainty Sulphur,Nathalis_iole  ,52,6,66.5
1998,8,8,PatagoniaAZ,Desert Checkered-Skipper,Pyrgus_philetas  ,132,6,66.5
1998,8,8,PatagoniaAZ,Desert Cloudywing,Achalarus_casica  ,11,6,66.5
1998,8,8,PatagoniaAZ,Dorantes Longtail,Urbanus_dorantes  ,6,6,66.5
1998,8,8,PatagoniaAZ,Dotted Roadside-Skipper,Amblyscirtes_eos  ,8,6,66.5
1998,8,8,PatagoniaAZ,Drusius Cloudywing,Thorybes_drusius ,46,6,66.5
1998,8,8,PatagoniaAZ,Dull Firetip,Pyrrhopyge_araxes  ,171,6,66.5
1998,8,8,PatagoniaAZ,Edwards' Skipperling,Oarisma_edwardsii  ,1,6,66.5
1998,8,8,PatagoniaAZ,Elada Checkerspot,Texola_elada  ,23,6,66.5
1998,8,8,PatagoniaAZ,Elissa Roadside-Skipper,Amblyscirtes_elissa  ,1,6,66.5
1998,8,8,PatagoniaAZ,Empress Leilia,Asterocampa_leilia  ,30,6,66.5
1998,8,8,PatagoniaAZ,Erichson's White-Skipper,Heliopetes_domicella  ,2,6,66.5
1998,8,8,PatagoniaAZ,Fatal Metalmark,Calephelis_nemesis  ,17,6,66.5
1998,8,8,PatagoniaAZ,Fiery Skipper,Hylephila_phyleus  ,14,6,66.5
1998,8,8,PatagoniaAZ,Funereal Duskywing,Erynnis_funeralis  ,7,6,66.5
1998,8,8,PatagoniaAZ,Gold-costa Skipper,Cogia_caicus  ,11,6,66.5
1998,8,8,PatagoniaAZ,Golden Banded-Skipper,Autochton_cellus  ,18,6,66.5
1998,8,8,PatagoniaAZ,Golden-headed Scallopwing,Staphylus_ceos  ,382,6,66.5
1998,8,8,PatagoniaAZ,Gray Hairstreak,Strymon_melinus  ,20,6,66.5
1998,8,8,PatagoniaAZ,Great Purple Hairstreak,Atlides_halesus  ,3,6,66.5
1998,8,8,PatagoniaAZ,Gulf Fritillary,Agraulis_vanillae  ,13,6,66.5
1998,8,8,PatagoniaAZ,Hackberry Emperor,Asterocampa_celtis  ,7,6,66.5
1998,8,8,PatagoniaAZ,Juvenal's Duskywing,Erynnis_juvenalis  ,4,6,66.5
1998,8,8,PatagoniaAZ,Large Orange Sulphur,Phoebis_agarithe  ,8,6,66.5
1998,8,8,PatagoniaAZ,Large Roadside-Skipper,Amblyscirtes_exoteria  ,55,6,66.5
1998,8,8,PatagoniaAZ,Leda Ministreak,Ministrymon_leda  ,18,6,66.5
1998,8,8,PatagoniaAZ,Lyside Sulphur,Kricogonia_lyside  ,1,6,66.5
1998,8,8,PatagoniaAZ,Many-spotted Skipperling,Piruna_cingo  ,23,6,66.5
1998,8,8,PatagoniaAZ,Marine Blue,Leptotes_marina  ,367,6,66.5
1998,8,8,PatagoniaAZ,Mexican Fritillary,Euptoieta_hegesia  ,1,6,66.5
1998,8,8,PatagoniaAZ,Mexican Yellow,Eurema_mexicana  ,301,6,66.5
1998,8,8,PatagoniaAZ,Monarch,Danaus_plexippus ,8,6,66.5
1998,8,8,PatagoniaAZ,Moon-marked Skipper,Atrytonopsis_lunus  ,6,6,66.5
1998,8,8,PatagoniaAZ,Mournful Duskywing,Erynnis_tristis  ,28,6,66.5
1998,8,8,PatagoniaAZ,Mourning Cloak,Nymphalis_antiopa  ,5,6,66.5
1998,8,8,PatagoniaAZ,Nabokov's Satyr,Cyllopsis_pyracmon  ,7,6,66.5
1998,8,8,PatagoniaAZ,Northern Cloudywing,Thorybes_pylades  ,707,6,66.5
1998,8,8,PatagoniaAZ,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,16,6,66.5
1998,8,8,PatagoniaAZ,Orange Skipperling,Copaeodes_aurantiacus  ,48,6,66.5
1998,8,8,PatagoniaAZ,Orange Sulphur,Colias_eurytheme  ,27,6,66.5
1998,8,8,PatagoniaAZ,Oslar's Roadside-Skipper,Amblyscirtes_oslari  ,1,6,66.5
1998,8,8,PatagoniaAZ,Pahaska Skipper,Hesperia_pahaska  ,54,6,66.5
1998,8,8,PatagoniaAZ,Painted Crescent,Phyciodes_picta  ,6,6,66.5
1998,8,8,PatagoniaAZ,Painted Lady,Vanessa_cardui  ,68,6,66.5
1998,8,8,PatagoniaAZ,Pearl Crescent,Phyciodes_tharos  ,38,6,66.5
1998,8,8,PatagoniaAZ,Pipevine Swallowtail,Battus_philenor  ,334,6,66.5
1998,8,8,PatagoniaAZ,Queen,Danaus_gilippus ,242,6,66.5
1998,8,8,PatagoniaAZ,Reakirt's Blue,Hemiargus_isola  ,152,6,66.5
1998,8,8,PatagoniaAZ,Red Admiral,Vanessa_atalanta  ,2,6,66.5
1998,8,8,PatagoniaAZ,Red Satyr,Megisto_rubricata  ,123,6,66.5
1998,8,8,PatagoniaAZ,Red-spotted Purple,Limenitis_arthemis_astyanax  ,14,6,66.5
1998,8,8,PatagoniaAZ,Sachem,Atalopedes_campestris  ,1,6,66.5
1998,8,8,PatagoniaAZ,Simius Roadside-Skipper,Amblyscirtes_simius  ,2,6,66.5
1998,8,8,PatagoniaAZ,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,4,6,66.5
1998,8,8,PatagoniaAZ,Slaty Roadside-Skipper,Amblyscirtes_nereus  ,4,6,66.5
1998,8,8,PatagoniaAZ,Sleepy Orange,Eurema_nicippe  ,83,6,66.5
1998,8,8,PatagoniaAZ,Southern Dogface,Colias_cesonia  ,84,6,66.5
1998,8,8,PatagoniaAZ,Tailed Orange,Eurema_proterpia  ,35,6,66.5
1998,8,8,PatagoniaAZ,Tawny Emperor,Asterocampa_clyton  ,17,6,66.5
1998,8,8,PatagoniaAZ,Texan Crescent,Phyciodes_texana  ,114,6,66.5
1998,8,8,PatagoniaAZ,Theona Checkerspot,Thessalia_theona  ,22,6,66.5
1998,8,8,PatagoniaAZ,Tiny Checkerspot,Dymasia_dymas  ,86,6,66.5
1998,8,8,PatagoniaAZ,Tropical Buckeye,Junonia_genoveva  ,121,6,66.5
1998,8,8,PatagoniaAZ,Tropical Least Skipper,Ancyloxypha_arene  ,2,6,66.5
1998,8,8,PatagoniaAZ,Two-tailed Swallowtail,Papilio_multicaudata  ,74,6,66.5
1998,8,8,PatagoniaAZ,"Unidentified Brushfoot, Checkerspot, or Satyr",Nymphalidae_sp,2,6,66.5
1998,8,8,PatagoniaAZ,"Unidentified Copper, Hairstreak, or Blue",Lycaenidae_sp,3,6,66.5
1998,8,8,PatagoniaAZ,Valeriana Skipper,Codatractus_mysie  ,1,6,66.5
1998,8,8,PatagoniaAZ,Variegated Fritillary,Euptoieta_claudia  ,49,6,66.5
1998,8,8,PatagoniaAZ,Viceroy,Limenitis_archippus  ,17,6,66.5
1998,8,8,PatagoniaAZ,West Coast Lady,Vanessa_annabella  ,2,6,66.5
1998,8,8,PatagoniaAZ,Western Pygmy-Blue,Brephidium_exile  ,32,6,66.5
1998,8,8,PatagoniaAZ,White Angled-Sulphur,Anteos_clorinde  ,2,6,66.5
1998,8,8,PatagoniaAZ,White-striped Longtail,Chioides_catillus  ,2,6,66.5
1998,8,8,PatagoniaAZ,Zela Metalmark,Emesis_zela  ,8,6,66.5
1999,8,9,PatagoniaAZ,Acacia Skipper,Cogia_hippalus  ,50,9,72.5
1999,8,9,PatagoniaAZ,American Lady,Vanessa_virginiensis  ,6,9,72.5
1999,8,9,PatagoniaAZ,American Snout,Libytheana_carinenta  ,83,9,72.5
1999,8,9,PatagoniaAZ,Arachne Checkerspot,Polydryas_arachne  ,1,9,72.5
1999,8,9,PatagoniaAZ,Ares Metalmark,Emesis_ares  ,41,9,72.5
1999,8,9,PatagoniaAZ,Arizona Metalmark,Calephelis_arizonensis  ,1,9,72.5
1999,8,9,PatagoniaAZ,Arizona Powdered-Skipper,Systasea_zampa  ,6,9,72.5
1999,8,9,PatagoniaAZ,Arizona Skipper,Codatractus_arizonensis  ,20,9,72.5
1999,8,9,PatagoniaAZ,Black Swallowtail,Papilio_polyxenes  ,7,9,72.5
1999,8,9,PatagoniaAZ,Bordered Patch,Chlosyne_lacinia  ,40,9,72.5
1999,8,9,PatagoniaAZ,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,21,9,72.5
1999,8,9,PatagoniaAZ,Cabbage White,Pieris_rapae  ,1,9,72.5
1999,8,9,PatagoniaAZ,California Sister,Adelpha_bredowii  ,3,9,72.5
1999,8,9,PatagoniaAZ,Carus Skipper,Polites_carus  ,1,9,72.5
1999,8,9,PatagoniaAZ,Cassus Roadside-Skipper,Amblyscirtes_cassus  ,3,9,72.5
1999,8,9,PatagoniaAZ,Ceraunus Blue,Hemiargus_ceraunus  ,68,9,72.5
1999,8,9,PatagoniaAZ,Checkered White,Pontia_protodice  ,54,9,72.5
1999,8,9,PatagoniaAZ,Cloudless Sulphur,Phoebis_sennae  ,149,9,72.5
1999,8,9,PatagoniaAZ,Common Checkered-Skipper,Pyrgus_communis  ,16,9,72.5
1999,8,9,PatagoniaAZ,Common Sootywing,Pholisora_catullus  ,15,9,72.5
1999,8,9,PatagoniaAZ,Common Streaky-Skipper,Celotes_nessus  ,11,9,72.5
1999,8,9,PatagoniaAZ,Dainty Sulphur,Nathalis_iole  ,191,9,72.5
1999,8,9,PatagoniaAZ,Desert Checkered-Skipper,Pyrgus_philetas  ,6,9,72.5
1999,8,9,PatagoniaAZ,Desert Cloudywing,Achalarus_casica  ,1,9,72.5
1999,8,9,PatagoniaAZ,Dotted Roadside-Skipper,Amblyscirtes_eos  ,7,9,72.5
1999,8,9,PatagoniaAZ,Drusius Cloudywing,Thorybes_drusius ,4,9,72.5
1999,8,9,PatagoniaAZ,Dull Firetip,Pyrrhopyge_araxes  ,8,9,72.5
1999,8,9,PatagoniaAZ,Edwards' Skipperling,Oarisma_edwardsii  ,1,9,72.5
1999,8,9,PatagoniaAZ,Elada Checkerspot,Texola_elada  ,28,9,72.5
1999,8,9,PatagoniaAZ,Elissa Roadside-Skipper,Amblyscirtes_elissa  ,3,9,72.5
1999,8,9,PatagoniaAZ,Empress Leilia,Asterocampa_leilia  ,39,9,72.5
1999,8,9,PatagoniaAZ,Fatal Metalmark,Calephelis_nemesis  ,3,9,72.5
1999,8,9,PatagoniaAZ,Fiery Skipper,Hylephila_phyleus  ,8,9,72.5
1999,8,9,PatagoniaAZ,Funereal Duskywing,Erynnis_funeralis  ,16,9,72.5
1999,8,9,PatagoniaAZ,Giant Swallowtail,Papilio_cresphontes  ,2,9,72.5
1999,8,9,PatagoniaAZ,Gold-costa Skipper,Cogia_caicus  ,14,9,72.5
1999,8,9,PatagoniaAZ,Golden Banded-Skipper,Autochton_cellus  ,15,9,72.5
1999,8,9,PatagoniaAZ,Golden-headed Scallopwing,Staphylus_ceos  ,26,9,72.5
1999,8,9,PatagoniaAZ,Gray Hairstreak,Strymon_melinus  ,11,9,72.5
1999,8,9,PatagoniaAZ,Gulf Fritillary,Agraulis_vanillae  ,1,9,72.5
1999,8,9,PatagoniaAZ,Hackberry Emperor,Asterocampa_celtis  ,22,9,72.5
1999,8,9,PatagoniaAZ,Hammock Skipper,Polygonus_leo  ,1,9,72.5
1999,8,9,PatagoniaAZ,Juvenal's Duskywing,Erynnis_juvenalis  ,2,9,72.5
1999,8,9,PatagoniaAZ,Large Orange Sulphur,Phoebis_agarithe  ,6,9,72.5
1999,8,9,PatagoniaAZ,Large Roadside-Skipper,Amblyscirtes_exoteria  ,6,9,72.5
1999,8,9,PatagoniaAZ,Leda Ministreak,Ministrymon_leda  ,14,9,72.5
1999,8,9,PatagoniaAZ,Lyside Sulphur,Kricogonia_lyside  ,3,9,72.5
1999,8,9,PatagoniaAZ,Many-spotted Skipperling,Piruna_cingo  ,70,9,72.5
1999,8,9,PatagoniaAZ,Marine Blue,Leptotes_marina  ,277,9,72.5
1999,8,9,PatagoniaAZ,Mexican Yellow,Eurema_mexicana  ,19,9,72.5
1999,8,9,PatagoniaAZ,Monarch,Danaus_plexippus ,16,9,72.5
1999,8,9,PatagoniaAZ,Moon-marked Skipper,Atrytonopsis_lunus  ,6,9,72.5
1999,8,9,PatagoniaAZ,Mormon Metalmark,Apodemia_mormo  ,5,9,72.5
1999,8,9,PatagoniaAZ,Mournful Duskywing,Erynnis_tristis  ,1,9,72.5
1999,8,9,PatagoniaAZ,Mourning Cloak,Nymphalis_antiopa  ,2,9,72.5
1999,8,9,PatagoniaAZ,Nabokov's Satyr,Cyllopsis_pyracmon  ,5,9,72.5
1999,8,9,PatagoniaAZ,Northern Cloudywing,Thorybes_pylades  ,43,9,72.5
1999,8,9,PatagoniaAZ,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,10,9,72.5
1999,8,9,PatagoniaAZ,Orange Skipperling,Copaeodes_aurantiacus  ,44,9,72.5
1999,8,9,PatagoniaAZ,Orange Sulphur,Colias_eurytheme  ,31,9,72.5
1999,8,9,PatagoniaAZ,Pahaska Skipper,Hesperia_pahaska  ,5,9,72.5
1999,8,9,PatagoniaAZ,Painted Crescent,Phyciodes_picta  ,2,9,72.5
1999,8,9,PatagoniaAZ,Painted Lady,Vanessa_cardui  ,8,9,72.5
1999,8,9,PatagoniaAZ,Palmer's Metalmark,Apodemia_palmeri  ,7,9,72.5
1999,8,9,PatagoniaAZ,Pipevine Swallowtail,Battus_philenor  ,90,9,72.5
1999,8,9,PatagoniaAZ,Queen,Danaus_gilippus ,137,9,72.5
1999,8,9,PatagoniaAZ,Reakirt's Blue,Hemiargus_isola  ,69,9,72.5
1999,8,9,PatagoniaAZ,Red Satyr,Megisto_rubricata  ,21,9,72.5
1999,8,9,PatagoniaAZ,Red-spotted Purple,Limenitis_arthemis_astyanax  ,9,9,72.5
1999,8,9,PatagoniaAZ,Sheep Skipper,Atrytonopsis_edwardsii  ,6,9,72.5
1999,8,9,PatagoniaAZ,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,4,9,72.5
1999,8,9,PatagoniaAZ,Slaty Roadside-Skipper,Amblyscirtes_nereus  ,6,9,72.5
1999,8,9,PatagoniaAZ,Sleepy Orange,Eurema_nicippe  ,163,9,72.5
1999,8,9,PatagoniaAZ,Southern Dogface,Colias_cesonia  ,168,9,72.5
1999,8,9,PatagoniaAZ,Tailed Orange,Eurema_proterpia  ,6,9,72.5
1999,8,9,PatagoniaAZ,Tawny Emperor,Asterocampa_clyton  ,35,9,72.5
1999,8,9,PatagoniaAZ,Texan Crescent,Phyciodes_texana  ,8,9,72.5
1999,8,9,PatagoniaAZ,Tiny Checkerspot,Dymasia_dymas  ,51,9,72.5
1999,8,9,PatagoniaAZ,Tropical Leafwing,Anaea_aidea  ,3,9,72.5
1999,8,9,PatagoniaAZ,Tropical Least Skipper,Ancyloxypha_arene  ,1,9,72.5
1999,8,9,PatagoniaAZ,Two-tailed Swallowtail,Papilio_multicaudata  ,24,9,72.5
1999,8,9,PatagoniaAZ,"Unidentified Copper, Hairstreak, or Blue",Lycaenidae_sp,7,9,72.5
1999,8,9,PatagoniaAZ,Ursine Giant-Skipper,Megathymus_ursus  ,1,9,72.5
1999,8,9,PatagoniaAZ,Variegated Fritillary,Euptoieta_claudia  ,132,9,72.5
1999,8,9,PatagoniaAZ,Viceroy,Limenitis_archippus  ,13,9,72.5
1999,8,9,PatagoniaAZ,Western Pygmy-Blue,Brephidium_exile  ,1,9,72.5
1999,8,9,PatagoniaAZ,White Angled-Sulphur,Anteos_clorinde  ,1,9,72.5
1999,8,9,PatagoniaAZ,Zela Metalmark,Emesis_zela  ,31,9,72.5
2000,8,12,PatagoniaAZ,Acacia Skipper,Cogia_hippalus  ,57,8,64
2000,8,12,PatagoniaAZ,American Lady,Vanessa_virginiensis  ,24,8,64
2000,8,12,PatagoniaAZ,American Snout,Libytheana_carinenta  ,133,8,64
2000,8,12,PatagoniaAZ,Ares Metalmark,Emesis_ares  ,48,8,64
2000,8,12,PatagoniaAZ,Arizona Metalmark,Calephelis_arizonensis  ,19,8,64
2000,8,12,PatagoniaAZ,Arizona Powdered-Skipper,Systasea_zampa  ,5,8,64
2000,8,12,PatagoniaAZ,Arizona Skipper,Codatractus_arizonensis  ,2,8,64
2000,8,12,PatagoniaAZ,Barred Yellow,Eurema_daira  ,1,8,64
2000,8,12,PatagoniaAZ,Black Swallowtail,Papilio_polyxenes  ,28,8,64
2000,8,12,PatagoniaAZ,Bordered Patch,Chlosyne_lacinia  ,158,8,64
2000,8,12,PatagoniaAZ,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,1,8,64
2000,8,12,PatagoniaAZ,Cabbage White,Pieris_rapae  ,9,8,64
2000,8,12,PatagoniaAZ,California Sister,Adelpha_bredowii  ,49,8,64
2000,8,12,PatagoniaAZ,Ceraunus Blue,Hemiargus_ceraunus  ,183,8,64
2000,8,12,PatagoniaAZ,Checkered White,Pontia_protodice  ,19,8,64
2000,8,12,PatagoniaAZ,Cloudless Sulphur,Phoebis_sennae  ,3357,8,64
2000,8,12,PatagoniaAZ,Common Buckeye,Junonia_coenia  ,1,8,64
2000,8,12,PatagoniaAZ,Common Sootywing,Pholisora_catullus  ,90,8,64
2000,8,12,PatagoniaAZ,Common Streaky-Skipper,Celotes_nessus  ,3,8,64
2000,8,12,PatagoniaAZ,Common/White Checkered-Skipper,Pyrgus_sp.  ,23,8,64
2000,8,12,PatagoniaAZ,Dainty Sulphur,Nathalis_iole  ,83,8,64
2000,8,12,PatagoniaAZ,Desert Checkered-Skipper,Pyrgus_philetas  ,8,8,64
2000,8,12,PatagoniaAZ,Desert Cloudywing,Achalarus_casica  ,2,8,64
2000,8,12,PatagoniaAZ,Dorantes Longtail,Urbanus_dorantes  ,2,8,64
2000,8,12,PatagoniaAZ,Dotted Roadside-Skipper,Amblyscirtes_eos  ,7,8,64
2000,8,12,PatagoniaAZ,Drusius Cloudywing,Thorybes_drusius ,2,8,64
2000,8,12,PatagoniaAZ,Dull Firetip,Pyrrhopyge_araxes  ,124,8,64
2000,8,12,PatagoniaAZ,Elada Checkerspot,Texola_elada  ,735,8,64
2000,8,12,PatagoniaAZ,Empress Leilia,Asterocampa_leilia  ,71,8,64
2000,8,12,PatagoniaAZ,Eufala Skipper,Lerodea_eufala  ,2,8,64
2000,8,12,PatagoniaAZ,Fatal Metalmark,Calephelis_nemesis  ,18,8,64
2000,8,12,PatagoniaAZ,Fiery Skipper,Hylephila_phyleus  ,15,8,64
2000,8,12,PatagoniaAZ,Funereal Duskywing,Erynnis_funeralis  ,67,8,64
2000,8,12,PatagoniaAZ,Giant Swallowtail,Papilio_cresphontes  ,3,8,64
2000,8,12,PatagoniaAZ,Golden Banded-Skipper,Autochton_cellus  ,21,8,64
2000,8,12,PatagoniaAZ,Golden-headed Scallopwing,Staphylus_ceos  ,61,8,64
2000,8,12,PatagoniaAZ,Gray Hairstreak,Strymon_melinus  ,29,8,64
2000,8,12,PatagoniaAZ,Great Purple Hairstreak,Atlides_halesus  ,10,8,64
2000,8,12,PatagoniaAZ,Gulf Fritillary,Agraulis_vanillae  ,25,8,64
2000,8,12,PatagoniaAZ,Hackberry Emperor,Asterocampa_celtis  ,24,8,64
2000,8,12,PatagoniaAZ,Hammock Skipper,Polygonus_leo  ,1,8,64
2000,8,12,PatagoniaAZ,Large Orange Sulphur,Phoebis_agarithe  ,2,8,64
2000,8,12,PatagoniaAZ,Leda Ministreak,Ministrymon_leda  ,262,8,64
2000,8,12,PatagoniaAZ,Lyside Sulphur,Kricogonia_lyside  ,2,8,64
2000,8,12,PatagoniaAZ,Marine Blue,Leptotes_marina  ,302,8,64
2000,8,12,PatagoniaAZ,Mexican Fritillary,Euptoieta_hegesia  ,1,8,64
2000,8,12,PatagoniaAZ,Mexican Yellow,Eurema_mexicana  ,115,8,64
2000,8,12,PatagoniaAZ,Monarch,Danaus_plexippus ,54,8,64
2000,8,12,PatagoniaAZ,Moon-marked Skipper,Atrytonopsis_lunus  ,1,8,64
2000,8,12,PatagoniaAZ,Mournful Duskywing,Erynnis_tristis  ,72,8,64
2000,8,12,PatagoniaAZ,Mourning Cloak,Nymphalis_antiopa  ,2,8,64
2000,8,12,PatagoniaAZ,Nabokov's Satyr,Cyllopsis_pyracmon  ,25,8,64
2000,8,12,PatagoniaAZ,Northern Cloudywing,Thorybes_pylades  ,10,8,64
2000,8,12,PatagoniaAZ,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,3,8,64
2000,8,12,PatagoniaAZ,Orange Skipperling,Copaeodes_aurantiacus  ,40,8,64
2000,8,12,PatagoniaAZ,Orange Sulphur,Colias_eurytheme  ,128,8,64
2000,8,12,PatagoniaAZ,Painted Crescent,Phyciodes_picta  ,8,8,64
2000,8,12,PatagoniaAZ,Painted Lady,Vanessa_cardui  ,59,8,64
2000,8,12,PatagoniaAZ,Palmer's Metalmark,Apodemia_palmeri  ,429,8,64
2000,8,12,PatagoniaAZ,Pearl Crescent,Phyciodes_tharos  ,29,8,64
2000,8,12,PatagoniaAZ,Pipevine Swallowtail,Battus_philenor  ,978,8,64
2000,8,12,PatagoniaAZ,Queen,Danaus_gilippus ,573,8,64
2000,8,12,PatagoniaAZ,Question Mark,Polygonia_interrogationis  ,1,8,64
2000,8,12,PatagoniaAZ,Reakirt's Blue,Hemiargus_isola  ,11,8,64
2000,8,12,PatagoniaAZ,Red Satyr,Megisto_rubricata  ,37,8,64
2000,8,12,PatagoniaAZ,Red-spotted Purple,Limenitis_arthemis_astyanax  ,50,8,64
2000,8,12,PatagoniaAZ,Sheep Skipper,Atrytonopsis_edwardsii  ,45,8,64
2000,8,12,PatagoniaAZ,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,3,8,64
2000,8,12,PatagoniaAZ,Sleepy Orange,Eurema_nicippe  ,127,8,64
2000,8,12,PatagoniaAZ,Soldier,Danaus_eresimus,2,8,64
2000,8,12,PatagoniaAZ,Southern Dogface,Colias_cesonia  ,944,8,64
2000,8,12,PatagoniaAZ,Spring Azure,Celastrina_ladon  ,9,8,64
2000,8,12,PatagoniaAZ,Tailed Orange,Eurema_proterpia  ,748,8,64
2000,8,12,PatagoniaAZ,Tawny Emperor,Asterocampa_clyton  ,13,8,64
2000,8,12,PatagoniaAZ,Texan Crescent,Phyciodes_texana  ,121,8,64
2000,8,12,PatagoniaAZ,Theona Checkerspot,Thessalia_theona  ,2,8,64
2000,8,12,PatagoniaAZ,Tiny Checkerspot,Dymasia_dymas  ,310,8,64
2000,8,12,PatagoniaAZ,Tropical Buckeye,Junonia_genoveva  ,3,8,64
2000,8,12,PatagoniaAZ,Tropical Least Skipper,Ancyloxypha_arene  ,2,8,64
2000,8,12,PatagoniaAZ,Two-tailed Swallowtail,Papilio_multicaudata  ,36,8,64
