Year,Month,Day,Site,NABAEnglishName,LatinAnalysisName,ButterflyCount,PartyHours,#Observers,#Parties,TotalDistanceMi
2019,7,25,Portal,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,5,4,8,2,5
2019,7,25,Portal,Gray Hairstreak,Strymon_melinus  ,12,4,8,2,5
2019,7,25,Portal,Leda Ministreak,Ministrymon_leda  ,6,4,8,2,5
2019,7,25,Portal,Marine Blue,Leptotes_marina  ,14,4,8,2,5
2019,7,25,Portal,Ceraunus Blue,Hemiargus_ceraunus  ,7,4,8,2,5
2019,7,25,Portal,Reakirt's Blue,Hemiargus_isola  ,15,4,8,2,5
2019,7,25,Portal,Spring Azure,Celastrina_ladon  ,11,4,8,2,5
2019,7,25,Portal,Acmon Blue,Plebejus_acmon_,4,4,8,2,5
2019,7,25,Portal,Nais Metalmark,Apodemia_nais  ,14,4,8,2,5
2019,7,25,Portal,Variegated Fritillary,Euptoieta_claudia  ,9,4,8,2,5
2019,7,25,Portal,Elada Checkerspot,Texola_elada  ,6,4,8,2,5
2019,7,25,Portal,Mylitta Crescent,Phyciodes_mylitta  ,6,4,8,2,5
2019,7,25,Portal,Satyr Comma,Polygonia_satyrus  ,2,4,8,2,5
2019,7,25,Portal,Mourning Cloak,Nymphalis_antiopa  ,2,4,8,2,5
2019,7,25,Portal,American Lady,Vanessa_virginiensis  ,21,4,8,2,5
2019,7,25,Portal,Painted Lady,Vanessa_cardui  ,88,4,8,2,5
2019,7,25,Portal,Common Buckeye,Junonia_coenia  ,12,4,8,2,5
2019,7,25,Portal,Tropical Buckeye,Junonia_genoveva  ,1,4,8,2,5
2019,7,25,Portal,Red-spotted Purple,Limenitis_arthemis_astyanax  ,5,4,8,2,5
2019,7,25,Portal,California Sister,Adelpha_bredowii  ,6,4,8,2,5
2019,7,25,Portal,Hackberry Emperor,Asterocampa_celtis  ,1,4,8,2,5
2019,7,25,Portal,Red Satyr,Megisto_rubricata  ,8,4,8,2,5
2019,7,25,Portal,Monarch,Danaus_plexippus ,1,4,8,2,5
2019,7,25,Portal,Queen,Danaus_gilippus ,11,4,8,2,5
2019,7,25,Portal,Dull Firetip,Pyrrhopyge_araxes  ,16,4,8,2,5
2019,7,25,Portal,Silver-spotted Skipper,Epargyreus_clarus ,7,4,8,2,5
2019,7,25,Portal,Golden Banded-Skipper,Autochton_cellus  ,23,4,8,2,5
2019,7,25,Portal,Desert Cloudywing,Achalarus_casica  ,1,4,8,2,5
2019,7,25,Portal,Northern Cloudywing,Thorybes_pylades  ,162,4,8,2,5
2019,7,25,Portal,Drusius Cloudywing,Thorybes_drusius ,12,4,8,2,5
2019,7,25,Portal,Acacia Skipper,Cogia_hippalus  ,4,4,8,2,5
2019,7,25,Portal,Golden-headed Scallopwing,Staphylus_ceos  ,27,4,8,2,5
2019,7,25,Portal,Arizona Powdered-Skipper,Systasea_zampa  ,3,4,8,2,5
2019,7,25,Portal,Mournful Duskywing,Erynnis_tristis  ,3,4,8,2,5
2019,7,25,Portal,Pacuvius Duskywing,Erynnis_pacuvius ,21,4,8,2,5
2019,7,25,Portal,Funereal Duskywing,Erynnis_funeralis  ,2,4,8,2,5
2019,7,25,Portal,"Unidentified Firetip, Skipper, Duskywing, Skipperling, or Giant Skipper",Hesperiidae_sp,12,4,8,2,5
2019,7,25,Portal,Desert Checkered-Skipper,Pyrgus_philetas  ,1,4,8,2,5
2019,7,25,Portal,Common Sootywing,Pholisora_catullus  ,3,4,8,2,5
2019,7,25,Portal,Four-spotted Skipperling,Piruna_polingi  ,11,4,8,2,5
2019,7,25,Portal,Edwards' Skipperling,Oarisma_edwardsii  ,2,4,8,2,5
2019,7,25,Portal,Orange Skipperling,Copaeodes_aurantiacus  ,35,4,8,2,5
2019,7,25,Portal,Snow's Skipper,Paratrytone_snowi  ,2,4,8,2,5
2019,7,25,Portal,Taxiles Skipper,Poanes_taxiles  ,138,4,8,2,5
2019,7,25,Portal,Large Roadside-Skipper,Amblyscirtes_exoteria  ,25,4,8,2,5
2019,7,25,Portal,Cassus Roadside-Skipper,Amblyscirtes_cassus  ,18,4,8,2,5
2019,7,25,Portal,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,14,4,8,2,5
2019,7,25,Portal,Texas Roadside-Skipper,Amblyscirtes_texanae  ,1,4,8,2,5
2019,7,25,Portal,Slaty Roadside-Skipper,Amblyscirtes_nereus  ,8,4,8,2,5
2019,7,25,Portal,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,1,4,8,2,5
2019,7,25,Portal,Dotted Roadside-Skipper,Amblyscirtes_eos  ,2,4,8,2,5
2019,7,25,Portal,Orange-edged Roadside-Skipper,Amblyscirtes_fimbriata  ,36,4,8,2,5
2019,8,1,Ramsey Canyon,Pipevine Swallowtail,Battus_philenor  ,53,39.5,11,6,19
2019,8,1,Ramsey Canyon,Black Swallowtail,Papilio_polyxenes  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Two-tailed Swallowtail,Papilio_multicaudata  ,17,39.5,11,6,19
2019,8,1,Ramsey Canyon,Checkered White,Pontia_protodice  ,15,39.5,11,6,19
2019,8,1,Ramsey Canyon,Cabbage White,Pieris_rapae  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Orange Sulphur,Colias_eurytheme  ,19,39.5,11,6,19
2019,8,1,Ramsey Canyon,Southern Dogface,Colias_cesonia  ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Cloudless Sulphur,Phoebis_sennae  ,12,39.5,11,6,19
2019,8,1,Ramsey Canyon,Mexican Yellow,Eurema_mexicana  ,15,39.5,11,6,19
2019,8,1,Ramsey Canyon,Sleepy Orange,Eurema_nicippe  ,11,39.5,11,6,19
2019,8,1,Ramsey Canyon,Dainty Sulphur,Nathalis_iole  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Leda Ministreak,Ministrymon_leda  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Western Pygmy-Blue,Brephidium_exile  ,13,39.5,11,6,19
2019,8,1,Ramsey Canyon,Marine Blue,Leptotes_marina  ,29,39.5,11,6,19
2019,8,1,Ramsey Canyon,Ceraunus Blue,Hemiargus_ceraunus  ,10,39.5,11,6,19
2019,8,1,Ramsey Canyon,Reakirt's Blue,Hemiargus_isola  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Spring Azure,Celastrina_ladon  ,16,39.5,11,6,19
2019,8,1,Ramsey Canyon,Fatal Metalmark,Calephelis_nemesis  ,7,39.5,11,6,19
2019,8,1,Ramsey Canyon,Arizona Metalmark,Calephelis_arizonensis  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Zela Metalmark,Emesis_zela  ,6,39.5,11,6,19
2019,8,1,Ramsey Canyon,Gulf Fritillary,Agraulis_vanillae  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Variegated Fritillary,Euptoieta_claudia  ,8,39.5,11,6,19
2019,8,1,Ramsey Canyon,Theona Checkerspot,Thessalia_theona  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Bordered Patch,Chlosyne_lacinia  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Elada Checkerspot,Texola_elada  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Vesta Crescent,Phyciodes_vesta  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Painted Crescent,Phyciodes_picta  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Mourning Cloak,Nymphalis_antiopa  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,American Lady,Vanessa_virginiensis  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Painted Lady,Vanessa_cardui  ,52,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red Admiral,Vanessa_atalanta  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Common Buckeye,Junonia_coenia  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Tropical Buckeye,Junonia_genoveva  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red-spotted Purple,Limenitis_arthemis_astyanax  ,7,39.5,11,6,19
2019,8,1,Ramsey Canyon,Viceroy,Limenitis_archippus  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,California Sister,Adelpha_bredowii  ,13,39.5,11,6,19
2019,8,1,Ramsey Canyon,Hackberry Emperor,Asterocampa_celtis  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Nabokov's Satyr,Cyllopsis_pyracmon  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Canyonland Satyr,Cyllopsis_pertepida  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red Satyr,Megisto_rubricata  ,26,39.5,11,6,19
2019,8,1,Ramsey Canyon,Monarch,Danaus_plexippus ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Queen,Danaus_gilippus ,24,39.5,11,6,19
2019,8,1,Ramsey Canyon,Arizona Skipper,Codatractus_arizonensis  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Dorantes Longtail,Urbanus_dorantes  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Golden Banded-Skipper,Autochton_cellus  ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Desert Cloudywing,Achalarus_casica  ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Northern Cloudywing,Thorybes_pylades  ,35,39.5,11,6,19
2019,8,1,Ramsey Canyon,Drusius Cloudywing,Thorybes_drusius ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Acacia Skipper,Cogia_hippalus  ,18,39.5,11,6,19
2019,8,1,Ramsey Canyon,Gold-costa Skipper,Cogia_caicus  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Golden-headed Scallopwing,Staphylus_ceos  ,73,39.5,11,6,19
2019,8,1,Ramsey Canyon,Juvenal's Duskywing,Erynnis_juvenalis  ,6,39.5,11,6,19
2019,8,1,Ramsey Canyon,Mournful Duskywing,Erynnis_tristis  ,6,39.5,11,6,19
2019,8,1,Ramsey Canyon,Pacuvius Duskywing,Erynnis_pacuvius ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Funereal Duskywing,Erynnis_funeralis  ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Common Streaky-Skipper,Celotes_nessus  ,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Common Sootywing,Pholisora_catullus  ,23,39.5,11,6,19
2019,8,1,Ramsey Canyon,Saltbush Sootywing,Hesperopsis_alpheus  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Four-spotted Skipperling,Piruna_polingi  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Edwards' Skipperling,Oarisma_edwardsii  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Orange Skipperling,Copaeodes_aurantiacus  ,11,39.5,11,6,19
2019,8,1,Ramsey Canyon,Fiery Skipper,Hylephila_phyleus  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Taxiles Skipper,Poanes_taxiles  ,9,39.5,11,6,19
2019,8,1,Ramsey Canyon,Moon-marked Skipper,Atrytonopsis_lunus  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Large Roadside-Skipper,Amblyscirtes_exoteria  ,20,39.5,11,6,19
2019,8,1,Ramsey Canyon,Cassus Roadside-Skipper,Amblyscirtes_cassus  ,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,19,39.5,11,6,19
2019,8,1,Ramsey Canyon,Oslar's Roadside-Skipper,Amblyscirtes_oslari  ,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Elissa Roadside-Skipper,Amblyscirtes_elissa  ,10,39.5,11,6,19
2019,8,1,Ramsey Canyon,Texas Roadside-Skipper,Amblyscirtes_texanae  ,10,39.5,11,6,19
2019,8,1,Ramsey Canyon,Toltec Roadside-Skipper,Amblyscirtes_tolteca  ,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Slaty Roadside-Skipper,Amblyscirtes_nereus  ,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Nysa Roadside-Skipper,Amblyscirtes_nysa  ,6,39.5,11,6,19
2019,8,1,Ramsey Canyon,Dotted Roadside-Skipper,Amblyscirtes_eos  ,8,39.5,11,6,19
2019,8,1,Ramsey Canyon,Orange-edged Roadside-Skipper,Amblyscirtes_fimbriata  ,3,39.5,11,6,19
2019,7,23,Sabino Canyon,Pipevine Swallowtail,Battus_philenor  ,44,38.5,12,7,19
2019,7,23,Sabino Canyon,Black Swallowtail,Papilio_polyxenes  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Giant Swallowtail,Papilio_cresphontes  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,Two-tailed Swallowtail,Papilio_multicaudata  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,Chiricahua White,Neophasia_terlootii  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Checkered White,Pontia_protodice  ,2,38.5,12,7,19
2019,7,23,Sabino Canyon,Clouded Sulphur,Colias_philodice ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Orange Sulphur,Colias_eurytheme  ,16,38.5,12,7,19
2019,7,23,Sabino Canyon,Southern Dogface,Colias_cesonia  ,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Cloudless Sulphur,Phoebis_sennae  ,2,38.5,12,7,19
2019,7,23,Sabino Canyon,Mexican Yellow,Eurema_mexicana  ,16,38.5,12,7,19
2019,7,23,Sabino Canyon,Sleepy Orange,Eurema_nicippe  ,5,38.5,12,7,19
2019,7,23,Sabino Canyon,Dainty Sulphur,Nathalis_iole  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Colorado Hairstreak,Hypaurotis_crysalus ,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Thicket Hairstreak,Callophrys_spinetorum  ,2,38.5,12,7,19
2019,7,23,Sabino Canyon,Gray Hairstreak,Strymon_melinus  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,Leda Ministreak,Ministrymon_leda  ,4,38.5,12,7,19
2019,7,23,Sabino Canyon,Arizona Hairstreak,Erora_quaderna  ,12,38.5,12,7,19
2019,7,23,Sabino Canyon,Marine Blue,Leptotes_marina  ,27,38.5,12,7,19
2019,7,23,Sabino Canyon,Ceraunus Blue,Hemiargus_ceraunus  ,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Reakirt's Blue,Hemiargus_isola  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,Spring Azure,Celastrina_ladon  ,264,38.5,12,7,19
2019,7,23,Sabino Canyon,Acmon Blue,Plebejus_acmon_,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Fatal Metalmark,Calephelis_nemesis  ,8,38.5,12,7,19
2019,7,23,Sabino Canyon,Zela Metalmark,Emesis_zela  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Nais Metalmark,Apodemia_nais  ,60,38.5,12,7,19
2019,7,23,Sabino Canyon,Gulf Fritillary,Agraulis_vanillae  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Tiny Checkerspot,Dymasia_dymas  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Texan Crescent,Phyciodes_texana  ,18,38.5,12,7,19
2019,7,23,Sabino Canyon,Mylitta Crescent,Phyciodes_mylitta  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Mourning Cloak,Nymphalis_antiopa  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,American Lady,Vanessa_virginiensis  ,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Painted Lady,Vanessa_cardui  ,76,38.5,12,7,19
2019,7,23,Sabino Canyon,Common Buckeye,Junonia_coenia  ,24,38.5,12,7,19
2019,7,23,Sabino Canyon,Tropical Buckeye,Junonia_genoveva  ,4,38.5,12,7,19
2019,7,23,Sabino Canyon,Red-spotted Purple,Limenitis_arthemis_astyanax  ,3,38.5,12,7,19
2019,7,23,Sabino Canyon,Viceroy,Limenitis_archippus  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,California Sister,Adelpha_bredowii  ,6,38.5,12,7,19
2019,7,23,Sabino Canyon,Empress Leilia,Asterocampa_leilia  ,17,38.5,12,7,19
2019,7,23,Sabino Canyon,Nabokov's Satyr,Cyllopsis_pyracmon  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Red Satyr,Megisto_rubricata  ,10,38.5,12,7,19
2019,7,23,Sabino Canyon,Monarch,Danaus_plexippus ,2,38.5,12,7,19
2019,7,23,Sabino Canyon,Queen,Danaus_gilippus ,17,38.5,12,7,19
2019,7,23,Sabino Canyon,Silver-spotted Skipper,Epargyreus_clarus ,5,38.5,12,7,19
2019,7,23,Sabino Canyon,Golden Banded-Skipper,Autochton_cellus  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Desert Cloudywing,Achalarus_casica  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Northern Cloudywing,Thorybes_pylades  ,17,38.5,12,7,19
2019,7,23,Sabino Canyon,Acacia Skipper,Cogia_hippalus  ,20,38.5,12,7,19
2019,7,23,Sabino Canyon,Golden-headed Scallopwing,Staphylus_ceos  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Arizona Powdered-Skipper,Systasea_zampa  ,5,38.5,12,7,19
2019,7,23,Sabino Canyon,Meridian Duskywing,Erynnis_meridianus  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Mournful Duskywing,Erynnis_tristis  ,8,38.5,12,7,19
2019,7,23,Sabino Canyon,Pacuvius Duskywing,Erynnis_pacuvius ,18,38.5,12,7,19
2019,7,23,Sabino Canyon,Funereal Duskywing,Erynnis_funeralis  ,10,38.5,12,7,19
2019,7,23,Sabino Canyon,Erichson's White-Skipper,Heliopetes_domicella  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Orange Skipperling,Copaeodes_aurantiacus  ,9,38.5,12,7,19
2019,7,23,Sabino Canyon,Fiery Skipper,Hylephila_phyleus  ,26,38.5,12,7,19
2019,7,23,Sabino Canyon,Taxiles Skipper,Poanes_taxiles  ,75,38.5,12,7,19
2019,7,23,Sabino Canyon,Moon-marked Skipper,Atrytonopsis_lunus  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Large Roadside-Skipper,Amblyscirtes_exoteria  ,1,38.5,12,7,19
2019,7,23,Sabino Canyon,Bronze Roadside-Skipper,Amblyscirtes_aenus  ,6,38.5,12,7,19
2019,7,28,Santa Rita Mountains,Pipevine Swallowtail,Battus_philenor  ,64,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Pipevine Swallowtail,Battus_philenor  ,64,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Black Swallowtail,Papilio_polyxenes  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Black Swallowtail,Papilio_polyxenes  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Two-tailed Swallowtail,Papilio_multicaudata  ,30,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Two-tailed Swallowtail,Papilio_multicaudata  ,30,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Checkered White,Pontia_protodice  ,5,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Checkered White,Pontia_protodice  ,5,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Orange Sulphur,Colias_eurytheme  ,4,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Orange Sulphur,Colias_eurytheme  ,4,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Southern Dogface,Colias_cesonia  ,15,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Southern Dogface,Colias_cesonia  ,15,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Cloudless Sulphur,Phoebis_sennae  ,11,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Cloudless Sulphur,Phoebis_sennae  ,11,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Mexican Yellow,Eurema_mexicana  ,21,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Mexican Yellow,Eurema_mexicana  ,21,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Sleepy Orange,Eurema_nicippe  ,9,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Sleepy Orange,Eurema_nicippe  ,9,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Dainty Sulphur,Nathalis_iole  ,1,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Dainty Sulphur,Nathalis_iole  ,1,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Colorado Hairstreak,Hypaurotis_crysalus ,7,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Colorado Hairstreak,Hypaurotis_crysalus ,7,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Siva Juniper Hairstreak,Callophrys_gryneus_siva  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Gray Hairstreak,Strymon_melinus  ,2,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Gray Hairstreak,Strymon_melinus  ,2,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Leda Ministreak,Ministrymon_leda  ,2,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Leda Ministreak,Ministrymon_leda  ,2,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Arizona Hairstreak,Erora_quaderna  ,1,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Arizona Hairstreak,Erora_quaderna  ,1,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Marine Blue,Leptotes_marina  ,27,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Marine Blue,Leptotes_marina  ,27,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Ceraunus Blue,Hemiargus_ceraunus  ,20,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Ceraunus Blue,Hemiargus_ceraunus  ,20,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Reakirt's Blue,Hemiargus_isola  ,8,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Reakirt's Blue,Hemiargus_isola  ,8,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Spring Azure,Celastrina_ladon  ,42,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Spring Azure,Celastrina_ladon  ,42,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Fatal Metalmark,Calephelis_nemesis  ,2,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Fatal Metalmark,Calephelis_nemesis  ,2,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Zela Metalmark,Emesis_zela  ,5,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Zela Metalmark,Emesis_zela  ,5,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Mormon Metalmark,Apodemia_mormo  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Mormon Metalmark,Apodemia_mormo  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Palmer's Metalmark,Apodemia_palmeri  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Palmer's Metalmark,Apodemia_palmeri  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,American Snout,Libytheana_carinenta  ,1,48.5,15,8,19
2019,7,28,Santa Rita Mountains,American Snout,Libytheana_carinenta  ,1,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Variegated Fritillary,Euptoieta_claudia  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Variegated Fritillary,Euptoieta_claudia  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Theona Checkerspot,Thessalia_theona  ,2,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Theona Checkerspot,Thessalia_theona  ,2,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Bordered Patch,Chlosyne_lacinia  ,2,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Bordered Patch,Chlosyne_lacinia  ,2,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Tiny Checkerspot,Dymasia_dymas  ,6,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Tiny Checkerspot,Dymasia_dymas  ,6,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Elada Checkerspot,Texola_elada  ,17,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Elada Checkerspot,Texola_elada  ,17,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Texan Crescent,Phyciodes_texana  ,4,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Texan Crescent,Phyciodes_texana  ,4,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Mourning Cloak,Nymphalis_antiopa  ,11,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Mourning Cloak,Nymphalis_antiopa  ,11,37.5,18,6,12
2019,7,28,Santa Rita Mountains,American Lady,Vanessa_virginiensis  ,5,48.5,15,8,19
2019,7,28,Santa Rita Mountains,American Lady,Vanessa_virginiensis  ,5,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Painted Lady,Vanessa_cardui  ,84,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Painted Lady,Vanessa_cardui  ,84,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Common Buckeye,Junonia_coenia  ,10,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Common Buckeye,Junonia_coenia  ,10,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Tropical Buckeye,Junonia_genoveva  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Tropical Buckeye,Junonia_genoveva  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Red-spotted Purple,Limenitis_arthemis_astyanax  ,20,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Red-spotted Purple,Limenitis_arthemis_astyanax  ,20,37.5,18,6,12
2019,7,28,Santa Rita Mountains,California Sister,Adelpha_bredowii  ,57,48.5,15,8,19
2019,7,28,Santa Rita Mountains,California Sister,Adelpha_bredowii  ,57,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Empress Leilia,Asterocampa_leilia  ,26,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Empress Leilia,Asterocampa_leilia  ,26,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Tawny Emperor,Asterocampa_clyton  ,5,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Tawny Emperor,Asterocampa_clyton  ,5,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Nabokov's Satyr,Cyllopsis_pyracmon  ,3,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Nabokov's Satyr,Cyllopsis_pyracmon  ,3,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Canyonland Satyr,Cyllopsis_pertepida  ,1,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Canyonland Satyr,Cyllopsis_pertepida  ,1,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Red Satyr,Megisto_rubricata  ,14,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Red Satyr,Megisto_rubricata  ,14,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Queen,Danaus_gilippus ,7,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Queen,Danaus_gilippus ,7,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Dull Firetip,Pyrrhopyge_araxes  ,20,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Dull Firetip,Pyrrhopyge_araxes  ,20,37.5,18,6,12
2019,7,28,Santa Rita Mountains,Silver-spotted Skipper,Epargyreus_clarus ,1,48.5,15,8,19
2019,7,28,Santa Rita Mountains,Silver-spotted Skipper,Epargyreus_clarus ,1,37.5,18,6,12
