Year,Month,Day,Site,NABAEnglishName,ButterflyCount,PartyHours,#Observers,#Parties,TotalDistanceMi
2019,9,28,McDowell Sonoran Preserve,Pipevine swallowtail,2,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Checkered white,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Orange sulphur,4,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Sleepy orange,2,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Mormon metalmark,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Painted lady,2,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Empress leilia,2,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Unidentified blue,4,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Arizona sister,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Orange sulphur,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Cloudless sulphur,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Sleepy orange,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Gray hairstreak,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Ceraunus blue,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Mormon metalmark,5,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Painted lady,5,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Empress leilia,11,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Arizona powdered skipper,1,14.5,34,6,12
2019,9,28,McDowell Sonoran Preserve,Common buckeye,1,14.5,34,6,12
2020,4,4,McDowell Sonoran Preserve,Checkered white,10,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sleepy orange,14,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Gray hairstreak,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Spring azure,42,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,California patch,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Variable (Chalcedon) checkerspot,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,12,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Empress leilia,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Queen,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common or white checkered skipper,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified blue,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified,17,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified duskywing,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,7,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified sulphur,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Checkered white,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sleepy orange,6,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Reakirt's blue,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Spring azure,45,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Square spotted blue (Martin’s Bernardino blue),1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,California patch,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,10,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Empress leilia,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Queen,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Arizona powdered skipper,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Funereal duskywing,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,43,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified blue,6,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Checkered white,44,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sleepy orange,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Dainty sulphur,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Spring azure,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Mormon metalmark,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,16,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Empress leilia,15,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified sulphur,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,10,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Pipevine swallowtail,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Checkered white,9,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Southern dogface,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common or white checkered skipper,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified,7,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,17,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Pipevine swallowtail,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Checkered white,10,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sara orangetip,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Orange sulphur,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sleepy orange,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Spring azure,73,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,California patch,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Variable (Chalcedon) checkerspot,5,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Empress leilia,12,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Funereal duskywing,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified,9,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,13,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified blue,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Pipevine swallowtail,7,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Checkered white,83,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Pima desert orangetip,2,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Southern dogface,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Sleepy orange,7,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Dainty sulphur,3,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Reakirt's blue,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Spring azure,4,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,California patch,16,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Painted lady,11,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Queen,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified,27,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified blue,7,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Black swallowtail,1,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Common buckeye,23,16.5,16,5,16
2020,4,4,McDowell Sonoran Preserve,Unidentified sulphur,1,16.5,16,5,16
2020,9,26,McDowell Sonoran Preserve,Mormon metalmark,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Unidentified,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Empress leilia,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Sleepy orange,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Sleepy orange,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Gray hairstreak,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Mormon metalmark,3,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Empress leilia,10,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Unidentified blue,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Unidentified,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Gray hairstreak,1,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Mormon metalmark,2,10,15,6,16
2020,9,26,McDowell Sonoran Preserve,Empress leilia,1,10,15,6,16
2019,9,7,BoyceThompsonArboretum,Pipevine swallowtail,22,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Black swallowtail,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Two-tailed swallowtail,3,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Orange sulphur,5,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Cloudless sulphur,6,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Sleepy orange,3,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Dainty sulphur,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Marine Blue,2,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Ceraunus blue,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Reakirt's blue,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Palmer’s metalmark,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Variegated Fritillary,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Elada Checkerspot,3,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Painted lady,10,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Common buckeye,3,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Empress leilia,13,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Monarch,1,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Queen,93,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Arizona powdered skipper,4,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Funereal duskywing,2,10,17,4,9
2019,9,7,BoyceThompsonArboretum,Unidentified checkerspot,1,10,17,4,9
2019,8,29,Cottonwood,Two-tailed swallowtail,21,11,4,2,6
2019,8,29,Cottonwood,Checkered white,8,11,4,2,6
2019,8,29,Cottonwood,Orange sulphur,8,11,4,2,6
2019,8,29,Cottonwood,Southern dogface,1,11,4,2,6
2019,8,29,Cottonwood,Sleepy orange,2,11,4,2,6
2019,8,29,Cottonwood,Dainty sulphur,3,11,4,2,6
2019,8,29,Cottonwood,Gray hairstreak,3,11,4,2,6
2019,8,29,Cottonwood,Leda Ministreak,1,11,4,2,6
2019,8,29,Cottonwood,Western pygmy blue,3,11,4,2,6
2019,8,29,Cottonwood,Marine Blue,6,11,4,2,6
2019,8,29,Cottonwood,Ceraunus blue,1,11,4,2,6
2019,8,29,Cottonwood,Reakirt's blue,1,11,4,2,6
2019,8,29,Cottonwood,Spring azure,3,11,4,2,6
2019,8,29,Cottonwood,Acmon blue,1,11,4,2,6
2019,8,29,Cottonwood,Palmer’s metalmark,3,11,4,2,6
2019,8,29,Cottonwood,Variegated Fritillary,1,11,4,2,6
2019,8,29,Cottonwood,Bordered Patch,1,11,4,2,6
2019,8,29,Cottonwood,Mourning cloak,3,11,4,2,6
2019,8,29,Cottonwood,Painted lady,15,11,4,2,6
2019,8,29,Cottonwood,Red admiral,5,11,4,2,6
2019,8,29,Cottonwood,Common buckeye,9,11,4,2,6
2019,8,29,Cottonwood,Red-spotted purple,1,11,4,2,6
2019,8,29,Cottonwood,Viceroy,10,11,4,2,6
2019,8,29,Cottonwood,California sister,4,11,4,2,6
2019,8,29,Cottonwood,Red satyr,1,11,4,2,6
2019,8,29,Cottonwood,Monarch,1,11,4,2,6
2019,8,29,Cottonwood,Queen,44,11,4,2,6
2019,8,29,Cottonwood,Hammock skipper,1,11,4,2,6
2019,8,29,Cottonwood,Northern cloudywing,1,11,4,2,6
2019,8,29,Cottonwood,Golden-headed scallopwing,1,11,4,2,6
2019,8,29,Cottonwood,Meridian duskywing,2,11,4,2,6
2019,8,29,Cottonwood,Funereal duskywing,1,11,4,2,6
2019,8,29,Cottonwood,Afranius duskywing,1,11,4,2,6
2019,8,29,Cottonwood,Common or white checkered skipper,2,11,4,2,6
2019,8,29,Cottonwood,Common sootywing,1,11,4,2,6
2019,8,29,Cottonwood,Orange skipperling,1,11,4,2,6
2019,8,29,Cottonwood,Fiery skipper,7,11,4,2,6
2019,7,25,Grand Canyon North Rim,Western tiger swallowtail,3,6,9,1,1
2019,7,25,Grand Canyon North Rim,Checkered white,4,6,9,1,1
2019,7,25,Grand Canyon North Rim,Clouded sulphur,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Orange sulphur,7,6,9,1,1
2019,7,25,Grand Canyon North Rim,Dainty sulphur,2,6,9,1,1
2019,7,25,Grand Canyon North Rim,Behr's hairstreak,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Gray hairstreak,4,6,9,1,1
2019,7,25,Grand Canyon North Rim,Western pygmy blue,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Marine Blue,4,6,9,1,1
2019,7,25,Grand Canyon North Rim,Reakirt's blue,7,6,9,1,1
2019,7,25,Grand Canyon North Rim,Spring azure,10,6,9,1,1
2019,7,25,Grand Canyon North Rim,Spalding's blue,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Variegated fritillary,6,6,9,1,1
2019,7,25,Grand Canyon North Rim,Mourning cloak,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Painted lady,14,6,9,1,1
2019,7,25,Grand Canyon North Rim,Common buckeye,8,6,9,1,1
2019,7,25,Grand Canyon North Rim,Weidemeyer's admiral,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Monarch,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Queen,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Meridian duskywing,1,6,9,1,1
2019,7,25,Grand Canyon North Rim,Common or white checkered skipper,7,6,9,1,1
2019,7,25,Grand Canyon North Rim,Draco skipper,3,6,9,1,1
2019,7,25,Grand Canyon North Rim,Unidentified,5,6,9,1,1
2019,8,6,Patagonia,Pipevine swallowtail,179,71,25,9,40
2019,8,6,Patagonia,Black swallowtail,12,71,25,9,40
2019,8,6,Patagonia,Giant swallowtail,1,71,25,9,40
2019,8,6,Patagonia,Two-tailed swallowtail,25,71,25,9,40
2019,8,6,Patagonia,Checkered white,4,71,25,9,40
2019,8,6,Patagonia,Cabbage white,10,71,25,9,40
2019,8,6,Patagonia,Orange sulphur,21,71,25,9,40
2019,8,6,Patagonia,Southern dogface,10,71,25,9,40
2019,8,6,Patagonia,Cloudless sulphur,63,71,25,9,40
2019,8,6,Patagonia,Lyside sulphur,3,71,25,9,40
2019,8,6,Patagonia,Mexican yellow,19,71,25,9,40
2019,8,6,Patagonia,Tailed orange,3,71,25,9,40
2019,8,6,Patagonia,Sleepy orange,5,71,25,9,40
2019,8,6,Patagonia,Dainty sulphur,1,71,25,9,40
2019,8,6,Patagonia,Great purple hairstreak,3,71,25,9,40
2019,8,6,Patagonia,Siva juniper hairstreak,1,71,25,9,40
2019,8,6,Patagonia,Gray hairstreak,4,71,25,9,40
2019,8,6,Patagonia,Leda Ministreak,55,71,25,9,40
2019,8,6,Patagonia,Arizona hairstreak,8,71,25,9,40
2019,8,6,Patagonia,Western pygmy blue,1,71,25,9,40
2019,8,6,Patagonia,Marine Blue,73,71,25,9,40
2019,8,6,Patagonia,Ceraunus blue,31,71,25,9,40
2019,8,6,Patagonia,Reakirt's blue,10,71,25,9,40
2019,8,6,Patagonia,Acmon blue,4,71,25,9,40
2019,8,6,Patagonia,Fatal metalmark,59,71,25,9,40
2019,8,6,Patagonia,Arizona metalmark,2,71,25,9,40
2019,8,6,Patagonia,Zela metalmark,24,71,25,9,40
2019,8,6,Patagonia,Ares metalmark,1,71,25,9,40
2019,8,6,Patagonia,Mormon metalmark,1,71,25,9,40
2019,8,6,Patagonia,Palmer’s metalmark,3,71,25,9,40
2019,8,6,Patagonia,American snout,2,71,25,9,40
2019,8,6,Patagonia,Gulf fritillary,5,71,25,9,40
2019,8,6,Patagonia,Variegated Fritillary,11,71,25,9,40
2019,8,6,Patagonia,Theona checkerspot,2,71,25,9,40
2019,8,6,Patagonia,Bordered Patch,24,71,25,9,40
2019,8,6,Patagonia,Elf,3,71,25,9,40
2019,8,6,Patagonia,Tiny checkerspot,349,71,25,9,40
2019,8,6,Patagonia,Elada Checkerspot,100,71,25,9,40
2019,8,6,Patagonia,Texan Crescent,114,71,25,9,40
2019,8,6,Patagonia,Pearl crescent,24,71,25,9,40
2019,8,6,Patagonia,Painted crescent,26,71,25,9,40
2019,8,6,Patagonia,Mourning cloak,4,71,25,9,40
2019,8,6,Patagonia,American lady,2,71,25,9,40
2019,8,6,Patagonia,Painted lady,295,71,25,9,40
2019,8,6,Patagonia,West coast lady,1,71,25,9,40
2019,8,6,Patagonia,Common buckeye,19,71,25,9,40
2019,8,6,Patagonia,Tropical buckeye,46,71,25,9,40
2019,8,6,Patagonia,Red-spotted purple,6,71,25,9,40
2019,8,6,Patagonia,Viceroy,5,71,25,9,40
2019,8,6,Patagonia,California sister,3,71,25,9,40
2019,8,6,Patagonia,Hackberry emperor,1,71,25,9,40
2019,8,6,Patagonia,Empress Leilia,7,71,25,9,40
2019,8,6,Patagonia,Nabokov's satyr,5,71,25,9,40
2019,8,6,Patagonia,Red satyr,20,71,25,9,40
2019,8,6,Patagonia,Monarch,8,71,25,9,40
2019,8,6,Patagonia,Queen,28,71,25,9,40
2019,8,6,Patagonia,Dull firetip,96,71,25,9,40
2019,8,6,Patagonia,White-striped longtail,2,71,25,9,40
2019,8,6,Patagonia,Arizona skipper,20,71,25,9,40
2019,8,6,Patagonia,Valeriana skipper,1,71,25,9,40
2019,8,6,Patagonia,Dorantes longtail,1,71,25,9,40
2019,8,6,Patagonia,Golden banded-skipper,20,71,25,9,40
2019,8,6,Patagonia,Desert cloudywing,2,71,25,9,40
2019,8,6,Patagonia,Northern cloudywing,82,71,25,9,40
2019,8,6,Patagonia,Drusius cloudywing,44,71,25,9,40
2019,8,6,Patagonia,Acacia skipper,108,71,25,9,40
2019,8,6,Patagonia,Golden-headed scallopwing,255,71,25,9,40
2019,8,6,Patagonia,Arizona powdered skipper,2,71,25,9,40
2019,8,6,Patagonia,Juvenal's duskywing,1,71,25,9,40
2019,8,6,Patagonia,Mournful duskywing,18,71,25,9,40
2019,8,6,Patagonia,Funereal duskywing,7,71,25,9,40
2019,8,6,Patagonia,Common or white checkered skipper,9,71,25,9,40
2019,8,6,Patagonia,Desert checkered skipper,51,71,25,9,40
2019,8,6,Patagonia,Common streaky skipper,9,71,25,9,40
2019,8,6,Patagonia,Common sootywing,139,71,25,9,40
2019,8,6,Patagonia,Clouded skipper,4,71,25,9,40
2019,8,6,Patagonia,Tropical least skipper,4,71,25,9,40
2019,8,6,Patagonia,Orange skipperling,96,71,25,9,40
2019,8,6,Patagonia,Southern skipperling,1,71,25,9,40
2019,8,6,Patagonia,Fiery skipper,13,71,25,9,40
2019,8,6,Patagonia,Pahaska skipper,8,71,25,9,40
2019,8,6,Patagonia,Carus skipper,4,71,25,9,40
2019,8,6,Patagonia,Moon-marked skipper,4,71,25,9,40
2019,8,6,Patagonia,Large roadside skipper,4,71,25,9,40
2019,8,6,Patagonia,Cassus roadside skipper,6,71,25,9,40
2019,8,6,Patagonia,Bronze roadside skipper,14,71,25,9,40
2019,8,6,Patagonia,Elissa roadside skipper,84,71,25,9,40
2019,8,6,Patagonia,Texas roadside skipper,15,71,25,9,40
2019,8,6,Patagonia,Toltec roadside skipper,2,71,25,9,40
2019,8,6,Patagonia,Slaty roadside skipper,4,71,25,9,40
2019,8,6,Patagonia,Nysa roadside skipper,20,71,25,9,40
2019,8,6,Patagonia,Dotted roadside skipper,6,71,25,9,40
2019,8,6,Patagonia,Eufala skipper,3,71,25,9,40
2019,7,25,Portal,Pipevine swallowtail,25,4,8,2,5
2019,7,25,Portal,Black swallowtail,7,4,8,2,5
2019,7,25,Portal,Two-tailed swallowtail,30,4,8,2,5
2019,7,25,Portal,Checkered white,10,4,8,2,5
2019,7,25,Portal,Clouded sulphur,7,4,8,2,5
2019,7,25,Portal,Orange sulphur,21,4,8,2,5
2019,7,25,Portal,Southern dogface,4,4,8,2,5
2019,7,25,Portal,Cloudless sulphur,1,4,8,2,5
2019,7,25,Portal,Mexican yellow,11,4,8,2,5
2019,7,25,Portal,Tailed orange,3,4,8,2,5
2019,7,25,Portal,Sleepy orange,16,4,8,2,5
2019,7,25,Portal,Dainty sulphur,14,4,8,2,5
2019,7,25,Portal,Siva juniper hairstreak,5,4,8,2,5
2019,7,25,Portal,Gray hairstreak,12,4,8,2,5
2019,7,25,Portal,Leda Ministreak,6,4,8,2,5
2019,7,25,Portal,Marine Blue,14,4,8,2,5
2019,7,25,Portal,Ceraunus blue,7,4,8,2,5
2019,7,25,Portal,Reakirt's blue,15,4,8,2,5
2019,7,25,Portal,Spring azure,11,4,8,2,5
2019,7,25,Portal,Acmon blue,4,4,8,2,5
2019,7,25,Portal,Nais metalmark,14,4,8,2,5
2019,7,25,Portal,Variegated Fritillary,9,4,8,2,5
2019,7,25,Portal,Elada Checkerspot,6,4,8,2,5
2019,7,25,Portal,Mylitta crescent,6,4,8,2,5
2019,7,25,Portal,Satyr comma,2,4,8,2,5
2019,7,25,Portal,Mourning cloak,2,4,8,2,5
2019,7,25,Portal,American lady,21,4,8,2,5
2019,7,25,Portal,Painted lady,88,4,8,2,5
2019,7,25,Portal,Common buckeye,12,4,8,2,5
2019,7,25,Portal,Tropical buckeye,1,4,8,2,5
2019,7,25,Portal,Red-spotted purple,5,4,8,2,5
2019,7,25,Portal,California sister,6,4,8,2,5
2019,7,25,Portal,Hackberry emperor,1,4,8,2,5
2019,7,25,Portal,Red satyr,8,4,8,2,5
2019,7,25,Portal,Monarch,1,4,8,2,5
2019,7,25,Portal,Queen,11,4,8,2,5
2019,7,25,Portal,Dull firetip,16,4,8,2,5
2019,7,25,Portal,Silver-spotted skipper,7,4,8,2,5
2019,7,25,Portal,Golden banded-skipper,23,4,8,2,5
2019,7,25,Portal,Desert cloudywing,1,4,8,2,5
2019,7,25,Portal,Northern cloudywing,162,4,8,2,5
2019,7,25,Portal,Drusius cloudywing,12,4,8,2,5
2019,7,25,Portal,Acacia skipper,4,4,8,2,5
2019,7,25,Portal,Golden-headed scallopwing,27,4,8,2,5
2019,7,25,Portal,Arizona powdered skipper,3,4,8,2,5
2019,7,25,Portal,Mournful duskywing,3,4,8,2,5
2019,7,25,Portal,Pacuvius duskywing,21,4,8,2,5
2019,7,25,Portal,Funereal duskywing,2,4,8,2,5
2019,7,25,Portal,Common or white checkered skipper,12,4,8,2,5
2019,7,25,Portal,Desert checkered skipper,1,4,8,2,5
2019,7,25,Portal,Common sootywing,3,4,8,2,5
2019,7,25,Portal,Four-spotted skipperling,11,4,8,2,5
2019,7,25,Portal,Edwards' skipperling,2,4,8,2,5
2019,7,25,Portal,Orange skipperling,35,4,8,2,5
2019,7,25,Portal,Snow's skipper,2,4,8,2,5
2019,7,25,Portal,Taxiles skipper,138,4,8,2,5
2019,7,25,Portal,Large roadside skipper,25,4,8,2,5
2019,7,25,Portal,Cassus roadside skipper,18,4,8,2,5
2019,7,25,Portal,Bronze roadside skipper,14,4,8,2,5
2019,7,25,Portal,Texas roadside skipper,1,4,8,2,5
2019,7,25,Portal,Slaty roadside skipper,8,4,8,2,5
2019,7,25,Portal,Nysa roadside skipper,1,4,8,2,5
2019,7,25,Portal,Dotted roadside skipper,2,4,8,2,5
2019,7,25,Portal,Orange-edged roadside skipper,36,4,8,2,5
2019,8,1,Ramsey Canyon,Pipevine swallowtail,53,39.5,11,6,19
2019,8,1,Ramsey Canyon,Black swallowtail,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Two-tailed swallowtail,17,39.5,11,6,19
2019,8,1,Ramsey Canyon,Checkered white,15,39.5,11,6,19
2019,8,1,Ramsey Canyon,Cabbage white,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Orange sulphur,19,39.5,11,6,19
2019,8,1,Ramsey Canyon,Southern dogface,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Cloudless sulphur,12,39.5,11,6,19
2019,8,1,Ramsey Canyon,Mexican yellow,15,39.5,11,6,19
2019,8,1,Ramsey Canyon,Sleepy orange,11,39.5,11,6,19
2019,8,1,Ramsey Canyon,Dainty sulphur,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Leda Ministreak,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Western pygmy blue,13,39.5,11,6,19
2019,8,1,Ramsey Canyon,Marine Blue,29,39.5,11,6,19
2019,8,1,Ramsey Canyon,Ceraunus blue,10,39.5,11,6,19
2019,8,1,Ramsey Canyon,Reakirt's blue,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Spring azure,16,39.5,11,6,19
2019,8,1,Ramsey Canyon,Fatal metalmark,7,39.5,11,6,19
2019,8,1,Ramsey Canyon,Arizona metalmark,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Zela metalmark,6,39.5,11,6,19
2019,8,1,Ramsey Canyon,Gulf fritillary,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Variegated Fritillary,8,39.5,11,6,19
2019,8,1,Ramsey Canyon,Theona checkerspot,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Bordered Patch,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Elada Checkerspot,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Vesta crescent,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Painted crescent,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Mourning cloak,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,American lady,3,39.5,11,6,19
2019,8,1,Ramsey Canyon,Painted lady,52,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red admiral,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Common buckeye,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Tropical buckeye,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red-spotted purple,7,39.5,11,6,19
2019,8,1,Ramsey Canyon,Viceroy,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,California sister,13,39.5,11,6,19
2019,8,1,Ramsey Canyon,Hackberry emperor,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Nabokov's satyr,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Canyonland Satyr,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Red satyr,26,39.5,11,6,19
2019,8,1,Ramsey Canyon,Monarch,2,39.5,11,6,19
2019,8,1,Ramsey Canyon,Queen,24,39.5,11,6,19
2019,8,1,Ramsey Canyon,Arizona skipper,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Dorantes longtail,1,39.5,11,6,19
2019,8,1,Ramsey Canyon,Golden banded-skipper,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Desert cloudywing,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Northern cloudywing,35,39.5,11,6,19
2019,8,1,Ramsey Canyon,Drusius cloudywing,4,39.5,11,6,19
2019,8,1,Ramsey Canyon,Acacia skipper,18,39.5,11,6,19
2019,8,1,Ramsey Canyon,Gold-costa skipper,5,39.5,11,6,19
2019,8,1,Ramsey Canyon,Golden-headed scallopwing,73,39.5,11,6,19
2019,8,1,Ramsey Canyon,Juvenal's duskywing,6,39.5,11,6,19
