...1,Year,Month,Day,Site,LatinAnalysisName,ButterflyCount,PartyHours,#Observers,#Parties,TotalDistanceMi,NABAEnglishName,Family
8851,2004,8,14,PortalAZ,Autochton_cellus,10,33.5,NA,4,NA,golden banded skipper,Hesperiidae
8912,2005,8,13,PortalAZ,Autochton_cellus,8,32,NA,4,NA,golden banded skipper,Hesperiidae
8968,2009,7,25,PortalAZ,Autochton_cellus,40,20,NA,3,NA,golden banded skipper,Hesperiidae
9029,2012,7,28,PortalAZ,Autochton_cellus,16,18,NA,4,NA,golden banded skipper,Hesperiidae
9131,1979,7,15,RamseyCanyonAZ,Autochton_cellus,2,32,NA,4,NA,golden banded skipper,Hesperiidae
9190,1980,7,13,RamseyCanyonAZ,Autochton_cellus,1,17,NA,3,NA,golden banded skipper,Hesperiidae
9246,1981,7,19,RamseyCanyonAZ,Autochton_cellus,1,27,NA,4,NA,golden banded skipper,Hesperiidae
9367,1983,8,6,RamseyCanyonAZ,Autochton_cellus,34,56,NA,9,NA,golden banded skipper,Hesperiidae
9456,1984,8,11,RamseyCanyonAZ,Autochton_cellus,1,58.5,NA,8,NA,golden banded skipper,Hesperiidae
9528,1985,8,10,RamseyCanyonAZ,Autochton_cellus,28,52,NA,6,NA,golden banded skipper,Hesperiidae
9606,1986,8,16,RamseyCanyonAZ,Autochton_cellus,4,52,NA,7,NA,golden banded skipper,Hesperiidae
9682,1987,8,9,RamseyCanyonAZ,Autochton_cellus,13,69,NA,8,NA,golden banded skipper,Hesperiidae
9750,1988,7,30,RamseyCanyonAZ,Autochton_cellus,11,28,NA,3,NA,golden banded skipper,Hesperiidae
9819,1989,8,6,RamseyCanyonAZ,Autochton_cellus,32,61,NA,6,NA,golden banded skipper,Hesperiidae
9904,1990,8,4,RamseyCanyonAZ,Autochton_cellus,32,55,NA,5,NA,golden banded skipper,Hesperiidae
9992,1991,7,30,RamseyCanyonAZ,Autochton_cellus,95,61.5,NA,8,NA,golden banded skipper,Hesperiidae
10086,1992,8,2,RamseyCanyonAZ,Autochton_cellus,16,55,NA,7,NA,golden banded skipper,Hesperiidae
10181,1993,7,31,RamseyCanyonAZ,Autochton_cellus,7,45.5,NA,4,NA,golden banded skipper,Hesperiidae
10272,1994,7,30,RamseyCanyonAZ,Autochton_cellus,12,44,NA,5,NA,golden banded skipper,Hesperiidae
10363,1995,8,6,RamseyCanyonAZ,Autochton_cellus,5,70,NA,7,NA,golden banded skipper,Hesperiidae
10461,1996,8,5,RamseyCanyonAZ,Autochton_cellus,3,67.5,NA,8,NA,golden banded skipper,Hesperiidae
10558,1997,8,2,RamseyCanyonAZ,Autochton_cellus,13,58,NA,8,NA,golden banded skipper,Hesperiidae
10655,1998,8,1,RamseyCanyonAZ,Autochton_cellus,22,56.5,NA,7,NA,golden banded skipper,Hesperiidae
10742,1999,8,3,RamseyCanyonAZ,Autochton_cellus,52,76,NA,8,NA,golden banded skipper,Hesperiidae
10832,2000,8,5,RamseyCanyonAZ,Autochton_cellus,51,56,NA,6,NA,golden banded skipper,Hesperiidae
10924,2001,8,4,RamseyCanyonAZ,Autochton_cellus,60,63,NA,8,NA,golden banded skipper,Hesperiidae
11002,2002,8,3,RamseyCanyonAZ,Autochton_cellus,7,52,NA,6,NA,golden banded skipper,Hesperiidae
11062,2003,8,2,RamseyCanyonAZ,Autochton_cellus,5,47,NA,5,NA,golden banded skipper,Hesperiidae
11138,2004,7,31,RamseyCanyonAZ,Autochton_cellus,28,43.5,NA,5,NA,golden banded skipper,Hesperiidae
11228,2005,7,31,RamseyCanyonAZ,Autochton_cellus,2,54.5,NA,5,NA,golden banded skipper,Hesperiidae
11306,2006,7,29,RamseyCanyonAZ,Autochton_cellus,2,49,NA,6,NA,golden banded skipper,Hesperiidae
11377,2007,8,11,RamseyCanyonAZ,Autochton_cellus,17,50,NA,5,NA,golden banded skipper,Hesperiidae
11465,2008,8,2,RamseyCanyonAZ,Autochton_cellus,9,54,NA,7,NA,golden banded skipper,Hesperiidae
11558,2009,8,1,RamseyCanyonAZ,Autochton_cellus,33,45,NA,7,NA,golden banded skipper,Hesperiidae
11638,2010,7,31,RamseyCanyonAZ,Autochton_cellus,1,50,NA,7,NA,golden banded skipper,Hesperiidae
11700,2011,7,30,RamseyCanyonAZ,Autochton_cellus,6,46.5,NA,7,NA,golden banded skipper,Hesperiidae
11770,2012,8,4,RamseyCanyonAZ,Autochton_cellus,43,56,NA,7,NA,golden banded skipper,Hesperiidae
11855,2013,8,3,RamseyCanyonAZ,Autochton_cellus,154,82,NA,11,NA,golden banded skipper,Hesperiidae
11959,1993,7,30,SabinoCanyonAZ,Autochton_cellus,2,5,NA,2,NA,golden banded skipper,Hesperiidae
12072,1997,7,26,SabinoCanyonAZ,Autochton_cellus,1,19,NA,4,NA,golden banded skipper,Hesperiidae
12116,2000,7,26,SabinoCanyonAZ,Autochton_cellus,3,21.5,NA,3,NA,golden banded skipper,Hesperiidae
12252,2009,7,18,SabinoCanyonAZ,Autochton_cellus,7,18,NA,4,NA,golden banded skipper,Hesperiidae
12506,2012,7,21,SabinoCanyonAZ,Autochton_cellus,7,18,NA,4,NA,golden banded skipper,Hesperiidae
12608,2013,7,20,SabinoCanyonAZ,Autochton_cellus,3,31.5,NA,7,NA,golden banded skipper,Hesperiidae
12655,2011,7,31,SantaRitaMountains,Autochton_cellus,4,16,NA,3,NA,golden banded skipper,Hesperiidae
12757,2012,7,29,SantaRitaMountains,Autochton_cellus,32,18.5,NA,5,NA,golden banded skipper,Hesperiidae
12893,2013,7,28,SantaRitaMountains,Autochton_cellus,53,26.5,NA,5,NA,golden banded skipper,Hesperiidae
26,2021,9,11,BoyceThompsonArboretum,Battus_philenor,55,7,10,3,6,pipevine swallowtail,Papilionidae
56,2021,8,26,Cottonwood,Battus_philenor,5,25,8,4,3,pipevine swallowtail,Papilionidae
133,2021,9,25,McDowellSonoranPreserve,Battus_philenor,344,28.5,28,6,20,pipevine swallowtail,Papilionidae
183,2021,8,9,PatagoniaAZ,Battus_philenor,30,63.5,15,8,24,pipevine swallowtail,Papilionidae
228,2021,8,6,PortalAZ,Battus_philenor,2,7,11,2,5,pipevine swallowtail,Papilionidae
288,2021,8,2,RamseyCanyonAZ,Battus_philenor,38,48,12,8,48,pipevine swallowtail,Papilionidae
368,2021,7,26,SabinoCanyonAZ,Battus_philenor,9,49.5,20,11,39,pipevine swallowtail,Papilionidae
409,2021,7,31,SantaRitaMountains,Battus_philenor,2,36,10,6,17,pipevine swallowtail,Papilionidae
472,2021,10,2,SantaRitaMountains,Battus_philenor,67,89.5,30,14,33,pipevine swallowtail,Papilionidae
506,2014,9,20,McDowellSonoranPreserve,Battus_philenor,11,8,28,4,6,pipevine swallowtail,Papilionidae
548,2016,9,17,McDowellSonoranPreserve,Battus_philenor,6,12.5,27,4,6,pipevine swallowtail,Papilionidae
568,2017,4,8,McDowellSonoranPreserve,Battus_philenor,3,19,29,5,13,pipevine swallowtail,Papilionidae
605,2017,9,23,McDowellSonoranPreserve,Battus_philenor,6,13.5,24,5,13,pipevine swallowtail,Papilionidae
609,2018,4,7,McDowellSonoranPreserve,Battus_philenor,3,13.5,24,5,12.84,pipevine swallowtail,Papilionidae
625,2018,9,29,McDowellSonoranPreserve,Battus_philenor,13,14,27,5,14,pipevine swallowtail,Papilionidae
642,2019,4,6,McDowellSonoranPreserve,Battus_philenor,38,16,30,5,16,pipevine swallowtail,Papilionidae
689,2019,9,28,McDowellSonoranPreserve,Battus_philenor,2,14.5,34,6,12,pipevine swallowtail,Papilionidae
710,2020,4,4,McDowellSonoranPreserve,Battus_philenor,1,16.5,16,5,16,pipevine swallowtail,Papilionidae
720,2019,9,7,BoyceThompsonArboretum,Battus_philenor,22,10,17,4,9,pipevine swallowtail,Papilionidae
797,2019,8,6,PatagoniaAZ,Battus_philenor,179,71,25,9,40,pipevine swallowtail,Papilionidae
889,2019,7,25,PortalAZ,Battus_philenor,25,4,8,2,5,pipevine swallowtail,Papilionidae
952,2019,8,1,RamseyCanyonAZ,Battus_philenor,53,39.5,11,6,19,pipevine swallowtail,Papilionidae
1027,2019,7,23,SabinoCanyonAZ,Battus_philenor,44,38.5,12,7,19,pipevine swallowtail,Papilionidae
1088,2019,7,28,SantaRitaMountains,Battus_philenor,64,37.5,18,6,12,pipevine swallowtail,Papilionidae
1157,2019,9,28,SantaRitaMountains,Battus_philenor,21,37.5,18,6,12,pipevine swallowtail,Papilionidae
1219,2018,9,8,BoyceThompsonArboretum,Battus_philenor,39,9,11,3,6,pipevine swallowtail,Papilionidae
1272,2018,8,12,PatagoniaAZ,Battus_philenor,254,62.5,16,8,26,pipevine swallowtail,Papilionidae
1359,2018,7,27,PortalAZ,Battus_philenor,13,26.5,13,4,8,pipevine swallowtail,Papilionidae
1422,2018,8,6,RamseyCanyonAZ,Battus_philenor,73,59.5,17,7,23,pipevine swallowtail,Papilionidae
1519,2018,4,3,SabinoCanyonAZ,Battus_philenor,67,51.5,21,9,33,pipevine swallowtail,Papilionidae
1572,2018,7,31,SabinoCanyonAZ,Battus_philenor,83,33.5,14,6,15,pipevine swallowtail,Papilionidae
1635,2018,7,29,SantaRitaMountains,Battus_philenor,102,58.5,16,9,23,pipevine swallowtail,Papilionidae
1706,2018,9,29,SantaRitaMountains,Battus_philenor,39,58.5,16,9,23,pipevine swallowtail,Papilionidae
1769,2017,9,9,BoyceThompsonArboretum,Battus_philenor,252,12,12,4,7,pipevine swallowtail,Papilionidae
1810,2017,9,4,Cottonwood,Battus_philenor,2,8,4,2,2,pipevine swallowtail,Papilionidae
1847,2017,7,23,PortalAZ,Battus_philenor,5,20,10,3,4,pipevine swallowtail,Papilionidae
1906,2017,8,1,RamseyCanyonAZ,Battus_philenor,36,44,13,6,11,pipevine swallowtail,Papilionidae
1979,2017,3,26,SabinoCanyonAZ,Battus_philenor,162,58,27,10,32,pipevine swallowtail,Papilionidae
2040,2017,7,15,SabinoCanyonAZ,Battus_philenor,26,38.5,12,6,15,pipevine swallowtail,Papilionidae
2081,2017,7,26,SantaRitaMountains,Battus_philenor,18,38,11,6,21,pipevine swallowtail,Papilionidae
2136,2017,9,30,SantaRitaMountains,Battus_philenor,23,48.5,18,8,22,pipevine swallowtail,Papilionidae
2197,2016,9,10,BoyceThompsonArboretum,Battus_philenor,98,7,12,3,4,pipevine swallowtail,Papilionidae
2232,2016,8,8,PatagoniaAZ,Battus_philenor,219,45.5,17,6,21,pipevine swallowtail,Papilionidae
2319,2016,7,23,PortalAZ,Battus_philenor,5,20,9,3,6,pipevine swallowtail,Papilionidae
2373,2016,8,1,RamseyCanyonAZ,Battus_philenor,45,41.5,13,6,21,pipevine swallowtail,Papilionidae
2450,2016,4,3,SabinoCanyonAZ,Battus_philenor,145,56.5,27,10,27,pipevine swallowtail,Papilionidae
2510,2016,7,16,SabinoCanyonAZ,Battus_philenor,41,45.5,17,9,25,pipevine swallowtail,Papilionidae
2565,2016,7,31,SantaRitaMountains,Battus_philenor,28,40.5,13,6,20,pipevine swallowtail,Papilionidae
2632,2016,10,2,SantaRitaMountains,Battus_philenor,65,53,21,8,21,pipevine swallowtail,Papilionidae
2694,2015,9,12,BoyceThompsonArboretum,Battus_philenor,45,12,8,3,5,pipevine swallowtail,Papilionidae
2733,2015,8,11,PatagoniaAZ,Battus_philenor,469,81,25,10,43,pipevine swallowtail,Papilionidae
2829,2015,8,2,PortalAZ,Battus_philenor,2,15.5,7,2,5,pipevine swallowtail,Papilionidae
2872,2015,8,6,RamseyCanyonAZ,Battus_philenor,221,53,13,7,17,pipevine swallowtail,Papilionidae
2966,2015,3,29,SabinoCanyonAZ,Battus_philenor,169,64.5,24,9,43,pipevine swallowtail,Papilionidae
3032,2015,7,18,SabinoCanyonAZ,Battus_philenor,34,29.5,17,6,16,pipevine swallowtail,Papilionidae
3074,2015,7,26,SantaRitaMountains,Battus_philenor,41,43,17,6,21,pipevine swallowtail,Papilionidae
3157,2015,9,27,SantaRitaMountains,Battus_philenor,25,39.5,16,6,15,pipevine swallowtail,Papilionidae
3222,2014,9,6,BoyceThompsonArboretum,Battus_philenor,79,10.5,14,3,4,pipevine swallowtail,Papilionidae
3256,2014,8,9,PatagoniaAZ,Battus_philenor,239,80,18,10,44,pipevine swallowtail,Papilionidae
3330,2014,7,26,PortalAZ,Battus_philenor,8,17,12,3,5,pipevine swallowtail,Papilionidae
3384,2014,8,2,RamseyCanyonAZ,Battus_philenor,59,45.5,14,7,24,pipevine swallowtail,Papilionidae
3457,2014,4,6,SabinoCanyonAZ,Battus_philenor,145,50,27,8,32,pipevine swallowtail,Papilionidae
3514,2014,7,19,SabinoCanyonAZ,Battus_philenor,30,33.5,11,5,22,pipevine swallowtail,Papilionidae
3549,2014,7,27,SantaRitaMountains,Battus_philenor,42,27,11,4,8,pipevine swallowtail,Papilionidae
3607,2014,9,28,SantaRitaMountains,Battus_philenor,56,42,20,6,26,pipevine swallowtail,Papilionidae
3665,2020,9,12,BoyceThompsonArboretum,Battus_philenor,1,7.5,10,3,6,pipevine swallowtail,Papilionidae
3706,2020,8,2,PortalAZ,Battus_philenor,5,21,10,3,4,pipevine swallowtail,Papilionidae
3756,2020,7,28,RamseyCanyonAZ,Battus_philenor,111,55.5,12,7,27,pipevine swallowtail,Papilionidae
3849,2020,4,3,SabinoCanyonAZ,Battus_philenor,89,62,16,11,53,pipevine swallowtail,Papilionidae
3916,2020,7,29,SabinoCanyonAZ,Battus_philenor,10,14.5,7,4,7,pipevine swallowtail,Papilionidae
3950,2020,7,31,SantaRitaMountains,Battus_philenor,25,60,16,10,44,pipevine swallowtail,Papilionidae
4105,1980,7,19,AtascosaHighlandsAZ,Battus_philenor,92,26,NA,4,NA,pipevine swallowtail,Papilionidae
4134,1982,6,20,AtascosaHighlandsAZ,Battus_philenor,40,19,NA,2,NA,pipevine swallowtail,Papilionidae
4191,1983,7,30,AtascosaHighlandsAZ,Battus_philenor,55,26,NA,4,NA,pipevine swallowtail,Papilionidae
4268,1984,8,5,AtascosaHighlandsAZ,Battus_philenor,82,41,NA,5,NA,pipevine swallowtail,Papilionidae
4342,1985,8,17,AtascosaHighlandsAZ,Battus_philenor,113,22,NA,3,NA,pipevine swallowtail,Papilionidae
4407,1986,8,30,AtascosaHighlandsAZ,Battus_philenor,282,35,NA,5,NA,pipevine swallowtail,Papilionidae
4473,1987,8,22,AtascosaHighlandsAZ,Battus_philenor,49,35,NA,4,NA,pipevine swallowtail,Papilionidae
4546,1988,8,13,AtascosaHighlandsAZ,Battus_philenor,94,33.5,NA,4,NA,pipevine swallowtail,Papilionidae
4620,1989,8,20,AtascosaHighlandsAZ,Battus_philenor,49,56,NA,7,NA,pipevine swallowtail,Papilionidae
4710,1990,8,18,AtascosaHighlandsAZ,Battus_philenor,197,50,NA,6,NA,pipevine swallowtail,Papilionidae
4788,1991,8,10,AtascosaHighlandsAZ,Battus_philenor,47,43.5,NA,5,NA,pipevine swallowtail,Papilionidae
4872,1992,8,16,AtascosaHighlandsAZ,Battus_philenor,190,62,NA,8,NA,pipevine swallowtail,Papilionidae
4952,1993,8,14,AtascosaHighlandsAZ,Battus_philenor,137,45,NA,5,NA,pipevine swallowtail,Papilionidae
5021,1994,8,13,AtascosaHighlandsAZ,Battus_philenor,257,28,NA,4,NA,pipevine swallowtail,Papilionidae
5095,1995,8,20,AtascosaHighlandsAZ,Battus_philenor,55,51,NA,7,NA,pipevine swallowtail,Papilionidae
5166,1996,8,18,AtascosaHighlandsAZ,Battus_philenor,82,42,NA,7,NA,pipevine swallowtail,Papilionidae
5244,1997,8,16,AtascosaHighlandsAZ,Battus_philenor,44,49,NA,6,NA,pipevine swallowtail,Papilionidae
5329,1998,8,15,AtascosaHighlandsAZ,Battus_philenor,266,53.5,NA,6,NA,pipevine swallowtail,Papilionidae
5408,1999,8,14,AtascosaHighlandsAZ,Battus_philenor,122,64,NA,7,NA,pipevine swallowtail,Papilionidae
5482,2000,8,19,AtascosaHighlandsAZ,Battus_philenor,287,65,NA,9,NA,pipevine swallowtail,Papilionidae
5559,2001,8,18,AtascosaHighlandsAZ,Battus_philenor,159,56,NA,6,NA,pipevine swallowtail,Papilionidae
5606,2007,8,11,BoyceThompsonArboretum,Battus_philenor,40,15,NA,3,NA,pipevine swallowtail,Papilionidae
5638,2009,9,12,BoyceThompsonArboretum,Battus_philenor,30,9.5,NA,4,NA,pipevine swallowtail,Papilionidae
5689,2010,9,11,BoyceThompsonArboretum,Battus_philenor,89,12,NA,3,NA,pipevine swallowtail,Papilionidae
5729,2011,9,10,BoyceThompsonArboretum,Battus_philenor,96,25,NA,4,NA,pipevine swallowtail,Papilionidae
5770,2012,9,15,BoyceThompsonArboretum,Battus_philenor,50,14,NA,3,NA,pipevine swallowtail,Papilionidae
5809,2013,9,7,BoyceThompsonArboretum,Battus_philenor,80,16,NA,3,NA,pipevine swallowtail,Papilionidae
6015,1986,8,4,GuadalupeCanyonAZNM,Battus_philenor,8,10,NA,2,NA,pipevine swallowtail,Papilionidae
6055,2018,9,29,McDowellSonoranPreserve,Battus_philenor,49,13.5,NA,5,NA,pipevine swallowtail,Papilionidae
6116,1986,8,23,PatagoniaAZ,Battus_philenor,498,54,NA,6,NA,pipevine swallowtail,Papilionidae
6187,1987,8,15,PatagoniaAZ,Battus_philenor,138,54,NA,5,NA,pipevine swallowtail,Papilionidae
6264,1988,8,6,PatagoniaAZ,Battus_philenor,143,52,NA,6,NA,pipevine swallowtail,Papilionidae
6346,1989,8,13,PatagoniaAZ,Battus_philenor,59,65,NA,8,NA,pipevine swallowtail,Papilionidae
6428,1990,8,11,PatagoniaAZ,Battus_philenor,321,37,NA,6,NA,pipevine swallowtail,Papilionidae
6518,1991,8,6,PatagoniaAZ,Battus_philenor,520,61,NA,7,NA,pipevine swallowtail,Papilionidae
6617,1992,8,9,PatagoniaAZ,Battus_philenor,263,56.5,NA,7,NA,pipevine swallowtail,Papilionidae
6715,1993,8,7,PatagoniaAZ,Battus_philenor,504,55,NA,6,NA,pipevine swallowtail,Papilionidae
6803,1994,8,6,PatagoniaAZ,Battus_philenor,206,75,NA,7,NA,pipevine swallowtail,Papilionidae
6896,1995,8,13,PatagoniaAZ,Battus_philenor,237,60,NA,1,NA,pipevine swallowtail,Papilionidae
6975,1996,8,11,PatagoniaAZ,Battus_philenor,87,40,NA,5,NA,pipevine swallowtail,Papilionidae
7057,1997,8,9,PatagoniaAZ,Battus_philenor,165,51,NA,5,NA,pipevine swallowtail,Papilionidae
7147,1998,8,8,PatagoniaAZ,Battus_philenor,334,66.5,NA,6,NA,pipevine swallowtail,Papilionidae
7239,1999,8,9,PatagoniaAZ,Battus_philenor,90,72.5,NA,9,NA,pipevine swallowtail,Papilionidae
7322,2000,8,12,PatagoniaAZ,Battus_philenor,978,64,NA,8,NA,pipevine swallowtail,Papilionidae
7416,2001,8,11,PatagoniaAZ,Battus_philenor,181,75,NA,7,NA,pipevine swallowtail,Papilionidae
7485,2002,8,10,PatagoniaAZ,Battus_philenor,35,47.5,NA,6,NA,pipevine swallowtail,Papilionidae
7555,2003,8,9,PatagoniaAZ,Battus_philenor,78,43.5,NA,6,NA,pipevine swallowtail,Papilionidae
7642,2004,8,7,PatagoniaAZ,Battus_philenor,54,38,NA,5,NA,pipevine swallowtail,Papilionidae
7723,2005,8,6,PatagoniaAZ,Battus_philenor,83,61.5,NA,10,NA,pipevine swallowtail,Papilionidae
7795,2006,8,5,PatagoniaAZ,Battus_philenor,138,35,NA,6,NA,pipevine swallowtail,Papilionidae
7877,2007,8,18,PatagoniaAZ,Battus_philenor,97,58,NA,7,NA,pipevine swallowtail,Papilionidae
7966,2008,8,9,PatagoniaAZ,Battus_philenor,195,56,NA,7,NA,pipevine swallowtail,Papilionidae
8052,2009,8,8,PatagoniaAZ,Battus_philenor,278,71,NA,9,NA,pipevine swallowtail,Papilionidae
8147,2010,8,7,PatagoniaAZ,Battus_philenor,191,82,NA,9,NA,pipevine swallowtail,Papilionidae
8223,2011,8,6,PatagoniaAZ,Battus_philenor,75,79,NA,9,NA,pipevine swallowtail,Papilionidae
8310,2012,8,11,PatagoniaAZ,Battus_philenor,226,62,NA,8,NA,pipevine swallowtail,Papilionidae
8395,2013,8,10,PatagoniaAZ,Battus_philenor,187,73,NA,11,NA,pipevine swallowtail,Papilionidae
8476,2017,8,7,PatagoniaAZ,Battus_philenor,48,54,NA,6,NA,pipevine swallowtail,Papilionidae
8552,1999,8,28,PortalAZ,Battus_philenor,346,62,NA,8,NA,pipevine swallowtail,Papilionidae
8632,2000,7,29,PortalAZ,Battus_philenor,75,45,NA,5,NA,pipevine swallowtail,Papilionidae
8715,2001,7,28,PortalAZ,Battus_philenor,97,28.5,NA,5,NA,pipevine swallowtail,Papilionidae
8764,2002,7,27,PortalAZ,Battus_philenor,11,25,NA,3,NA,pipevine swallowtail,Papilionidae
8810,2003,7,26,PortalAZ,Battus_philenor,43,16,NA,2,NA,pipevine swallowtail,Papilionidae
8872,2004,8,14,PortalAZ,Battus_philenor,13,33.5,NA,4,NA,pipevine swallowtail,Papilionidae
8929,2005,8,13,PortalAZ,Battus_philenor,53,32,NA,4,NA,pipevine swallowtail,Papilionidae
8991,2009,7,25,PortalAZ,Battus_philenor,3,20,NA,3,NA,pipevine swallowtail,Papilionidae
9045,2012,7,28,PortalAZ,Battus_philenor,71,18,NA,4,NA,pipevine swallowtail,Papilionidae
9090,2013,7,27,PortalAZ,Battus_philenor,6,22.5,NA,3,NA,pipevine swallowtail,Papilionidae
9154,1979,7,15,RamseyCanyonAZ,Battus_philenor,147,32,NA,4,NA,pipevine swallowtail,Papilionidae
9209,1980,7,13,RamseyCanyonAZ,Battus_philenor,32,17,NA,3,NA,pipevine swallowtail,Papilionidae
9266,1981,7,19,RamseyCanyonAZ,Battus_philenor,89,27,NA,4,NA,pipevine swallowtail,Papilionidae
9314,1982,6,24,RamseyCanyonAZ,Battus_philenor,45,33,NA,3,NA,pipevine swallowtail,Papilionidae
9397,1983,8,6,RamseyCanyonAZ,Battus_philenor,207,56,NA,9,NA,pipevine swallowtail,Papilionidae
9477,1984,8,11,RamseyCanyonAZ,Battus_philenor,165,58.5,NA,8,NA,pipevine swallowtail,Papilionidae
9550,1985,8,10,RamseyCanyonAZ,Battus_philenor,147,52,NA,6,NA,pipevine swallowtail,Papilionidae
9632,1986,8,16,RamseyCanyonAZ,Battus_philenor,410,52,NA,7,NA,pipevine swallowtail,Papilionidae
9702,1987,8,9,RamseyCanyonAZ,Battus_philenor,525,69,NA,8,NA,pipevine swallowtail,Papilionidae
9769,1988,7,30,RamseyCanyonAZ,Battus_philenor,37,28,NA,3,NA,pipevine swallowtail,Papilionidae
9844,1989,8,6,RamseyCanyonAZ,Battus_philenor,53,61,NA,6,NA,pipevine swallowtail,Papilionidae
9931,1990,8,4,RamseyCanyonAZ,Battus_philenor,30,55,NA,5,NA,pipevine swallowtail,Papilionidae
10022,1991,7,30,RamseyCanyonAZ,Battus_philenor,146,61.5,NA,8,NA,pipevine swallowtail,Papilionidae
10114,1992,8,2,RamseyCanyonAZ,Battus_philenor,83,55,NA,7,NA,pipevine swallowtail,Papilionidae
10211,1993,7,31,RamseyCanyonAZ,Battus_philenor,81,45.5,NA,4,NA,pipevine swallowtail,Papilionidae
10295,1994,7,30,RamseyCanyonAZ,Battus_philenor,56,44,NA,5,NA,pipevine swallowtail,Papilionidae
10394,1995,8,6,RamseyCanyonAZ,Battus_philenor,225,70,NA,7,NA,pipevine swallowtail,Papilionidae
10492,1996,8,5,RamseyCanyonAZ,Battus_philenor,151,67.5,NA,8,NA,pipevine swallowtail,Papilionidae
10587,1997,8,2,RamseyCanyonAZ,Battus_philenor,245,58,NA,8,NA,pipevine swallowtail,Papilionidae
10684,1998,8,1,RamseyCanyonAZ,Battus_philenor,125,56.5,NA,7,NA,pipevine swallowtail,Papilionidae
10772,1999,8,3,RamseyCanyonAZ,Battus_philenor,66,76,NA,8,NA,pipevine swallowtail,Papilionidae
10858,2000,8,5,RamseyCanyonAZ,Battus_philenor,511,56,NA,6,NA,pipevine swallowtail,Papilionidae
10954,2001,8,4,RamseyCanyonAZ,Battus_philenor,18,63,NA,8,NA,pipevine swallowtail,Papilionidae
11021,2002,8,3,RamseyCanyonAZ,Battus_philenor,21,52,NA,6,NA,pipevine swallowtail,Papilionidae
11082,2003,8,2,RamseyCanyonAZ,Battus_philenor,64,47,NA,5,NA,pipevine swallowtail,Papilionidae
11166,2004,7,31,RamseyCanyonAZ,Battus_philenor,34,43.5,NA,5,NA,pipevine swallowtail,Papilionidae
11255,2005,7,31,RamseyCanyonAZ,Battus_philenor,95,54.5,NA,5,NA,pipevine swallowtail,Papilionidae
11328,2006,7,29,RamseyCanyonAZ,Battus_philenor,38,49,NA,6,NA,pipevine swallowtail,Papilionidae
11403,2007,8,11,RamseyCanyonAZ,Battus_philenor,89,50,NA,5,NA,pipevine swallowtail,Papilionidae
11494,2008,8,2,RamseyCanyonAZ,Battus_philenor,64,54,NA,7,NA,pipevine swallowtail,Papilionidae
11586,2009,8,1,RamseyCanyonAZ,Battus_philenor,127,45,NA,7,NA,pipevine swallowtail,Papilionidae
11659,2010,7,31,RamseyCanyonAZ,Battus_philenor,89,50,NA,7,NA,pipevine swallowtail,Papilionidae
11717,2011,7,30,RamseyCanyonAZ,Battus_philenor,56,46.5,NA,7,NA,pipevine swallowtail,Papilionidae
11797,2012,8,4,RamseyCanyonAZ,Battus_philenor,94,56,NA,7,NA,pipevine swallowtail,Papilionidae
11883,2013,8,3,RamseyCanyonAZ,Battus_philenor,88,82,NA,11,NA,pipevine swallowtail,Papilionidae
11919,1991,7,27,SabinoCanyonAZ,Battus_philenor,7,4,NA,2,NA,pipevine swallowtail,Papilionidae
11937,1992,7,26,SabinoCanyonAZ,Battus_philenor,10,4.5,NA,2,NA,pipevine swallowtail,Papilionidae
11967,1993,7,30,SabinoCanyonAZ,Battus_philenor,10,5,NA,2,NA,pipevine swallowtail,Papilionidae
12013,1994,7,22,SabinoCanyonAZ,Battus_philenor,7,24,NA,6,NA,pipevine swallowtail,Papilionidae
12042,1995,7,29,SabinoCanyonAZ,Battus_philenor,142,18,NA,2,NA,pipevine swallowtail,Papilionidae
12060,1996,7,27,SabinoCanyonAZ,Battus_philenor,1,16,NA,3,NA,pipevine swallowtail,Papilionidae
12075,1997,7,26,SabinoCanyonAZ,Battus_philenor,28,19,NA,4,NA,pipevine swallowtail,Papilionidae
12093,1998,8,1,SabinoCanyonAZ,Battus_philenor,2,7.5,NA,2,NA,pipevine swallowtail,Papilionidae
12127,2000,7,26,SabinoCanyonAZ,Battus_philenor,49,21.5,NA,3,NA,pipevine swallowtail,Papilionidae
12171,2001,7,18,SabinoCanyonAZ,Battus_philenor,21,23,NA,4,NA,pipevine swallowtail,Papilionidae
12223,2008,7,19,SabinoCanyonAZ,Battus_philenor,34,14,NA,2,NA,pipevine swallowtail,Papilionidae
12268,2009,7,18,SabinoCanyonAZ,Battus_philenor,48,18,NA,4,NA,pipevine swallowtail,Papilionidae
12322,2010,7,17,SabinoCanyonAZ,Battus_philenor,51,32,NA,5,NA,pipevine swallowtail,Papilionidae
12371,2011,4,2,SabinoCanyonAZ,Battus_philenor,68,38,NA,8,NA,pipevine swallowtail,Papilionidae
12415,2011,7,16,SabinoCanyonAZ,Battus_philenor,20,26.5,NA,7,NA,pipevine swallowtail,Papilionidae
12469,2012,3,25,SabinoCanyonAZ,Battus_philenor,89,46.5,NA,8,NA,pipevine swallowtail,Papilionidae
12521,2012,7,21,SabinoCanyonAZ,Battus_philenor,5,18,NA,4,NA,pipevine swallowtail,Papilionidae
